person1,person2,friendsSince
207,534,40020
341,1108,39465
1301,1266,37985
1297,852,39402
2106,911,38588
2578,1165,36526
2576,1966,36711
1376,176,36555
1197,2082,36928
2349,2282,41363
925,1545,39191
2403,1794,43000
439,2020,35458
1483,2420,39202
1960,2662,41315
2070,2523,40653
2740,1146,37506
2310,417,36338
1422,2656,40284
2939,1126,40268
1238,803,38640
1527,705,38229
398,1113,38863
2376,820,37577
899,993,41194
2096,1602,40495
2887,2061,41287
2910,370,36508
2746,532,42449
211,1238,38890
862,1591,41627
2524,372,37014
1665,2840,41389
964,777,36954
1997,1281,36563
1515,2392,41172
1488,941,38054
1708,1144,37064
1068,1362,37137
1370,359,38419
2850,585,40050
1268,49,39091
459,34,39398
470,604,37519
809,2479,39629
665,998,42466
1666,1734,35066
671,1314,39857
2798,1920,37944
2311,265,37273
2864,1066,37695
557,21,43005
2527,571,39303
1872,854,39008
669,898,36617
1763,757,41959
1823,932,40515
1815,567,35997
980,967,40184
990,2333,43070
682,700,41851
364,732,39895
2128,2088,43057
2632,105,41603
2587,685,35601
1978,1386,40583
2827,2981,36947
199,2539,40261
337,2696,39322
466,2715,40493
503,1344,42273
1836,1608,37168
555,1713,39174
1716,2933,38377
2011,2124,42469
2635,2987,39339
207,1139,38581
1991,699,38009
2220,2578,42322
1359,1051,42554
2220,1378,38059
166,146,39423
1896,1576,36101
2011,1014,40286
945,122,39208
1343,2040,35103
355,981,38156
2590,2485,42872
2244,1585,36764
815,997,39241
1090,1311,41121
2207,279,35386
464,1631,36418
2436,1401,40904
2402,2340,42646
654,1810,41311
1896,322,36929
1275,1712,39922
30,1913,41671
452,1613,39892
125,225,35224
381,2731,38158
1934,1818,36925
1798,871,42502
1098,1955,42140
2007,1412,39136
806,968,35872
1385,148,36496
2456,906,36697
546,234,36000
603,1637,36600
1903,2721,42581
2133,942,40556
2125,2296,39007
2257,2728,39174
429,1370,42475
2780,462,39610
448,283,42977
1868,1537,36418
442,2465,41958
476,2062,38017
2011,521,35513
2317,1066,37645
30,965,37777
2615,465,35229
953,1193,37398
1234,2534,41264
1512,2392,36302
1758,2672,40651
2053,434,37208
1282,2859,38994
2935,1482,43085
773,1182,42649
1959,1842,35274
2701,1902,42113
1962,719,41826
2195,958,38941
163,2163,35875
2109,2635,37220
2098,2419,35399
1884,2553,37575
2435,1046,41472
1845,2593,37690
2626,1727,42870
1194,2259,39295
2749,1827,38933
1584,2088,35331
768,1648,41804
1087,2268,37808
633,1065,36954
2947,408,37169
1346,2597,39875
1749,2957,40823
1473,2007,35257
172,1739,39064
918,2456,36761
2892,1494,39831
292,2315,41044
390,196,42251
1736,2518,37966
301,2470,41019
1925,96,35473
1635,2079,41920
1396,650,35877
1252,2313,36792
2530,571,42947
319,109,40380
167,2922,37614
1032,113,38549
1024,656,37333
807,2986,40919
616,1400,35171
1686,469,35670
1417,921,35789
114,1843,41674
815,1776,41733
1547,1635,37382
1172,2307,36896
1004,483,35189
2415,2428,41498
1842,1167,37283
2022,892,39134
1440,1907,40094
2892,371,39593
2239,1220,36453
1671,263,37017
567,218,40121
183,2044,39269
1723,1959,39356
837,1628,42709
678,1292,39213
2171,88,41710
681,2616,37624
2745,562,35743
1282,954,35868
1306,2685,39469
731,1509,42185
1158,2770,40120
1049,2925,42409
593,1596,36796
258,2207,37926
2387,1070,41625
399,1874,41715
2587,789,42473
1945,2561,35107
1412,1249,41301
699,2518,42960
1222,1427,35635
2044,1386,38097
2179,2657,37156
2680,2535,37936
2046,1861,38769
1468,1406,38132
1900,2790,41079
1370,2076,41992
38,2505,37296
305,1471,38575
2426,2290,38562
1270,1001,37903
2329,2950,36209
163,1434,35746
2846,629,35974
1165,804,35365
1263,216,40750
2334,61,42278
2794,1388,41099
984,1377,40017
1279,1961,38537
1065,839,39265
2123,2790,37816
2419,1755,41591
741,1859,37581
1194,70,41851
1469,1023,36454
2525,1475,36992
365,1706,39141
1185,981,42647
1796,2201,36044
118,2002,35355
2835,1924,38712
1182,336,41876
2160,1593,42918
1699,1985,43025
2814,424,38098
910,734,36469
2402,1670,40827
1227,1728,41392
2962,1250,35484
588,2385,38463
178,2010,42204
2348,324,35575
2840,2213,42028
1680,2402,37170
2971,2199,35735
2414,1619,36009
117,408,39279
2071,1661,40081
265,2317,41512
132,2353,42508
2857,2641,41543
735,236,42747
1149,79,41416
2829,1668,40305
2423,1751,36756
163,944,40777
165,2406,41735
279,761,38631
342,1292,39854
332,931,42372
101,1360,35213
2847,577,39716
75,1715,41944
1531,381,35834
709,655,37961
1367,455,37344
2838,2528,37806
1578,970,36527
1332,2712,38086
88,2958,40264
715,1803,36653
1026,1730,38198
2480,2121,37003
1252,970,38193
638,626,38313
58,603,38976
2749,859,36970
1724,711,36670
1575,1727,41212
1756,2635,38057
2412,1822,36558
1191,216,37722
1397,2950,40672
742,1822,41285
2617,2650,40880
1735,2356,38342
2511,1584,42883
1369,74,38706
86,2998,35583
1630,1545,41806
2043,2910,39598
1820,2276,39068
2826,1106,36375
412,936,38093
2693,2035,35565
2187,1420,38370
2553,456,38633
383,514,39943
2975,159,37120
2466,1855,41263
672,1991,37552
2350,1499,38274
584,1575,35656
428,180,41018
519,734,38798
1382,1577,36736
544,147,37918
2626,733,37121
1205,1783,38924
1645,576,40027
1324,857,41428
105,1867,38056
1101,2086,37313
437,2687,36100
1514,299,37384
2651,351,39877
334,1705,40451
613,2199,37806
2202,2676,39280
1550,346,37542
2038,2335,39490
1163,694,39402
939,484,38588
475,1939,36526
2351,1345,36711
1006,1396,36555
1668,2243,36928
2442,2769,41363
2643,1481,39191
599,1562,43000
2517,1139,35458
2503,1348,39202
2917,2294,41315
1509,2484,40653
138,306,37506
1024,1525,36338
2680,837,40284
924,2715,40268
1170,2481,38640
2853,701,38229
1675,2433,38863
711,401,37577
455,2871,41194
722,474,40495
2277,2760,41287
554,1141,36508
1015,1359,42449
2087,2777,38890
1162,2746,41627
2298,1022,37014
831,1852,41389
1563,159,36954
944,481,36563
894,2889,41172
1911,785,38054
1979,316,37064
2851,1999,37137
2851,1161,38419
1502,804,40050
2385,305,39091
2444,2911,39398
2528,922,37519
755,9,39629
2096,996,42466
1454,74,35066
2229,2749,39857
2183,128,37944
305,1094,37273
1178,1740,37695
1188,429,43005
2792,2781,39303
301,898,39008
1208,2240,36617
2606,1069,41959
643,2493,40515
2881,416,35997
503,2327,40184
1332,2292,43070
802,726,41851
1831,1037,39895
1763,2534,43057
1531,2385,41603
894,760,35601
1182,891,40583
770,1218,36947
1291,2203,40261
2248,1350,39322
1194,55,40493
812,228,42273
2023,743,37168
1120,1961,39174
2962,2679,38377
318,988,42469
1216,407,39339
554,715,38581
2248,140,38009
1756,2517,42322
2335,849,42554
1207,1629,38059
2605,1479,39423
1387,1619,36101
1893,2870,40286
751,977,39208
173,423,35103
1739,64,38156
422,1415,42872
2723,1180,36764
1057,1522,39241
1753,1306,41121
1483,492,35386
1591,2476,36418
462,2174,40904
1500,119,42646
1516,1229,41311
592,1830,36929
1542,2402,39922
661,1880,41671
2539,1246,39892
1431,1954,35224
1318,2986,38158
2517,1600,36925
197,1381,42502
2221,2330,42140
1342,907,39136
1852,2372,35872
1480,807,36496
774,2981,36697
1486,688,36000
1156,339,36600
2423,1724,42581
1421,764,40556
2754,2867,39007
2766,1646,39174
1118,2482,42475
2906,641,39610
2613,819,42977
2794,1654,36418
156,57,41958
828,1786,38017
631,2387,35513
2714,446,37645
1745,624,37777
2005,1281,35229
1747,2062,37398
373,8,41264
1987,813,36302
1824,989,40651
2301,2578,37208
1555,921,38994
2615,307,43085
583,788,42649
1461,1614,35274
1216,1532,42113
548,949,41826
1564,1941,38941
1689,2494,35875
1404,939,37220
1734,1767,35399
815,1949,37575
2947,118,41472
1276,600,37690
348,2413,42870
2013,636,39295
1326,2582,38933
573,1280,35331
1132,612,41804
567,1852,37808
2053,2279,36954
2449,2873,37169
1785,2911,39875
808,2576,40823
2702,2836,35257
877,860,39064
1274,848,36761
1001,968,39831
2539,2436,41044
2879,1047,42251
2239,401,37966
1563,1270,41019
2224,1998,35473
1279,1791,41920
39,202,35877
1606,540,36792
1446,696,42947
2337,1871,40380
2313,584,37614
2019,53,38549
2659,2054,37333
2828,2482,40919
660,2279,35171
2570,1919,35670
2380,557,35789
618,121,41674
244,61,41733
2410,305,37382
1491,805,36896
1336,1777,35189
25,1745,41498
2463,2063,37283
1781,2005,39134
502,2861,40094
243,838,39593
1569,1913,36453
312,2249,37017
762,2692,40121
190,1855,39269
2094,338,39356
2993,1882,42709
2033,852,39213
959,1318,41710
1787,741,37624
83,1483,35743
45,1309,35868
2473,1553,39469
2106,2845,42185
200,2974,40120
2441,2208,42409
2729,2186,36796
1240,1571,37926
1864,865,41625
358,27,41715
2148,2523,42473
1942,2932,35107
584,747,41301
2502,2274,42960
280,604,35635
2460,387,38097
2376,2477,37156
693,1016,37936
1188,653,38769
551,1092,38132
1737,1499,41079
336,1453,41992
577,1502,37296
1936,1691,38575
1492,213,38562
1944,2199,37903
2933,54,36209
1557,2130,35746
2802,2978,35974
1199,2139,35365
2512,1430,40750
2694,2098,42278
2832,2330,41099
2808,1431,40017
1138,482,38537
2660,2094,39265
2994,1030,37816
274,1589,41591
2742,1461,37581
1986,1133,41851
1615,759,36454
2824,344,36992
2600,1368,39141
2066,1999,42647
2639,1398,36044
846,740,35355
1737,1172,38712
2314,2212,41876
2019,1991,42918
2846,502,43025
428,1419,38098
1468,2050,36469
1378,2309,40827
2777,1455,41392
2094,1473,35484
2534,2188,38463
1453,1628,42204
206,2391,35575
1762,1147,42028
2907,2835,37170
1508,1605,35735
2524,1161,36009
2079,2908,39279
1994,2149,40081
106,1571,41512
1232,5,42508
2843,2536,41543
1930,1399,42747
1486,896,41416
1954,1239,40305
2384,286,36756
2185,2700,40777
197,2865,41735
2219,2482,38631
1407,1674,39854
1123,964,42372
777,2563,35213
2403,2528,39716
1820,1339,41944
388,185,35834
214,2739,37961
428,1059,37344
2657,105,37806
827,949,36527
23,1884,38086
901,2341,40264
1009,2085,36653
913,2855,38198
1190,1889,37003
1307,968,38193
1103,1452,38313
1472,504,38976
1675,2477,36970
2609,2333,36670
2125,2891,41212
377,2956,38057
341,1907,36558
1691,2289,37722
1867,2601,40672
697,2144,41285
890,1460,40880
19,1571,38342
440,1168,42883
1747,267,38706
2529,1755,35583
127,269,41806
507,492,39598
1416,345,39068
2507,1419,36375
1950,2446,38093
560,391,35565
1043,687,38370
2582,157,38633
210,30,39943
1139,144,37120
2440,984,41263
551,1947,37552
225,483,38274
1147,210,35656
1454,2524,41018
809,2134,38798
2224,1671,36736
1771,2335,37918
1828,1781,37121
352,1008,38924
1239,2061,40027
1828,1003,41428
529,2965,38056
2279,2275,37313
113,615,36100
2060,2111,37384
328,1245,39877
2776,2642,40451
990,1843,37806
2629,567,39280
643,2151,37542
607,2352,39490
2279,2759,40994
1175,705,35374
2636,2772,42485
639,2534,41409
1002,443,39691
465,331,36255
2219,909,38923
1945,1717,39243
2486,1303,40749
1548,2931,40888
30,1799,38582
2207,2175,42369
2578,1175,41326
2010,576,37770
2371,2595,41817
392,2081,42108
199,2364,39833
1650,1710,42008
1013,2084,40922
2057,1787,36340
337,66,35573
1281,863,40105
1912,1515,37467
257,2531,42117
1088,1663,41885
525,2775,39550
1419,1658,39151
1699,2,41100
1709,2116,38863
1828,2678,42437
2231,1108,40719
2355,1881,41357
1748,1706,37210
646,561,39449
1307,1227,40824
2059,435,35673
2753,19,40777
777,2968,41668
1861,2855,41490
878,1051,37570
1475,1266,39787
600,2573,35859
1992,2640,40641
1368,2483,42210
860,2518,38746
2046,2243,42256
1251,1382,37376
1533,636,37028
2127,1539,41682
1170,1050,35961
2548,673,41514
559,2277,40562
1294,2812,40076
2200,1467,38574
412,2211,40557
433,2132,39979
188,835,38865
606,767,42544
709,1100,41203
1638,2651,37496
1922,670,35839
1212,1074,42148
586,1861,36169
1822,1978,42547
164,2576,42385
459,33,41600
1838,2861,39560
89,950,36070
960,367,37301
1351,1450,42750
2013,376,36690
425,2768,40267
1357,2486,40335
1156,1557,40220
2611,1416,37859
688,495,42802
1238,629,37395
245,387,39488
638,294,36194
865,2042,42358
2905,724,42985
730,2215,37968
1111,263,42563
2695,2413,38622
649,1641,40145
294,1773,41147
626,246,36597
312,1122,41092
2878,1443,41739
2002,1502,42436
2623,2601,40495
1382,231,42856
2165,2827,36824
1607,650,41772
2428,1255,39443
951,15,41715
514,1792,37463
831,2175,37907
861,1188,38617
1757,346,37355
2487,1879,37074
183,2536,36533
2182,2975,42379
523,1847,37887
698,2645,39732
1993,908,35556
2986,660,38512
642,2820,36034
272,2079,35121
2309,220,41972
769,710,41291
1608,1864,39227
913,5,36584
990,1789,40959
1217,51,41380
560,983,39420
18,1049,40219
2542,711,38227
495,2383,37915
1971,1951,39743
2133,1172,42643
1246,1990,41511
2488,2107,36325
145,2442,36691
419,267,39218
1958,354,39989
1764,2414,40745
516,705,41667
911,1693,40068
2495,2593,42534
2076,880,36039
2327,914,40378
1731,683,35318
352,90,39268
160,181,41026
2682,1423,38781
327,1218,42100
1070,703,35880
1424,1903,39319
1283,968,41945
260,927,36525
1193,289,40624
2010,1232,35160
765,1664,35778
180,2662,35832
2655,2061,42256
1794,1724,38524
1898,1839,36690
851,800,36017
2580,1786,35953
1141,2954,40866
2078,2084,40872
699,1465,40430
1977,1641,40626
1999,684,38789
978,1711,36257
2203,2755,42468
1956,1925,38067
1858,898,38464
363,2488,42072
1244,875,35412
403,396,37707
1640,2741,41686
2298,342,38953
2163,2278,40427
1801,2117,41350
842,876,37096
2510,916,37998
2655,1587,42429
2267,2844,39531
1190,679,38520
1683,2245,40197
279,1035,36299
2013,1546,41627
1801,2722,37317
1861,2229,42668
2674,1244,36661
1795,1333,41725
2137,440,42592
1775,917,39317
2543,1422,42685
243,1360,39423
1849,1800,39884
2150,2469,41968
58,282,39545
1793,2373,42531
2785,2009,42960
1,1168,37042
1333,992,36899
2756,1975,36205
2465,901,40453
2471,2333,36038
1509,1304,39524
195,1127,37170
995,1581,36666
1388,1505,41570
2711,1418,40200
1997,588,40675
277,824,42918
1934,2393,37007
1269,1260,42591
2315,1702,35446
1062,1555,41997
1916,197,36204
709,2878,39101
2817,1457,41640
2322,1734,36895
1005,8,42849
674,2552,40980
1868,2216,41589
1093,1045,42153
79,1781,39593
2315,598,36325
1996,1998,36317
567,981,36293
2072,2817,37243
1483,906,36725
2983,889,37141
580,201,35556
49,2231,39608
2812,1184,39196
2722,779,37276
741,1830,42246
771,2570,39673
2299,2412,36375
1507,1825,37777
2543,1662,38073
2872,502,40685
1322,67,39600
2184,2961,39602
914,379,35191
1498,799,41716
391,313,42499
2241,1058,36439
1330,2000,35985
1532,1114,37257
2912,1831,36992
1784,1454,41643
2675,1979,42991
1015,374,35087
2206,1951,35530
2353,1489,42070
1426,2374,42962
406,1362,35985
1412,2605,37358
57,1695,38044
104,217,36090
2948,676,38177
575,121,35332
2680,1905,39601
1456,2857,41242
2225,727,37713
2061,1529,39748
535,628,42906
1236,1692,40087
777,106,37351
861,2096,40805
1040,1815,38058
1929,265,36770
1957,375,41847
1471,2315,39330
1839,2505,41223
774,2666,35989
10,220,40459
499,1333,37004
1233,247,36601
389,1772,38196
1407,2020,42877
1862,1377,36579
2232,999,40401
87,462,40791
1152,1160,42201
500,2421,39989
2633,1605,36870
828,985,36800
1295,1371,37094
2294,2206,39959
2317,2858,42903
2968,1603,35708
2330,1402,42773
57,2442,42309
1006,1398,38198
375,1414,36281
591,2247,39147
688,1483,42276
1999,2786,42641
1164,2652,41206
1256,210,38953
694,872,38356
655,1684,38855
2645,2845,38560
2759,1521,39647
1575,1462,42472
597,287,40914
1401,2435,36917
2687,790,41696
1829,2541,39313
1947,2164,38140
2141,485,35962
2608,2649,39917
1986,2526,39471
1146,2625,36615
1175,153,43033
608,2474,37010
2287,1616,36573
2265,2722,37440
2474,1636,35460
2046,262,42831
410,1917,36849
1643,334,36513
1934,625,40063
818,2955,37019
542,28,36838
397,570,36656
2125,2448,35241
2797,1347,38352
2485,734,37805
473,1224,42504
2073,2037,40265
1283,2449,42623
2311,1737,40457
1822,1857,36075
1532,1948,40312
1414,2903,39443
917,834,35426
1627,55,38278
783,1150,40184
2696,1804,41621
399,2802,40291
807,1980,35260
2711,171,35383
2990,201,38002
14,2405,37058
2525,2913,40671
493,1241,36826
1174,103,38624
1296,2003,39013
2215,2005,38610
2155,2884,38857
628,62,41978
1060,794,35400
2065,660,40220
1095,2106,41197
972,1165,39997
2557,1277,36563
674,2271,40866
1144,2680,41920
812,489,35134
532,1413,42132
714,2790,38891
309,1228,36123
1802,2658,36276
1047,787,39863
1440,2219,41719
948,2187,37693
1188,2844,35071
662,1512,38134
2825,46,39718
305,2734,39340
1602,103,39029
58,1577,36711
2697,1533,39001
2422,940,42583
119,362,38037
1121,2077,35972
1766,2970,40983
1868,2958,41122
2515,1947,40251
750,1147,41513
1073,698,38968
2574,1236,36636
1303,1311,37437
1,110,39821
1903,322,37780
2599,2186,42545
652,1070,40717
1968,2411,38908
2080,2800,41938
180,587,40130
66,1071,36676
2462,304,42351
2740,1409,35552
209,2554,42538
158,411,41395
1277,1403,42132
1052,2742,37963
2518,1462,39644
1381,938,39889
214,2676,42297
921,314,38563
103,487,36313
2064,832,40450
190,99,42770
999,1703,38924
2404,1354,40697
2790,119,41551
1963,2922,36563
1282,356,42323
311,1337,36881
1199,312,42228
1917,2163,41300
1151,1967,35195
1831,1109,39737
2357,2740,40172
2511,94,39987
920,2856,37576
1731,1214,37518
2083,1960,42277
612,1743,42314
2740,906,35681
209,147,35820
1211,2960,39297
1160,1398,42859
864,488,42070
466,2844,42689
117,2624,37164
2782,2782,39441
867,1144,37523
217,2291,35507
2171,874,36507
539,2492,41021
1039,2985,37721
2665,1491,41307
480,350,39592
569,2025,40423
115,1273,36359
2629,1499,40831
414,139,39129
1099,2176,38576
42,200,37386
1684,1569,42080
716,2544,38837
1109,632,38098
818,352,38166
568,1655,41778
2589,2035,35534
1209,2010,35443
2655,216,41178
2356,2889,35415
102,589,35911
1356,2422,41330
2902,2084,38876
1770,2969,35318
1275,1846,37267
2233,2766,41695
2581,1067,39184
2354,1284,36833
2545,2325,39483
2939,2662,38700
232,1212,37044
2704,327,40735
1094,2030,40629
164,2144,37591
2097,1857,40523
2909,1907,35681
578,13,37972
663,2848,37683
470,364,35408
1291,1704,38631
67,2150,35948
2592,489,38369
307,1395,37397
1967,854,39961
1789,1613,35758
1822,50,37985
2042,1401,37344
2784,2030,40542
994,878,40237
2904,2918,37207
827,1767,35624
2180,1939,37194
364,1355,35703
1518,1916,38406
1861,2479,38475
840,1325,40772
2503,2933,39843
182,1556,41675
437,476,38197
924,1327,39615
679,1315,37049
1618,1890,42606
2869,2523,41380
511,2281,42028
2565,185,35368
1813,337,39253
2699,1430,40271
2704,86,39149
1821,750,40101
1807,406,40929
2836,1036,40074
1522,2403,36350
1640,1,37136
2311,614,36580
507,1275,41395
2871,818,42509
529,1028,39458
2901,1612,35801
2978,2416,40600
2036,507,41392
2571,2824,42191
2422,183,42843
1384,1989,40192
282,1456,42297
51,769,37815
2735,409,35577
408,844,37246
1007,621,35149
1794,2415,41830
2253,2382,40942
375,577,40957
1700,2000,35084
1515,2863,41448
2876,2670,36547
2435,2604,38049
1171,891,39825
1455,2779,38081
1249,639,37742
2802,1393,37199
1951,12,36731
1084,398,37936
423,1050,42085
750,105,38528
2343,169,36437
505,1726,37865
2883,2525,35283
1279,902,35292
1638,786,36894
1694,2781,37777
1243,2590,38794
791,2273,42028
654,631,37858
1842,1995,40062
1587,615,36840
1539,751,39734
738,1730,40345
944,1767,37126
92,771,42708
2404,120,38903
1322,1697,37353
1655,2377,37862
2551,1940,42391
256,2548,43027
810,1066,40717
119,1280,40165
1155,1636,37436
908,1462,37818
310,796,35150
1408,1083,41457
1162,427,37083
974,1037,37166
48,1048,42540
1342,729,38612
2599,2483,39972
596,318,41434
1327,1988,39356
2565,682,41880
385,1312,41735
1436,74,42833
2145,2797,38735
1298,2239,36437
978,742,39817
1959,1426,35463
916,1670,37705
1413,2366,38106
982,2425,35907
912,2947,39857
163,2838,41488
1813,1354,42913
1421,1381,42454
2297,961,38167
2210,1756,36837
1804,1043,36061
2063,1803,40802
1386,2979,41496
1641,558,39726
2508,1679,37895
347,1415,35182
434,2097,36967
748,952,36815
2497,650,35392
784,446,35271
2961,2505,39912
1917,2484,41674
1695,1208,40443
184,1448,40837
220,2940,35253
1594,1948,35268
1125,247,35210
613,2740,40773
2394,1854,36745
477,1144,37308
1838,91,36130
99,454,38550
1104,1848,40859
1217,716,39385
1135,562,36554
2269,1567,41290
684,269,41065
2688,2497,35830
1238,2451,35863
699,78,41253
1025,980,36232
1327,2598,41651
42,1795,35447
1265,1498,39155
823,1857,41783
1217,1927,42935
383,1138,36843
146,2530,36513
1228,918,35139
1889,456,37350
161,2861,40246
1403,952,42830
2534,2484,38082
1419,412,37163
1107,1583,36307
2355,80,36156
1299,2362,36730
1164,2635,39171
1729,2657,38347
1324,337,41592
2251,1792,35470
1164,2506,37820
1492,731,38883
1167,2992,42197
756,2328,42807
216,1660,41875
441,1827,41537
2167,102,38508
2210,1341,36544
2382,255,38299
1650,2720,35641
449,1522,38741
2219,2810,39079
347,2955,40478
1376,1492,35290
1219,2440,35762
2886,1732,42503
803,2295,38375
1605,2832,40905
861,341,35966
1500,2497,35737
2461,2237,42608
1690,1363,42430
721,540,37014
2419,365,37864
2340,299,36409
2533,2155,41091
1220,1459,36050
1907,789,40466
2618,2670,42038
495,2524,38099
992,2716,37320
1290,1394,42221
550,1702,39185
1914,2125,41448
1976,894,38871
1919,86,41239
2497,2359,41566
1505,1258,38024
889,1679,38485
856,38,39894
2286,2766,42323
1452,2931,39668
2033,2021,42254
1500,1861,41786
2084,819,37219
2484,1331,40482
518,1061,39028
1936,1219,40683
1507,623,39639
1973,1041,38110
940,661,36241
233,2959,38941
730,141,41722
1868,323,39618
246,635,36589
1809,1481,37172
735,623,39359
2185,458,37725
2576,1134,39096
206,2321,39340
1156,1245,36691
2195,1168,41628
527,551,40799
276,91,42849
1456,565,42543
2197,700,40750
2558,1796,36206
2663,1612,41147
412,2775,35786
1085,1727,36528
993,2633,35583
2421,111,37816
696,173,38451
737,2312,38233
1455,978,37643
557,1002,42818
1671,2840,42212
475,871,39114
2497,2578,42457
1938,1434,43008
2316,2103,38813
2259,315,39247
196,988,39699
1641,2768,41084
1593,2782,41727
458,1948,42757
2734,2400,42049
2204,2850,40471
1478,2800,36233
2220,2972,41376
2562,2632,35997
1009,2185,40568
2931,2082,35519
1646,892,39475
2033,563,38103
2573,19,40565
2173,2875,36108
1281,1713,38550
2965,2953,35829
129,468,39482
260,843,42100
721,1638,43084
900,2215,38327
824,942,35305
286,215,35659
2171,2814,36907
2706,30,39803
398,1559,39452
2831,1163,39314
994,140,37581
1954,553,37790
858,23,42363
2180,1336,40780
42,1405,41210
1986,2734,38162
1509,1117,38752
255,404,35987
1085,742,42293
1894,2461,40053
705,1082,39705
828,300,35482
1248,1103,36675
1794,857,39935
1821,1930,40592
935,1147,42117
2303,2426,42236
592,1035,38074
62,1220,36404
2368,2749,39080
881,1608,41734
302,1679,38643
816,2419,38125
2490,2754,42650
1493,1270,37361
2217,2982,39039
2195,628,42098
2125,358,36510
1838,665,36691
2488,241,36636
2694,1481,35526
486,2454,36658
1920,1756,41895
1087,1980,36392
2530,2427,40828
2013,2360,41011
2173,2202,42580
2947,2016,35522
2302,559,36261
484,1660,42851
271,2786,41383
959,1497,37684
2902,2773,36178
337,2904,37539
399,1135,36493
15,2450,36077
1877,1111,35247
2839,1339,40706
1033,343,40141
1501,990,38742
2795,1003,37516
2858,682,42113
2949,803,40301
384,1728,35992
1356,1394,41357
2358,2684,40606
2237,225,41845
329,2910,40998
2977,119,36895
1155,1944,40584
940,237,40020
1184,181,39465
1972,2215,37985
584,1671,39402
773,2339,38588
1020,1364,36526
1063,563,36711
1884,1985,36555
8,1427,36928
2567,2888,41363
868,2381,39191
271,271,43000
2565,180,35458
2285,367,39202
829,646,41315
2254,464,40653
631,2541,37506
2524,263,36338
493,1820,40284
610,1193,40268
618,2871,38640
1959,2911,38229
1127,1890,38863
1202,2636,37577
734,172,41194
1951,617,40495
1031,2716,41287
91,485,36508
1347,2726,42449
514,1654,38890
2585,1432,41627
961,2430,37014
2822,827,41389
1923,501,36954
1676,121,36563
2517,2733,41172
2742,2260,38054
447,826,37064
1793,234,37137
840,564,38419
856,2054,40050
855,2570,39091
95,2407,39398
61,1166,37519
2678,1763,39629
908,1437,42466
1473,703,35066
60,737,39857
2126,2071,37944
1825,2342,37273
2586,1761,37695
116,963,43005
2259,238,39303
520,2580,39008
30,674,36617
2311,2511,41959
2513,2412,40515
665,2852,35997
1009,701,40184
2621,520,43070
125,2139,41851
2634,2683,39895
2994,483,43057
2620,1992,41603
23,2113,35601
2319,1695,40583
17,2417,36947
251,2603,40261
2004,2420,39322
2558,2564,40493
2077,667,42273
2087,61,37168
1914,52,39174
2341,2259,38377
1290,2749,42469
41,2001,39339
2218,2116,38581
1960,583,38009
1308,1193,42322
2648,2286,42554
358,2224,38059
479,2202,39423
157,2637,36101
2282,2375,40286
2217,885,39208
1403,872,35103
208,1472,38156
291,219,42872
2393,221,36764
508,1625,39241
738,1893,41121
1913,2254,35386
2625,2230,36418
1260,1000,40904
2888,1185,42646
2161,2651,41311
1551,2932,36929
684,1817,39922
881,2682,41671
1369,849,39892
2747,2983,35224
1423,2677,38158
1872,1778,36925
1456,1756,42502
1083,2585,42140
2225,925,39136
1756,2547,35872
253,2587,36496
1397,2559,36697
1846,27,36000
2615,2351,36600
2035,607,42581
2832,1579,40556
1020,925,39007
2954,1792,39174
898,22,42475
1592,1542,39610
1498,1812,42977
2587,2304,36418
684,446,41958
1716,1080,38017
781,660,35513
2347,2970,37645
1402,1879,37777
2055,1730,35229
585,669,37398
2183,1089,41264
2799,1489,36302
2882,1030,40651
1214,843,37208
2421,1726,38994
151,2288,43085
1682,1032,42649
1918,2555,35274
2407,2826,42113
1694,671,41826
2670,1125,38941
2153,2210,35875
123,1936,37220
245,218,35399
455,2686,37575
2948,2248,41472
2194,425,37690
803,1514,42870
2397,187,39295
1911,2320,38933
1418,684,35331
101,1107,41804
1019,92,37808
2865,408,36954
2057,134,37169
2970,1121,39875
94,490,40823
88,477,35257
46,2248,39064
1438,2343,36761
2918,2616,39831
2294,2646,41044
2115,1172,42251
1846,1350,37966
2990,1238,41019
2387,23,35473
1738,1075,41920
1586,1121,35877
2536,1434,36792
2231,2246,42947
947,1858,40380
2161,2904,37614
679,1772,38549
559,1179,37333
444,1303,40919
1121,1802,35171
2877,1612,35670
1831,306,35789
2973,1720,41674
1861,2055,41733
520,2000,37382
454,2099,36896
2760,2705,35189
1826,646,41498
2152,2911,37283
2455,2637,39134
96,1743,40094
2719,382,39593
1545,727,36453
1825,933,37017
2878,2878,40121
49,2946,39269
2196,567,39356
1123,1178,42709
857,1315,39213
1484,2903,41710
824,2331,37624
1915,2023,35743
2434,1069,35868
2518,1278,39469
2030,1821,42185
1827,529,40120
1127,402,42409
194,1417,36796
1687,191,37926
2292,905,41625
1701,1208,41715
42,1590,42473
1908,2364,35107
37,352,41301
1511,1666,42960
1187,179,35635
1069,335,38097
2863,1652,37156
1376,2717,37936
2447,420,38769
2670,1734,38132
2059,1608,41079
561,197,41992
1440,1141,37296
697,2024,38575
968,2334,38562
2056,2928,37903
1719,437,36209
771,103,35746
1797,176,35974
1731,2011,35365
598,1716,40750
641,1944,42278
2902,2354,41099
1614,348,40017
242,1968,38537
2867,2090,39265
1909,1594,37816
333,2219,41591
