person1,person2,friendsSince
2910,7501,37539
2525,1996,42100
299,9218,43258
9138,8343,42519
908,4003,42837
922,4914,42908
4805,52,37057
6778,4150,37155
1022,8575,44018
1369,1499,38327
3996,1844,36786
6565,6454,37953
9181,8212,37949
554,4323,38841
9461,3765,36840
4077,6810,39218
5611,7583,43207
194,5636,37143
9948,4795,38009
4391,8086,36961
4498,2145,38982
9830,8192,37079
7134,3627,40507
5767,7647,41290
4305,69,39165
2546,8570,43622
4689,7750,39393
2199,6810,40068
6127,10,41779
4711,9300,43164
6163,5820,37089
4924,4609,41828
4273,6548,38013
4421,5323,43350
365,7486,38746
2438,2013,41357
4004,6524,37378
4723,210,37072
1291,4032,43291
8816,4612,38806
5286,6501,41415
5585,6508,41770
3115,5647,37376
892,9494,39418
9701,5676,37399
8444,6330,39020
2021,7664,37729
2081,2521,41083
1039,1352,40860
7210,1810,38476
9978,8958,39315
4287,6007,42332
4876,6825,36666
749,6140,40464
1316,5348,41848
37,5532,37572
3531,1036,42804
2841,4621,43722
7611,6276,36563
7796,1329,42267
2726,1695,37544
6675,7456,40302
4685,8111,40653
9447,8043,38319
7357,3431,36884
1175,3985,42761
5679,795,43051
8247,3269,36592
5718,9978,38305
1818,7736,43622
4606,7619,43163
6374,9626,41565
9077,3886,40674
1491,3960,39984
9891,2013,38758
5181,8476,43940
5746,6871,36692
7479,6348,38652
2207,3163,40897
2181,7555,43655
2745,4552,37121
3095,4864,41329
2599,6777,39982
1412,2653,39975
6289,3568,36911
6411,5572,37396
784,4592,41998
5571,531,38464
5207,5092,37650
5840,9899,41801
9036,4057,37742
6324,889,41903
3537,4203,39509
8437,4151,42111
917,3744,38671
3611,7282,39900
2891,4424,40789
1184,4438,40455
5768,4224,43054
7857,2979,43543
496,3115,40270
6278,536,43461
206,8205,39442
952,8257,36554
3683,6524,42242
2888,9394,40342
1784,1279,38146
4806,8720,43657
1288,6347,42493
4626,4671,43223
458,4221,40911
3767,199,41115
4783,4763,36941
9248,1010,43309
5577,3379,42649
9809,4870,38514
4389,9041,40081
919,4516,42741
4186,8577,38975
9151,4734,42181
5682,8649,39109
1213,3282,41351
895,5282,43413
1087,2040,41246
890,5286,38764
2022,994,42596
6826,3159,42707
8951,6694,39051
4205,9440,42987
491,9788,40325
5754,6375,38618
3428,3892,40162
7540,3615,40511
6735,5442,37563
1422,3727,43031
6253,6697,42569
2091,1668,39031
1642,4050,42274
5927,1653,38515
3074,3734,41289
6610,6176,38228
1284,2186,41748
9464,9904,38272
6392,8180,43761
4952,4225,37311
62,3466,42365
3673,9653,39490
150,5048,43894
2221,2277,42297
7845,615,41172
4660,3401,42114
1955,8667,38491
9935,111,43459
5830,4536,40656
6853,8609,43500
8045,4369,38494
3144,1868,39036
8914,3778,39962
4181,1201,39367
6393,180,44043
373,6240,41132
475,5752,44004
3249,3211,42042
7789,731,42830
9740,4270,37305
7589,1763,37475
1071,2217,43365
7122,9270,38480
6131,152,37957
6498,5478,40338
4737,8418,42504
9959,7098,43217
9085,4411,37903
5924,1751,38556
5795,947,42550
7420,5615,38370
9253,6204,36866
6424,9402,36939
3213,1923,41774
6173,9464,43831
3738,1993,42147
5541,8392,37715
1705,5037,37883
9030,8130,38877
5669,7253,40123
7509,7358,42777
532,3174,38888
6515,1034,39566
4025,4048,40612
3165,7774,39670
6689,1229,42652
2513,4349,43129
6742,4388,42585
316,8843,43810
3040,4923,41345
5781,5180,37000
2412,5203,37588
2021,2184,41386
1556,7544,40742
5811,182,37473
567,7488,42496
9432,2186,39093
412,1492,39406
165,4519,41600
2834,8198,39047
7788,860,39532
970,6594,37920
4045,3881,39110
9258,1326,39462
8172,7500,38249
8915,2331,37217
642,1300,37919
8383,7102,42629
5834,1881,37389
3696,9817,39194
8052,8843,36818
6269,3737,43924
6077,532,39420
7687,1348,38757
9281,5529,37844
2338,7721,37340
9817,8588,38597
1660,9074,38641
3794,6907,42379
2970,2363,37335
6521,7838,41665
635,3783,43296
6805,6720,43339
9328,2934,38209
9660,9771,42083
2076,2230,38877
4108,6892,36677
3288,215,38977
470,8759,40065
5125,9905,41385
5184,2690,42100
3177,9757,40632
3681,8196,43643
8311,918,42707
1971,8678,38948
7289,8267,41616
5761,7725,41734
9436,391,42585
1191,2862,43580
6992,8272,40065
3242,6727,43286
8821,8668,42380
5748,9612,43446
5798,4624,36924
7262,5394,43112
6971,4690,40509
9912,7528,43768
2042,9626,37158
7174,2687,43942
6684,9450,42116
9001,9323,43200
9756,912,40731
9352,1015,43053
5243,7122,42458
6744,9157,36958
6743,8220,38383
37,288,42784
7979,1263,37458
3798,7401,43367
1598,4314,37656
6631,8553,38287
964,6695,37106
9111,4544,39800
8118,4374,36927
2891,7896,41377
8663,3530,42250
6594,9433,43897
4161,887,42648
7370,2632,42295
1406,5158,40769
8183,4693,37455
3844,4313,41572
4168,9617,44174
3728,9921,39591
4639,2816,39407
5461,7597,43501
3933,6595,38889
5255,3480,39717
4056,7865,41957
3826,7488,38549
1401,50,42189
661,395,42287
4763,9672,37092
289,428,39411
3483,6068,38163
8584,4098,37037
5687,752,42693
210,3077,37034
3917,9890,38006
4427,8046,41265
6049,7211,38794
4350,2950,41097
2520,4987,41158
767,9589,37025
2546,1197,37842
5637,3211,38565
2954,1174,43567
4940,1033,39817
7138,5039,40690
5312,3187,37141
3696,816,43327
411,3918,43504
7455,8548,42075
9900,8507,40566
1089,4692,38688
2782,6483,37223
9253,3456,42778
2738,8652,43075
9662,3324,37885
1826,9932,38557
9265,7038,43531
8290,656,41254
4035,6494,41426
2052,5251,43184
9704,2086,44082
6304,7997,40232
533,307,40272
3460,7918,42725
6405,8966,37274
3327,809,36719
4381,4687,42560
6500,5108,38529
3326,6321,38595
6908,6896,44050
9463,5876,42739
8985,141,40494
532,4309,37643
9671,9654,43283
5972,1468,38370
2442,6125,38423
832,6542,37918
8001,3521,44158
7299,8014,40597
4400,9072,40223
4475,8380,40459
9068,6605,40407
2722,1276,39072
327,1835,39048
5202,2707,43460
211,8969,44180
3201,8708,42174
1272,6732,38746
7234,9819,38393
3708,2246,39736
4375,3836,39918
6880,3646,43048
3291,4463,43885
27,5868,38545
6919,7591,42970
5274,4298,42982
9694,6122,42849
7713,6130,38815
9406,8884,37582
8732,2295,42535
599,172,41152
35,6529,39917
1572,312,40669
4598,4904,42008
6192,7121,41259
5359,3813,41459
3111,6276,42031
618,4290,43684
8281,9576,39054
5006,4935,42850
3076,1968,42442
9610,9054,42934
1528,96,42780
7996,1790,37395
4768,2195,36593
3557,9131,37319
7511,3252,40435
5834,8672,42186
1652,2046,37818
2364,7395,39662
4857,1374,37323
6813,9556,37473
8376,1223,38937
1490,7785,39248
9325,1069,38934
3669,8694,40962
8532,2266,42399
7046,7463,41884
5545,7906,39787
6856,2371,40776
192,2719,39118
5852,3327,37699
1190,5021,39299
9613,3282,37783
8484,3901,42628
186,177,41782
9564,2,44154
3356,9035,40807
8612,5086,38252
6309,7585,38459
4093,1803,40253
7594,8529,37024
5168,8380,38256
3313,4425,41230
5736,8201,39049
1287,3956,41965
9960,5543,41782
7665,3173,43153
7811,5215,38150
7487,1933,38018
40,3978,42276
6631,1325,40427
5829,3117,36593
7914,1128,37225
2609,285,40925
4547,8924,39661
2835,756,39500
4447,6735,41256
8642,2731,40176
9086,1408,39299
1569,3878,43765
7322,7466,41094
5963,3161,43373
9384,4623,37101
9748,8036,41584
5333,4910,41179
6513,3413,39688
5750,106,41837
8274,8407,42769
9390,3449,37120
8837,1042,42319
8132,8740,37264
3785,8087,43906
8678,5797,36628
5879,4227,42138
8445,72,41190
3696,8594,40187
8489,8015,39559
270,2058,41410
3233,8876,38129
7110,1035,41167
2219,3536,37890
466,6957,39842
3500,2854,43129
2907,3789,41778
7127,5612,39733
928,5298,41475
3482,7048,37367
884,4153,41319
5646,9835,38506
372,7066,39215
5197,2222,40766
3708,8802,41330
8746,3134,39074
1251,5978,39669
3717,1571,41906
6351,4272,39517
2232,8119,37737
2938,6253,43698
8169,2588,41825
1813,1464,37097
1143,7636,40407
8126,6736,44147
6391,8551,40175
2460,6089,44019
1223,5618,40395
1762,7821,39834
5088,2747,39718
5080,3422,38174
9109,8066,42925
9108,1821,42896
951,3923,38586
4099,8226,41305
5184,3519,39576
5058,5723,39281
631,5014,41023
1071,9335,38800
5546,4912,42656
2777,7005,40005
4406,8618,41929
8010,1080,40103
7055,372,40463
3669,1144,41460
9527,1658,43805
8812,6777,41898
3660,517,39205
9117,6401,43779
6775,8383,41132
3889,8699,42600
9771,9916,42645
1677,1144,42713
9637,210,44100
6429,1267,38875
7686,8641,37976
4432,3739,42561
6477,3412,42750
7525,7174,40853
3559,7076,41645
4250,4271,43789
10,7294,38689
1234,1612,40764
7186,1510,36599
4068,3573,44034
3494,3121,43686
1990,8571,36645
7204,645,40678
5481,2212,43879
9816,2869,40912
7307,3892,39972
7606,3710,37200
3255,7801,43914
7592,4730,41452
1386,8659,39308
7176,5789,38258
7235,559,39155
3040,264,37657
2206,6946,43078
9165,2107,43107
7668,3968,39638
8254,1289,43247
9098,6298,41571
6275,5450,43464
2335,3342,36659
6056,6441,38523
3517,9436,37207
9042,8650,39198
7160,3052,38923
8977,2848,41765
9973,2794,37322
9996,9253,39178
2365,3754,43554
6474,1636,37748
2836,5897,39129
6283,8011,40700
2562,1224,40708
8780,2756,42402
6660,6461,41216
6226,4170,40781
6221,7221,42658
3804,9458,37204
2663,1522,38965
1250,2279,40460
3436,5338,36852
2229,6489,36580
5150,3330,44124
5187,9856,39689
7579,170,39535
7243,6521,41147
1495,9135,43710
7139,5211,38934
7009,2740,38967
5810,3024,41614
6597,563,43708
5845,8448,39286
3863,6320,42041
8440,5513,41745
3911,1779,43434
2849,6695,40222
2355,9449,40518
9694,6718,38973
8694,7769,42108
9949,1476,38152
2867,3506,42930
4078,8813,39782
5665,8294,41186
6201,2273,42737
2907,7703,40963
5816,9642,41411
9388,5726,39898
9037,1757,42799
3728,347,40874
8460,3282,42765
9358,1874,41521
9996,9719,39149
4547,2121,43352
2067,2204,43693
3876,8828,37620
467,8353,42736
6922,4772,41636
4001,5994,36797
1239,8762,40623
8518,741,38797
8997,9344,37754
1288,4248,36789
3844,5853,42053
8367,734,44140
8601,3616,41349
2946,2048,37013
8189,54,40240
3070,8063,40617
2156,8907,39866
9149,7791,38897
5846,3117,40368
3162,7164,38873
8227,5893,43604
8899,8946,37176
1110,5535,41425
8266,586,37747
9843,5226,36705
1415,5746,39915
2116,6728,39301
332,4707,42447
3602,5288,41182
8879,4410,44020
7438,9985,37315
6635,6796,40871
2485,5207,43731
6512,4166,36601
9842,8320,38515
2407,1772,39594
2334,4748,40898
5506,1152,38397
2882,9660,37335
6048,8288,36601
9527,8323,38369
1903,8374,40099
591,9813,39470
255,5963,37017
9025,1316,37612
6114,3377,43462
1688,2912,36833
4734,6557,37114
2778,9496,37809
9037,4046,42173
2638,6876,42980
1513,2685,38839
3366,102,40293
4531,6676,36528
9548,5118,42283
4626,8232,36541
799,1469,37509
2475,124,40753
3399,1939,38816
4458,1329,38416
3040,3623,36856
3759,4100,43442
127,7742,37231
7161,7139,41579
1196,317,43576
4249,2654,36833
2256,9615,37564
6184,9716,37862
1981,3938,37365
371,6321,37892
6744,176,39343
7285,4324,41478
4886,8875,40164
1365,4961,43884
2886,9758,39282
8314,7658,38881
1229,1122,41459
695,9686,38569
4895,8205,39277
8279,2767,41015
7978,5412,41807
270,2308,42162
6303,1689,39781
5835,2485,41930
8034,1294,40554
4469,9429,41441
2198,4034,38997
1321,6402,40248
4661,7989,38494
4135,9937,42409
5369,1159,41334
9641,2316,42464
9416,9678,39665
9904,5060,43099
7171,7507,41294
3493,2998,36628
1170,1446,36726
5898,7189,39992
8398,7040,37250
2392,5387,39990
6999,9186,41555
4019,7793,39706
2915,5634,36783
9119,109,42322
2554,4234,39193
6580,1281,37983
3893,747,42975
8204,8580,37778
1371,5360,44140
8999,4082,36801
342,551,37000
8868,5489,40061
748,9296,39047
1837,3126,38418
2808,5703,43055
3000,4004,38631
4460,7362,41868
2965,8012,37312
5863,8588,39185
1868,1434,37449
4733,4870,36768
2220,7079,41679
3728,722,36989
6704,2138,36978
532,2212,41390
7535,1694,38799
324,898,43891
3844,468,43114
2805,6620,42105
2782,9054,38643
7857,4795,38055
3062,4248,38700
4138,7609,44012
6224,3836,41822
3251,5210,36969
2640,2347,43284
3817,887,38754
7798,7891,40733
579,9482,40733
2254,6083,36942
1196,6086,37524
657,1161,42453
7338,8240,43104
6257,7832,40077
1268,279,38516
6409,6695,37313
3635,606,38509
8499,5177,43268
5789,3917,40033
2063,6068,36903
163,1864,38277
2735,7770,44115
5245,7227,41707
9569,2826,40932
9360,9200,44102
6084,7867,43295
9312,8215,42844
9540,1042,40514
5535,2239,43941
1157,62,38865
498,8562,41550
9895,7052,43565
6965,2447,37847
4409,5426,42795
6658,298,39053
6058,431,41151
6125,2161,41239
5887,8588,42917
9488,3371,43093
8032,9293,38674
6366,7177,39945
4456,5162,43489
2703,7571,42678
1191,1729,38580
5773,5739,39386
8647,3422,42291
6166,6821,39995
2020,9345,36970
3179,4131,40190
4570,4000,41727
344,1805,41576
2859,2025,36630
6545,8004,39340
1807,472,39362
979,6590,40253
5888,1309,40635
4548,7472,38203
618,7984,38585
7381,7366,42145
6147,1398,39436
7981,3048,39941
3552,2321,40525
5304,4439,40332
7959,5877,37979
5269,6263,42025
4968,7975,39575
81,9151,39968
9207,502,40021
8367,6790,39395
4303,6111,37234
9013,7330,39066
2722,3792,41100
3513,5391,42652
6023,9993,44162
7216,4241,40853
3142,8115,37630
1509,1016,41622
3496,5353,42051
911,9378,41314
2405,5084,39029
3625,9912,39456
1072,1082,38768
6792,4044,38140
522,5387,43757
109,5393,43561
4609,4914,39629
714,2109,40139
6854,7731,41053
1193,516,38183
202,2438,44040
7912,5658,38311
3113,6108,39527
8803,7093,41280
1726,9186,37927
5123,9698,39893
9487,2038,38837
6288,1624,37341
3230,7861,42312
6411,5768,44089
6797,4979,39351
1394,5374,37217
7505,8896,41371
8847,9068,41721
2425,7762,40183
4540,2423,40650
691,46,39695
6834,5210,39347
7380,8088,40533
7489,4554,41726
9234,6635,42358
1167,793,42679
7856,3521,41161
2818,6650,43679
4912,9834,42390
429,1611,40462
8413,621,44099
5082,7270,38544
487,7825,39648
8860,8577,37670
3065,9542,37774
756,5291,38023
385,2165,41256
5895,1510,39318
4489,5203,41822
4047,7336,40551
2007,1517,40600
7398,8351,38534
3305,1222,39072
7455,2488,40323
3772,6897,42277
7556,4150,38066
7421,3102,40612
2840,6716,40546
6072,4940,37961
4799,1796,38135
8825,3937,37104
7163,7692,37451
7569,3411,36785
3868,7964,43626
1858,5591,43930
987,653,39577
7285,7687,37626
4174,98,41245
872,9724,39720
878,7412,42695
3812,4777,38857
468,5174,39740
2706,7519,40344
9751,5609,39816
1184,8668,39615
1147,3657,42640
5797,3760,37528
3909,9994,39646
5031,2204,43162
6031,9110,38996
7208,4827,43096
3123,8008,40272
9849,2740,41466
4812,222,40580
2192,8259,39083
228,8615,40258
7066,3700,43662
2759,971,41965
3426,476,41994
6843,2506,39878
1076,798,38142
1807,9065,38717
7240,2509,39257
6067,1885,41814
8172,1075,43481
2933,4326,39353
684,105,37698
9678,2545,41405
6864,3951,42844
4426,1219,36632
3328,8842,41279
9499,8565,36594
1247,7517,37790
3350,1537,44191
5371,4675,38681
3111,2647,41041
5772,8698,41169
2350,1172,40961
1889,7567,37138
2995,6728,37513
9260,5724,42443
9114,6303,40779
432,3172,43524
5420,2200,43362
5806,989,42816
3479,9497,37920
9884,2859,38423
718,7824,42037
4689,5349,36950
7533,6110,42538
2917,1667,42799
6996,3086,37033
529,1421,40913
2871,3706,43203
5730,1003,38459
6313,1304,42526
3002,5976,38541
3108,8420,42883
4562,8759,38071
1742,8645,43486
1264,6835,39607
4971,6645,37697
7703,1469,43055
5451,4909,37345
629,4276,39938
7737,3936,36657
5456,5588,40780
7421,4999,41321
175,1588,37573
7158,2338,43587
5450,8377,38177
15,5414,39570
4456,4637,39715
3764,985,39758
8727,23,37851
7536,610,41911
9918,4292,38445
1819,2302,42454
840,3528,36796
1250,7465,37822
9509,9490,36837
9268,6810,39066
5800,7417,43107
7763,1558,36857
6914,8616,38956
140,2501,37507
111,6195,40592
8676,2498,42953
3397,6384,43359
9587,604,39179
698,5228,40763
5283,7027,43554
9765,5565,37346
2774,2912,36589
5964,5578,36875
3900,8431,41037
5199,431,40237
6872,2902,37965
1713,2907,43291
1425,7996,40782
5962,9664,42199
2313,1869,37888
2194,6210,37228
3728,4829,38663
5242,1274,39738
5397,7989,43807
6059,5378,36588
4547,9370,42945
5431,2716,42021
6711,1137,42866
5797,2965,40894
6254,8725,43722
7906,2721,37677
4562,9073,39651
3875,7251,38063
2465,5761,37709
6296,5053,43837
914,6755,40291
4470,248,36910
8155,9159,41161
4406,669,42188
7005,1536,40679
8817,6693,36791
7007,4871,39198
2701,8790,43734
7751,3246,42175
6259,1434,41995
3496,3902,36993
7991,9938,41701
5423,2292,39157
3781,6281,42983
4556,6816,37205
8824,8091,40904
5491,2821,36850
5536,8263,39343
515,3003,37838
2889,9484,40907
6183,7321,37748
1054,3331,41141
8598,325,37082
5145,1738,38792
1002,1407,44018
309,5306,40874
2713,4393,42192
8711,5145,40289
9348,6767,39954
8253,2266,43929
4602,5640,44012
4528,6794,43873
9711,7319,42536
5037,9471,42337
4976,9156,37037
8386,9296,44009
3700,8284,37050
8853,5141,37815
2000,5535,38050
1850,6845,44137
5994,2648,40885
439,7923,43143
8835,5061,39471
7277,9025,38877
3953,5546,37566
1911,4782,43738
5430,92,43447
2238,4878,39277
3869,5489,37763
875,6471,43192
2208,3104,38285
3207,6531,40029
2624,2896,43440
1666,9985,40824
1380,1623,36759
2684,613,42292
3380,5227,43292
3141,2831,43187
3354,6274,38637
8200,6582,38415
2299,2197,40718
6298,2745,40727
711,3888,40821
248,7930,43235
3450,8763,38473
86,9239,43288
5929,4488,37080
4872,9255,41988
4385,2760,42056
1562,6761,42547
8888,942,43663
6711,344,37650
8476,5637,39799
7394,5545,39542
6364,8261,43982
2682,2558,42111
8893,5107,41421
5168,7191,40982
427,6286,40699
9645,8801,37332
281,8380,40312
9591,1900,43270
3897,5787,43375
9800,1259,37382
1784,1889,38640
5335,7897,44186
4522,3042,40655
4834,3653,39003
3436,5796,38954
5315,8638,37060
7357,8290,36857
324,4119,39173
3722,8008,38040
8588,213,37565
5932,1967,43500
4069,3069,38989
7269,1319,43493
2448,1822,38355
206,8268,37030
7639,7692,44182
3800,6290,37799
9192,3374,41064
3915,201,40528
6207,9015,40655
1215,660,40533
417,6301,37675
4496,1516,43586
59,8366,42973
7973,6471,43453
5916,9951,36714
5890,8101,36838
5806,6278,36603
7289,7634,36893
4639,7031,38322
4930,4871,38774
2009,7215,38574
3824,339,38504
464,7385,43455
1472,8724,40048
1507,9983,40112
7734,1193,42724
5935,209,42347
4932,8111,43178
8293,9010,41633
3967,5205,42636
8634,8484,41890
7328,6149,42105
487,8005,40073
6294,5934,37258
6362,4314,37668
9662,883,37696
6788,2840,40331
1978,6446,42964
4893,6625,42009
7474,2139,40133
9268,5160,40517
4019,3647,38977
5116,2317,41885
1182,7884,42923
6449,126,39810
8117,8876,37701
8396,5947,37001
2788,3805,41698
2946,6229,43429
8562,3317,36944
1004,1214,38295
3650,6779,41970
9151,2419,42284
1561,8935,37163
4595,3460,39756
9215,5549,38357
882,4751,43318
4834,9904,40084
2903,3006,38005
2888,717,37018
3476,7891,43307
7003,246,39262
230,2652,36802
8195,5765,37884
4508,7628,41370
9791,8236,40591
3142,8395,39894
6815,6781,43702
7103,1130,41418
5596,6585,41354
5,9979,37277
6169,3550,43126
631,8938,37459
3266,5514,38425
744,5300,42748
7153,1895,39268
4506,8483,41119
1712,1987,37221
9378,5244,39067
9468,4856,40052
6513,8275,42154
3637,5459,39560
2469,1308,42279
6361,8334,43281
5216,3835,42627
8116,2254,36579
7378,7170,40349
8917,5725,36935
7468,3317,37831
4640,6231,41841
8911,4020,37433
9181,254,38565
8389,239,44057
6217,6591,41210
21,8179,39320
9718,2013,37002
5335,1545,39227
3305,2285,39481
3151,7612,40698
688,3915,41945
6408,2738,42972
980,632,37151
5736,9812,42499
9204,3828,43113
8731,6065,40274
697,7297,38110
3758,7168,36692
6961,1634,39895
3091,8845,42721
3812,1757,41065
3182,1061,37632
8651,4401,38063
1845,8526,42430
164,1862,37873
7400,1006,40801
1269,5168,37377
4329,9048,38495
3446,4965,41914
5128,3207,42813
8201,6547,39319
242,1144,39861
4394,7490,40778
7631,1547,41216
5996,3090,36642
1925,2632,40802
5133,3796,42914
4302,969,37380
1549,327,37610
7494,4615,41166
6742,1017,41426
7433,1926,40830
5768,1474,36998
9470,8452,40606
9650,2301,39686
4968,7139,39608
72,1698,37681
2632,1470,39419
3893,4882,40768
4819,2494,43540
5573,8141,41040
4465,5689,43415
5286,4724,42498
127,2038,36820
7549,7031,39560
7634,6946,40088
3621,1124,38507
3296,5287,43080
4834,3161,39639
7262,677,43350
2898,9223,38970
1565,5878,38417
3514,9378,37934
7163,8655,44051
224,1372,38548
4330,4747,41467
3678,9773,37073
9323,7011,37774
9755,7708,36989
2995,3434,42454
4212,7401,40145
5315,8863,39571
8611,4184,41356
6078,1602,41016
4384,8481,38444
2352,7242,42069
8154,1714,40421
5446,433,38910
2733,8180,39670
3122,3613,41551
2974,839,40764
8743,4676,38088
2665,6727,43981
1105,633,36881
5519,1842,38164
6048,7535,39491
6822,8903,37294
6460,6783,38990
7207,4096,38848
4409,4231,40621
3970,243,43019
4959,9570,39648
2918,9844,40274
1378,8619,40332
5107,4853,40058
1957,2694,36878
3791,7974,42045
4038,6342,43782
8080,839,37723
8374,7667,42673
93,1760,43272
5292,7331,36855
8210,3977,40069
8789,7202,40099
1703,6727,38472
26,130,43437
834,7040,40508
3443,3831,40373
2604,6928,40917
55,5017,43435
4321,4500,44165
4955,9829,43319
7179,3945,39185
6451,6545,41581
3585,8867,40716
9795,1590,40060
2795,3068,36997
1908,5820,37071
4936,8032,41633
8854,3475,43491
7555,2127,39909
5640,7160,42771
8297,2095,42745
626,3358,43215
5656,6660,37216
5628,9324,43805
4684,2661,39382
7681,7135,40704
2109,8850,36633
7010,8966,44172
6415,9063,43888
500,965,39376
8858,3795,39956
6734,7745,41016
1605,3956,39945
6812,3142,39150
4336,3701,43591
757,5028,42580
5093,1806,43486
2022,4022,42930
6167,7837,38700
3182,2431,38289
5179,3479,42300
4250,7114,43968
345,2909,37939
6385,8010,39915
7701,9912,44072
7233,6780,37464
7659,8700,43418
6736,9037,40170
856,4174,38288
5709,3207,43254
5733,729,42324
701,4234,42813
5916,6089,38050
5693,3640,40014
6870,2205,43708
2725,107,41363
2303,3866,39095
261,6571,42108
2466,4582,41434
660,6602,36663
8837,3417,43806
7578,9996,40763
4297,5269,37526
4119,5616,38936
1505,7623,40425
6735,1199,43265
3820,2730,36812
8313,1485,41236
5579,5632,42765
7816,5947,41034
3379,6601,36885
6687,4748,43922
4890,9758,39950
1862,5647,43234
7263,8794,41891
5272,8040,42068
2640,9856,43754
4846,6525,40438
7522,7117,43396
7298,6945,39576
7692,1739,43624
2485,8720,38689
3539,811,39911
8989,4027,37470
5525,7917,41001
5877,70,42468
8388,2168,38841
8852,5159,40724
3822,5605,42606
423,2472,40311
141,4555,41605
6044,3632,37539
1688,2445,41366
3265,9479,41142
1642,1295,40329
1544,8395,43119
9831,9886,39718
9977,1582,40715
3829,2240,39436
1175,4941,39504
4980,6234,38100
3108,1925,42984
6895,250,36998
4196,5550,38778
805,3876,40044
29,2654,36876
7500,3887,37847
2092,2257,41717
4423,1656,43057
9317,2703,39602
4973,3378,37395
8845,3998,37251
5303,7594,42557
3773,8756,43237
9672,1232,39425
3700,1052,37041
4733,3286,39271
5635,4978,40251
1371,8591,43271
2325,1336,38514
495,5872,38289
936,7569,36949
5258,7314,42544
403,6122,40679
1831,2681,44166
6890,1635,40625
9904,7527,41084
4577,2301,39903
3361,8519,36858
1549,2760,41434
5319,3511,36863
9983,3325,36558
7768,3084,42842
1208,7860,42446
7955,6215,43371
2502,3839,41832
9940,7433,38677
8182,2630,42398
886,3294,40002
6901,2030,37805
580,9765,43173
297,6178,40501
884,7699,38861
2444,1059,40513
3893,2787,37513
1155,1497,42237
8904,5906,41308
6697,158,41356
4041,4539,38784
9653,1324,39372
4553,8301,43907
1274,2073,43523
1487,1080,43894
5392,6859,38156
5388,35,37993
8518,3540,39009
2385,3228,42279
2137,1203,39304
1840,1158,43527
5566,3370,41220
3240,905,39615
9762,8447,42764
47,7013,39253
7288,8294,42446
8055,9421,39967
8496,4085,43095
3184,3783,43087
8144,5837,44088
1449,5901,37385
4997,3623,40916
9608,6832,42578
9734,5819,43995
8020,6916,42968
4816,7359,40630
8019,1986,41702
8894,1524,41269
9929,9254,41905
3614,4997,37101
3465,7253,42955
693,6672,40419
2584,3025,40973
7546,983,37629
4251,6020,37821
2937,3723,36893
2875,1474,39075
6108,6907,40933
5333,2660,43239
515,7647,42200
4778,6379,43095
4548,1526,39877
3180,2274,43036
8009,7070,42938
3567,980,39477
433,521,38389
4906,670,40375
2815,8238,41383
3784,6817,39619
753,8765,36881
3172,2520,37367
7579,6075,42937
2719,5488,41314
8458,6528,37876
503,7864,43740
6868,2462,41796
4069,3178,40155
7316,8466,38566
101,3893,37619
3832,1228,36535
8539,1,43536
9165,8684,43548
6600,7904,38374
42,7438,37444
3176,7794,39875
6068,4711,36943
9109,4891,42939
5204,3681,42845
4653,2469,40401
8666,185,40850
8404,3113,40114
9848,2293,38255
9841,7086,38100
676,1571,41392
3345,180,37369
86,3053,40758
2117,6774,39497
2885,9170,43160
6010,5262,42425
1424,5214,37123
7002,7786,40314
8871,2278,39831
4592,9499,39252
6841,7114,39302
6149,2995,39349
3470,3559,40644
6836,5766,39637
2886,1286,42521
7026,5847,43604
5207,368,43069
1733,6089,37941
5408,1883,37259
9914,2306,42991
1605,3405,44136
4039,2746,42126
1810,7684,41589
175,6105,41206
8560,2138,43879
167,5997,43743
732,7716,37161
1600,2632,39178
5811,8078,40116
7810,1645,43575
4716,8414,36995
2922,6981,40352
4784,4317,42041
6121,6112,43380
1833,9729,38682
8565,1187,39499
213,1781,38155
5762,9210,41128
9803,6523,38869
6192,2775,38242
3548,3658,42427
1227,4718,42837
8568,8627,40861
2935,5181,37066
5070,2799,37227
1201,2451,42245
2582,8902,36831
5196,4892,37282
8819,1555,42154
4057,3483,39285
5028,2242,37976
9450,5870,40528
1209,8453,37177
1425,4669,43089
3147,9755,43759
4990,3127,40647
3530,3756,41113
3849,9895,42057
5979,9353,43248
4640,2089,41132
8362,1728,38957
9293,3079,41881
7833,8848,37437
2747,8900,38858
2136,9787,38701
5004,2293,43326
4826,5646,40513
2974,3902,43528
9616,1963,42579
8738,6125,39028
1541,7340,37389
1856,5513,36759
6388,7315,38413
735,9736,42602
5444,2116,42157
4215,9710,40714
7005,8160,39593
7205,5123,42916
287,7211,44080
8895,7160,41845
5754,907,40735
6070,4420,42987
7687,1296,43050
6804,9266,41999
1127,9922,40719
8951,4063,37726
3919,2278,44178
7661,595,36720
1526,2011,41636
1036,1807,43557
4922,4016,39233
8799,5039,42978
9951,6260,43987
7667,5388,43847
788,2545,40447
6858,3777,39273
9183,3722,44058
9455,5549,42951
2224,6333,38021
7307,5430,42821
4898,213,37563
1144,6281,37656
4494,4884,36827
1683,4672,43075
5948,1515,44042
2030,5058,40672
4654,2730,43917
1698,2251,40702
929,1285,40042
6367,2462,39764
4757,5264,38180
5636,3620,38632
5418,6397,37324
9844,4030,44026
7517,929,36779
6674,5840,40896
8217,6795,42324
