campaign_id,campaign_name,start_date,end_date,campaign_type,ad_id,ad_name,ad_channel
259,Thanksgiving - Campaign,2022-11-24,2022-11-28,Cross-Sell,1524,Ad -  Home Health Care ,GameApp
260,Black Friday - Campaign,2022-11-25,2022-11-29,Other,1525,Ad -  Beverages ,Twitter
260,Black Friday - Campaign,2022-11-25,2022-11-29,Other,1526,Ad -  Meal Solutions Grains & Pasta ,Website
260,Black Friday - Campaign,2022-11-25,2022-11-29,Other,1527,Ad -  Gluten-Free Foods ,AdobeAds
260,Black Friday - Campaign,2022-11-25,2022-11-29,Other,1528,Ad -  Snacks Cookies & Chips ,Instagram
260,Black Friday - Campaign,2022-11-25,2022-11-29,Other,1529,Ad -  Baking ,GoogleAds
260,Black Friday - Campaign,2022-11-25,2022-11-29,Other,1530,Ad -  Fresh Food ,Instagram
260,Black Friday - Campaign,2022-11-25,2022-11-29,Other,1531,Ad -  Baking ,Facebook
260,Black Friday - Campaign,2022-11-25,2022-11-29,Other,1532,Ad -  Gluten-Free Foods ,Instagram
260,Black Friday - Campaign,2022-11-25,2022-11-29,Other,1533,Ad -  Seasonal Grocery ,Website
260,Black Friday - Campaign,2022-11-25,2022-11-29,Other,1534,Ad -  Meal Solutions Grains & Pasta ,GameApp
260,Black Friday - Campaign,2022-11-25,2022-11-29,Other,1535,Ad -  Coffee ,GameApp
261,Cyber Monday - Campaign,2022-11-28,2022-12-02,Retention,1536,Ad -  Medicine Cabinet ,Twitter
261,Cyber Monday - Campaign,2022-11-28,2022-12-02,Retention,1537,Ad -  First Aid ,Website
261,Cyber Monday - Campaign,2022-11-28,2022-12-02,Retention,1538,Ad -  Eye Care ,SearchEngine
261,Cyber Monday - Campaign,2022-11-28,2022-12-02,Retention,1539,Ad -  Ear Care ,SearchEngine
261,Cyber Monday - Campaign,2022-11-28,2022-12-02,Retention,1540,Ad -  Diabetes Management ,Website
261,Cyber Monday - Campaign,2022-11-28,2022-12-02,Retention,1541,Ad -  Sleep & Snoring Aids ,Website
261,Cyber Monday - Campaign,2022-11-28,2022-12-02,Retention,1542,Ad -  Diabetes Management ,TikTok
261,Cyber Monday - Campaign,2022-11-28,2022-12-02,Retention,1543,Ad -  Keto Diet ,GoogleAds
261,Cyber Monday - Campaign,2022-11-28,2022-12-02,Retention,1544,Ad -  Sexual Wellness Top Brands ,Website
262,Health  - Campaign,2022-11-29,2022-12-03,Acquisition,1545,Ad -  Bedroom Safety & Aids ,Twitter
262,Health  - Campaign,2022-11-29,2022-12-03,Acquisition,1546,Ad -  Gas Relief ,TikTok
262,Health  - Campaign,2022-11-29,2022-12-03,Acquisition,1547,Ad -  Allergy and Sinus ,TikTok
263,Health  - Campaign,2022-12-05,2022-12-09,UpSell,1548,Ad -  Superfoods & Cleanses ,MobileApp
263,Health  - Campaign,2022-12-05,2022-12-09,UpSell,1549,Ad -  Ear Care ,Website
263,Health  - Campaign,2022-12-05,2022-12-09,UpSell,1550,Ad -  Acid Reflux ,Twitter
263,Health  - Campaign,2022-12-05,2022-12-09,UpSell,1551,Ad -  Medicine Cabinet ,GameApp
263,Health  - Campaign,2022-12-05,2022-12-09,UpSell,1552,Ad -  Laxatives ,Instagram
263,Health  - Campaign,2022-12-05,2022-12-09,UpSell,1553,Ad -  Lip Care ,GameApp
263,Health  - Campaign,2022-12-05,2022-12-09,UpSell,1554,Ad -  Medicine Cabinet ,SearchEngine
263,Health  - Campaign,2022-12-05,2022-12-09,UpSell,1555,Ad -  Fiber Supplements ,Website
263,Health  - Campaign,2022-12-05,2022-12-09,UpSell,1556,Ad -  Laxatives ,MicroSite
263,Health  - Campaign,2022-12-05,2022-12-09,UpSell,1557,Ad -  Massage ,Website
264,Beauty  - Campaign,2022-12-08,2022-12-12,Retention,1558,Ad -  Fragrances ,Website
264,Beauty  - Campaign,2022-12-08,2022-12-12,Retention,1559,Ad -  Fragrance Best Sellers ,Website
264,Beauty  - Campaign,2022-12-08,2022-12-12,Retention,1560,Ad -  Here for Every Beauty ,Instagram
264,Beauty  - Campaign,2022-12-08,2022-12-12,Retention,1561,Ad -  Hair Care ,GoogleAds
264,Beauty  - Campaign,2022-12-08,2022-12-12,Retention,1562,Ad -  Clearance on Health Beauty Wellness & Personal Care,Website
265,Auto & Tires  - Campaign,2022-12-10,2022-12-14,Cross-Sell,1563,Ad -  ATV & Off-Road ,MicroSite
265,Auto & Tires  - Campaign,2022-12-10,2022-12-14,Cross-Sell,1564,Ad -  Tires ,Website
265,Auto & Tires  - Campaign,2022-12-10,2022-12-14,Cross-Sell,1565,Ad -  ATV & Off-Road ,Website
265,Auto & Tires  - Campaign,2022-12-10,2022-12-14,Cross-Sell,1566,Ad -  Automotive Replacement Parts ,GoogleAds
265,Auto & Tires  - Campaign,2022-12-10,2022-12-14,Cross-Sell,1567,Ad -  Tires ,MicroSite
266,Home Improvement  - Campaign,2022-12-18,2022-12-22,Other,1568,Ad -  Bathroom Renovation ,Twitter
266,Home Improvement  - Campaign,2022-12-18,2022-12-22,Other,1569,Ad -  Safety Equipment and Gear,MobileApp
266,Home Improvement  - Campaign,2022-12-18,2022-12-22,Other,1570,Ad -  Safety Equipment and Gear,Website
266,Home Improvement  - Campaign,2022-12-18,2022-12-22,Other,1571,Ad -  Safety Equipment and Gear,MicroSite
267,Christmast - Campaign,2022-12-22,2022-12-26,Cross-Sell,1572,Ad -  Exercise & Fitness ,TikTok
267,Christmast - Campaign,2022-12-22,2022-12-26,Cross-Sell,1573,Ad -  Recreation ,Website
267,Christmast - Campaign,2022-12-22,2022-12-26,Cross-Sell,1574,Ad -  Sports Fan Shop ,Website
267,Christmast - Campaign,2022-12-22,2022-12-26,Cross-Sell,1575,Ad -  Exercise & Fitness ,TikTok
268,Christmas - Campaign,2022-12-23,2022-12-27,Cross-Sell,1576,Ad -  Appliances ,MicroSite
268,Christmas - Campaign,2022-12-23,2022-12-27,Cross-Sell,1577,Ad -  Kids Rooms ,SearchEngine
268,Christmas - Campaign,2022-12-23,2022-12-27,Cross-Sell,1578,Ad -  Personalized Gifts ,Website
268,Christmas - Campaign,2022-12-23,2022-12-27,Cross-Sell,1579,Ad -  Teens Rooms ,GoogleAds
268,Christmas - Campaign,2022-12-23,2022-12-27,Cross-Sell,1580,Ad -  Bath ,GoogleAds
268,Christmas - Campaign,2022-12-23,2022-12-27,Cross-Sell,1581,Ad -  Decor ,Twitter
268,Christmas - Campaign,2022-12-23,2022-12-27,Cross-Sell,1582,Ad -  Storage & Organization ,Website
268,Christmas - Campaign,2022-12-23,2022-12-27,Cross-Sell,1583,Ad -  Bath ,GameApp
268,Christmas - Campaign,2022-12-23,2022-12-27,Cross-Sell,1584,Ad -  Decor ,MicroSite
268,Christmas - Campaign,2022-12-23,2022-12-27,Cross-Sell,1585,Ad -  Teens Rooms ,GoogleAds
269,Christmas Eve - Campaign,2022-12-24,2022-12-28,Cross-Sell,1586,Ad -  Grills & Outdoor Cooking ,GameApp
269,Christmas Eve - Campaign,2022-12-24,2022-12-28,Cross-Sell,1587,Ad -  Garden Center ,SearchEngine
269,Christmas Eve - Campaign,2022-12-24,2022-12-28,Cross-Sell,1588,Ad -  Garden Center ,Twitter
269,Christmas Eve - Campaign,2022-12-24,2022-12-28,Cross-Sell,1589,Ad -  Grills & Outdoor Cooking ,AdobeAds
269,Christmas Eve - Campaign,2022-12-24,2022-12-28,Cross-Sell,1590,Ad -  Grills & Outdoor Cooking ,AdobeAds
269,Christmas Eve - Campaign,2022-12-24,2022-12-28,Cross-Sell,1591,Ad -  Patio & Outdoor Decor ,Website
269,Christmas Eve - Campaign,2022-12-24,2022-12-28,Cross-Sell,1592,Ad -  Patio & Outdoor Decor ,Facebook
269,Christmas Eve - Campaign,2022-12-24,2022-12-28,Cross-Sell,1593,Ad -  Patio & Outdoor Decor ,SearchEngine
269,Christmas Eve - Campaign,2022-12-24,2022-12-28,Cross-Sell,1594,Ad -  Grills & Outdoor Cooking ,GoogleAds
269,Christmas Eve - Campaign,2022-12-24,2022-12-28,Cross-Sell,1595,Ad -  Grills & Outdoor Cooking ,MobileApp
269,Christmas Eve - Campaign,2022-12-24,2022-12-28,Cross-Sell,1596,Ad -  Hot Tubs & Saunas ,Twitter
270,Christmas Day - Campaign,2022-12-25,2022-12-29,Special,1597,Ad -  Shop Toys by Price,Website
270,Christmas Day - Campaign,2022-12-25,2022-12-29,Special,1598,Ad -  Games & Puzzles ,Facebook
270,Christmas Day - Campaign,2022-12-25,2022-12-29,Special,1599,Ad -  Shop Toys by Price,TikTok
270,Christmas Day - Campaign,2022-12-25,2022-12-29,Special,1600,Ad -  Shop Toys by Brand ,AdobeAds
270,Christmas Day - Campaign,2022-12-25,2022-12-29,Special,1601,Ad -  Shop Toys by Brand ,Twitter
270,Christmas Day - Campaign,2022-12-25,2022-12-29,Special,1602,Ad -  Arts & Crafts for Kids ,AdobeAds
270,Christmas Day - Campaign,2022-12-25,2022-12-29,Special,1603,Ad -  Pretend Play ,Twitter
270,Christmas Day - Campaign,2022-12-25,2022-12-29,Special,1604,Ad -  Games & Puzzles ,Website
271,Christmas Day (Observed) - Campaign,2022-12-26,2022-12-30,Acquisition,1605,Ad -  Gift Baskets ,Facebook
271,Christmas Day (Observed) - Campaign,2022-12-26,2022-12-30,Acquisition,1606,Ad -  Organic Foods ,SearchEngine
271,Christmas Day (Observed) - Campaign,2022-12-26,2022-12-30,Acquisition,1607,Ad -  Snacks Cookies & Chips ,MobileApp
271,Christmas Day (Observed) - Campaign,2022-12-26,2022-12-30,Acquisition,1608,Ad -  Chocolate Candy & Gum ,Instagram
271,Christmas Day (Observed) - Campaign,2022-12-26,2022-12-30,Acquisition,1609,Ad -  Gift Baskets ,Instagram
271,Christmas Day (Observed) - Campaign,2022-12-26,2022-12-30,Acquisition,1610,Ad -  Baking ,MicroSite
271,Christmas Day (Observed) - Campaign,2022-12-26,2022-12-30,Acquisition,1611,Ad -  Breakfast & Cereal ,Website
271,Christmas Day (Observed) - Campaign,2022-12-26,2022-12-30,Acquisition,1612,Ad -  Condiments Sauces & Spices ,MicroSite
271,Christmas Day (Observed) - Campaign,2022-12-26,2022-12-30,Acquisition,1613,Ad -  Snacks Cookies & Chips ,MicroSite
271,Christmas Day (Observed) - Campaign,2022-12-26,2022-12-30,Acquisition,1614,Ad -  Chocolate Candy & Gum ,Instagram
271,Christmas Day (Observed) - Campaign,2022-12-26,2022-12-30,Acquisition,1615,Ad -  Seasonal Grocery ,TikTok
272,Health  - Campaign,2022-12-27,2022-12-31,Acquisition,1616,Ad -  Pain Relievers ,MicroSite
272,Health  - Campaign,2022-12-27,2022-12-31,Acquisition,1617,Ad -  Headaches,MobileApp
272,Health  - Campaign,2022-12-27,2022-12-31,Acquisition,1618,Ad -  Headaches,GameApp
272,Health  - Campaign,2022-12-27,2022-12-31,Acquisition,1619,Ad -  Gas Relief ,TikTok
272,Health  - Campaign,2022-12-27,2022-12-31,Acquisition,1620,Ad -  Diabetes Management ,MobileApp
272,Health  - Campaign,2022-12-27,2022-12-31,Acquisition,1621,Ad -  Fiber Supplements ,MicroSite
272,Health  - Campaign,2022-12-27,2022-12-31,Acquisition,1622,Ad -  Acid Reflux ,MicroSite
272,Health  - Campaign,2022-12-27,2022-12-31,Acquisition,1623,Ad -  Pain Relievers ,MicroSite
273,New Years Eve - Campaign,2022-12-31,2023-01-04,Retention,1624,Ad -  Premium Mens Grooming ,MobileApp
274,New Year's Day - Campaign,2023-01-01,2023-01-05,Special,1625,Ad -  Oral Care ,Facebook
274,New Year's Day - Campaign,2023-01-01,2023-01-05,Special,1626,Ad -  Deodorants & Antiperspirants,Twitter
275,New Year's Day (Observed) - Campaign,2023-01-02,2023-01-06,Other,1627,Ad -  Sleepwear Shop ,Website
275,New Year's Day (Observed) - Campaign,2023-01-02,2023-01-06,Other,1628,Ad -  Mens Clothing ,Twitter
275,New Year's Day (Observed) - Campaign,2023-01-02,2023-01-06,Other,1629,Ad -  Sleepwear Shop ,Website
276,Martin Luther King Jr. Day - Campaign,2023-01-13,2023-01-17,UpSell,1630,Ad -  Bedding ,GoogleAds
277,Martin Luther King Jr. Day - Campaign,2023-01-14,2023-01-18,Special,1631,Ad -  Mens Clothing ,Website
277,Martin Luther King Jr. Day - Campaign,2023-01-14,2023-01-18,Special,1632,Ad -  Mens Clothing ,Instagram
277,Martin Luther King Jr. Day - Campaign,2023-01-14,2023-01-18,Special,1633,Ad -  Womens Plus ,GoogleAds
277,Martin Luther King Jr. Day - Campaign,2023-01-14,2023-01-18,Special,1634,Ad -  Shoes ,Facebook
277,Martin Luther King Jr. Day - Campaign,2023-01-14,2023-01-18,Special,1635,Ad -  Shoes ,Instagram
278,Martin Luther King Jr. Day - Campaign,2023-01-15,2023-01-19,Retention,1636,Ad -  Shop Toys by Age ,MobileApp
278,Martin Luther King Jr. Day - Campaign,2023-01-15,2023-01-19,Retention,1637,Ad -  Kids Bikes & Riding Toys ,Website
278,Martin Luther King Jr. Day - Campaign,2023-01-15,2023-01-19,Retention,1638,Ad -  Games & Puzzles ,TikTok
278,Martin Luther King Jr. Day - Campaign,2023-01-15,2023-01-19,Retention,1639,Ad -  Shop Toys by Brand ,AdobeAds
278,Martin Luther King Jr. Day - Campaign,2023-01-15,2023-01-19,Retention,1640,Ad -  Shop Toys by Brand ,Instagram
278,Martin Luther King Jr. Day - Campaign,2023-01-15,2023-01-19,Retention,1641,Ad -  Shop Toys by Brand ,GameApp
278,Martin Luther King Jr. Day - Campaign,2023-01-15,2023-01-19,Retention,1642,Ad -  Disney Toys ,SearchEngine
278,Martin Luther King Jr. Day - Campaign,2023-01-15,2023-01-19,Retention,1643,Ad -  Arts & Crafts for Kids ,MobileApp
278,Martin Luther King Jr. Day - Campaign,2023-01-15,2023-01-19,Retention,1644,Ad -  Pretend Play ,Facebook
278,Martin Luther King Jr. Day - Campaign,2023-01-15,2023-01-19,Retention,1645,Ad -  Disney Toys ,Facebook
279,Martin Luther King Jr. Day - Campaign,2023-01-16,2023-01-20,Acquisition,1646,Ad -  Disney Toys ,AdobeAds
279,Martin Luther King Jr. Day - Campaign,2023-01-16,2023-01-20,Acquisition,1647,Ad -  Arts & Crafts for Kids ,Twitter
279,Martin Luther King Jr. Day - Campaign,2023-01-16,2023-01-20,Acquisition,1648,Ad -  Kids Bikes & Riding Toys ,SearchEngine
279,Martin Luther King Jr. Day - Campaign,2023-01-16,2023-01-20,Acquisition,1649,Ad -  Shop Toys by Brand ,MicroSite
279,Martin Luther King Jr. Day - Campaign,2023-01-16,2023-01-20,Acquisition,1650,Ad -  Pretend Play ,MicroSite
279,Martin Luther King Jr. Day - Campaign,2023-01-16,2023-01-20,Acquisition,1651,Ad -  Disney Toys ,Instagram
279,Martin Luther King Jr. Day - Campaign,2023-01-16,2023-01-20,Acquisition,1652,Ad -  Outdoor Play ,MobileApp
279,Martin Luther King Jr. Day - Campaign,2023-01-16,2023-01-20,Acquisition,1653,Ad -  Pretend Play ,AdobeAds
279,Martin Luther King Jr. Day - Campaign,2023-01-16,2023-01-20,Acquisition,1654,Ad -  Outdoor Play ,GameApp
280,Health  - Campaign,2023-02-06,2023-02-10,Acquisition,1655,Ad -  Eye Care ,GoogleAds
280,Health  - Campaign,2023-02-06,2023-02-10,Acquisition,1656,Ad -  Diabetes Management ,Website
280,Health  - Campaign,2023-02-06,2023-02-10,Acquisition,1657,Ad -  Fiber Supplements ,SearchEngine
280,Health  - Campaign,2023-02-06,2023-02-10,Acquisition,1658,Ad -  Probiotics ,GameApp
281,Food  - Campaign,2023-02-11,2023-02-15,Cross-Sell,1659,Ad -  Condiments Sauces & Spices ,Facebook
281,Food  - Campaign,2023-02-11,2023-02-15,Cross-Sell,1660,Ad -  Seasonal Grocery ,TikTok
281,Food  - Campaign,2023-02-11,2023-02-15,Cross-Sell,1661,Ad -  Condiments Sauces & Spices ,AdobeAds
282,Washington's Birthday - Campaign,2023-02-17,2023-02-21,UpSell,1662,Ad -  Premium Facial Skincare ,MicroSite
282,Washington's Birthday - Campaign,2023-02-17,2023-02-21,UpSell,1663,Ad -  Premium Facial Skincare ,SearchEngine
282,Washington's Birthday - Campaign,2023-02-17,2023-02-21,UpSell,1664,Ad -  Premium Hair Care & Hair Tools ,MobileApp
282,Washington's Birthday - Campaign,2023-02-17,2023-02-21,UpSell,1665,Ad -  Premium Facial Skincare ,TikTok
282,Washington's Birthday - Campaign,2023-02-17,2023-02-21,UpSell,1666,Ad -  Premium Bath & Body ,Instagram
282,Washington's Birthday - Campaign,2023-02-17,2023-02-21,UpSell,1667,Ad -  Premium Fragrance ,AdobeAds
282,Washington's Birthday - Campaign,2023-02-17,2023-02-21,UpSell,1668,Ad -  Premium Hair Care & Hair Tools ,GoogleAds
282,Washington's Birthday - Campaign,2023-02-17,2023-02-21,UpSell,1669,Ad -  Premium Hair Care & Hair Tools ,Website
282,Washington's Birthday - Campaign,2023-02-17,2023-02-21,UpSell,1670,Ad -  Premium Mens Grooming ,SearchEngine
282,Washington's Birthday - Campaign,2023-02-17,2023-02-21,UpSell,1671,Ad -  Premium Facial Skincare ,TikTok
282,Washington's Birthday - Campaign,2023-02-17,2023-02-21,UpSell,1672,Ad -  Premium Mens Grooming ,SearchEngine
283,Washington's Birthday - Campaign,2023-02-18,2023-02-22,Acquisition,1673,Ad -  Fresh Cut Flowers ,GoogleAds
283,Washington's Birthday - Campaign,2023-02-18,2023-02-22,Acquisition,1674,Ad -  Snacks Cookies & Chips ,SearchEngine
283,Washington's Birthday - Campaign,2023-02-18,2023-02-22,Acquisition,1675,Ad -  Breakfast & Cereal ,MicroSite
283,Washington's Birthday - Campaign,2023-02-18,2023-02-22,Acquisition,1676,Ad -  Fresh Cut Flowers ,MicroSite
283,Washington's Birthday - Campaign,2023-02-18,2023-02-22,Acquisition,1677,Ad -  Snacks Cookies & Chips ,AdobeAds
283,Washington's Birthday - Campaign,2023-02-18,2023-02-22,Acquisition,1678,Ad -  Chocolate Candy & Gum ,GameApp
283,Washington's Birthday - Campaign,2023-02-18,2023-02-22,Acquisition,1679,Ad -  Seasonal Grocery ,AdobeAds
283,Washington's Birthday - Campaign,2023-02-18,2023-02-22,Acquisition,1680,Ad -  Organic Foods ,GoogleAds
283,Washington's Birthday - Campaign,2023-02-18,2023-02-22,Acquisition,1681,Ad -  Beverages ,Facebook
283,Washington's Birthday - Campaign,2023-02-18,2023-02-22,Acquisition,1682,Ad -  Gluten-Free Foods ,Website
283,Washington's Birthday - Campaign,2023-02-18,2023-02-22,Acquisition,1683,Ad -  Chocolate Candy & Gum ,Facebook
284,Washington's Birthday - Campaign,2023-02-19,2023-02-23,UpSell,1684,Ad -  Premium Hair Care & Hair Tools ,Website
284,Washington's Birthday - Campaign,2023-02-19,2023-02-23,UpSell,1685,Ad -  Premium Hair Tools & Accessories ,TikTok
285,Washington's Birthday - Campaign,2023-02-20,2023-02-24,Other,1686,Ad -  Games & Puzzles ,GameApp
285,Washington's Birthday - Campaign,2023-02-20,2023-02-24,Other,1687,Ad -  Shop Toys by Brand ,TikTok
285,Washington's Birthday - Campaign,2023-02-20,2023-02-24,Other,1688,Ad -  Disney Toys ,Facebook
285,Washington's Birthday - Campaign,2023-02-20,2023-02-24,Other,1689,Ad -  Pretend Play ,Website
285,Washington's Birthday - Campaign,2023-02-20,2023-02-24,Other,1690,Ad -  Games & Puzzles ,MobileApp
286,Patio & Garden  - Campaign,2023-02-24,2023-02-28,UpSell,1691,Ad -  Grills & Outdoor Cooking ,Twitter
286,Patio & Garden  - Campaign,2023-02-24,2023-02-28,UpSell,1692,Ad -  Hot Tubs & Saunas ,MicroSite
286,Patio & Garden  - Campaign,2023-02-24,2023-02-28,UpSell,1693,Ad -  Hot Tubs & Saunas ,MicroSite
286,Patio & Garden  - Campaign,2023-02-24,2023-02-28,UpSell,1694,Ad -  Garden Center ,MicroSite
286,Patio & Garden  - Campaign,2023-02-24,2023-02-28,UpSell,1695,Ad -  Garden Center ,MicroSite
286,Patio & Garden  - Campaign,2023-02-24,2023-02-28,UpSell,1696,Ad -  Patio & Outdoor Decor ,MobileApp
287,Baby  - Campaign,2023-03-15,2023-03-19,Retention,1697,Ad -  Nursery & Decor ,MicroSite
287,Baby  - Campaign,2023-03-15,2023-03-19,Retention,1698,Ad -  Car Seats ,MicroSite
287,Baby  - Campaign,2023-03-15,2023-03-19,Retention,1699,Ad -  Toddlers Room ,Facebook
287,Baby  - Campaign,2023-03-15,2023-03-19,Retention,1700,Ad -  Diapering ,Website
287,Baby  - Campaign,2023-03-15,2023-03-19,Retention,1701,Ad -  Baby & Toddler Toys ,Instagram
287,Baby  - Campaign,2023-03-15,2023-03-19,Retention,1702,Ad -  Toddlers Room ,Website
287,Baby  - Campaign,2023-03-15,2023-03-19,Retention,1703,Ad -  Car Seats ,GoogleAds
287,Baby  - Campaign,2023-03-15,2023-03-19,Retention,1704,Ad -  Baby Shower Gifts ,Website
287,Baby  - Campaign,2023-03-15,2023-03-19,Retention,1705,Ad -  Diapering ,Website
287,Baby  - Campaign,2023-03-15,2023-03-19,Retention,1706,Ad -  Feeding ,Facebook
288,Personal Care  - Campaign,2023-03-21,2023-03-25,UpSell,1707,Ad -  Sun Care ,GameApp
289,Personal Care  - Campaign,2023-04-07,2023-04-11,Other,1708,Ad -  Shaving ,MicroSite
289,Personal Care  - Campaign,2023-04-07,2023-04-11,Other,1709,Ad -  Clean Living Bath & Body ,Facebook
289,Personal Care  - Campaign,2023-04-07,2023-04-11,Other,1710,Ad -  Bath & Body ,GoogleAds
290,Home Improvement  - Campaign,2023-04-24,2023-04-28,Acquisition,1711,Ad -  Heating Cooling & Air Quality ,SearchEngine
290,Home Improvement  - Campaign,2023-04-24,2023-04-28,Acquisition,1712,Ad -  Electrical ,GameApp
290,Home Improvement  - Campaign,2023-04-24,2023-04-28,Acquisition,1713,Ad -  Safety Equipment and Gear,GameApp
290,Home Improvement  - Campaign,2023-04-24,2023-04-28,Acquisition,1714,Ad -  Paint ,Website
290,Home Improvement  - Campaign,2023-04-24,2023-04-28,Acquisition,1715,Ad -  Electrical ,AdobeAds
290,Home Improvement  - Campaign,2023-04-24,2023-04-28,Acquisition,1716,Ad -  Bathroom Renovation ,Instagram
290,Home Improvement  - Campaign,2023-04-24,2023-04-28,Acquisition,1717,Ad -  Home Safety ,GameApp
290,Home Improvement  - Campaign,2023-04-24,2023-04-28,Acquisition,1718,Ad -  Home Safety ,GameApp
290,Home Improvement  - Campaign,2023-04-24,2023-04-28,Acquisition,1719,Ad -  Safety Equipment and Gear,SearchEngine
290,Home Improvement  - Campaign,2023-04-24,2023-04-28,Acquisition,1720,Ad -  Home Safety ,Facebook
291,Memorial Day - Campaign,2023-05-26,2023-05-30,Special,1721,Ad -  Bags & Accessories ,MobileApp
291,Memorial Day - Campaign,2023-05-26,2023-05-30,Special,1722,Ad -  Sleepwear Shop ,GameApp
291,Memorial Day - Campaign,2023-05-26,2023-05-30,Special,1723,Ad -  Fashion Brands ,GameApp
291,Memorial Day - Campaign,2023-05-26,2023-05-30,Special,1724,Ad -  Bags & Accessories ,SearchEngine
291,Memorial Day - Campaign,2023-05-26,2023-05-30,Special,1725,Ad -  Fashion Brands ,Website
291,Memorial Day - Campaign,2023-05-26,2023-05-30,Special,1726,Ad -  Juniors ,Instagram
291,Memorial Day - Campaign,2023-05-26,2023-05-30,Special,1727,Ad -  Kids Clothing ,AdobeAds
291,Memorial Day - Campaign,2023-05-26,2023-05-30,Special,1728,Ad -  Womens Clothing ,AdobeAds
291,Memorial Day - Campaign,2023-05-26,2023-05-30,Special,1729,Ad -  Sleepwear Shop ,TikTok
292,Memorial Day - Campaign,2023-05-27,2023-05-31,Cross-Sell,1730,Ad -  Skin Care ,TikTok
292,Memorial Day - Campaign,2023-05-27,2023-05-31,Cross-Sell,1731,Ad -  Hair Care ,GameApp
293,Memorial Day - Campaign,2023-05-28,2023-06-01,Cross-Sell,1732,Ad -  Acid Reflux ,Website
293,Memorial Day - Campaign,2023-05-28,2023-06-01,Cross-Sell,1733,Ad -  Headaches,Instagram
293,Memorial Day - Campaign,2023-05-28,2023-06-01,Cross-Sell,1734,Ad -  Fiber Supplements ,SearchEngine
294,Memorial Day - Campaign,2023-05-29,2023-06-02,UpSell,1735,Ad -  Swim Shop ,Website
295,Health  - Campaign,2023-05-30,2023-06-03,Acquisition,1736,Ad -  Family Planning ,MobileApp
295,Health  - Campaign,2023-05-30,2023-06-03,Acquisition,1737,Ad -  Sexual Wellness ,GoogleAds
295,Health  - Campaign,2023-05-30,2023-06-03,Acquisition,1738,Ad -  Bedroom Safety & Aids ,Website
296,Auto & Tires  - Campaign,2023-06-20,2023-06-24,Cross-Sell,1739,Ad -  Automotive Interior ,TikTok
296,Auto & Tires  - Campaign,2023-06-20,2023-06-24,Cross-Sell,1740,Ad -  Tires ,AdobeAds
296,Auto & Tires  - Campaign,2023-06-20,2023-06-24,Cross-Sell,1741,Ad -  Automotive Interior ,Twitter
296,Auto & Tires  - Campaign,2023-06-20,2023-06-24,Cross-Sell,1742,Ad -  Automotive Replacement Parts ,Facebook
296,Auto & Tires  - Campaign,2023-06-20,2023-06-24,Cross-Sell,1743,Ad -  ATV & Off-Road ,SearchEngine
296,Auto & Tires  - Campaign,2023-06-20,2023-06-24,Cross-Sell,1744,Ad -  Automotive Replacement Parts ,MicroSite
296,Auto & Tires  - Campaign,2023-06-20,2023-06-24,Cross-Sell,1745,Ad -  ATV & Off-Road ,MicroSite
296,Auto & Tires  - Campaign,2023-06-20,2023-06-24,Cross-Sell,1746,Ad -  Tires ,GameApp
296,Auto & Tires  - Campaign,2023-06-20,2023-06-24,Cross-Sell,1747,Ad -  Automotive Interior ,SearchEngine
296,Auto & Tires  - Campaign,2023-06-20,2023-06-24,Cross-Sell,1748,Ad -  Automotive Interior ,Website
297,Independence Day - Campaign,2023-06-30,2023-07-04,UpSell,1749,Ad -  Pretend Play ,TikTok
297,Independence Day - Campaign,2023-06-30,2023-07-04,UpSell,1750,Ad -  Kids Bikes & Riding Toys ,GameApp
297,Independence Day - Campaign,2023-06-30,2023-07-04,UpSell,1751,Ad -  Games & Puzzles ,MicroSite
297,Independence Day - Campaign,2023-06-30,2023-07-04,UpSell,1752,Ad -  Outdoor Play ,GameApp
297,Independence Day - Campaign,2023-06-30,2023-07-04,UpSell,1753,Ad -  Pretend Play ,AdobeAds
297,Independence Day - Campaign,2023-06-30,2023-07-04,UpSell,1754,Ad -  Kids Bikes & Riding Toys ,SearchEngine
297,Independence Day - Campaign,2023-06-30,2023-07-04,UpSell,1755,Ad -  Arts & Crafts for Kids ,SearchEngine
297,Independence Day - Campaign,2023-06-30,2023-07-04,UpSell,1756,Ad -  Shop Toys by Brand ,Website
297,Independence Day - Campaign,2023-06-30,2023-07-04,UpSell,1757,Ad -  Outdoor Play ,Facebook
297,Independence Day - Campaign,2023-06-30,2023-07-04,UpSell,1758,Ad -  Kids Bikes & Riding Toys ,AdobeAds
298,Independence Day - Campaign,2023-07-01,2023-07-05,Cross-Sell,1759,Ad -  Bedding ,GameApp
298,Independence Day - Campaign,2023-07-01,2023-07-05,Cross-Sell,1760,Ad -  Bath ,Twitter
298,Independence Day - Campaign,2023-07-01,2023-07-05,Cross-Sell,1761,Ad -  Personalized Gifts ,SearchEngine
298,Independence Day - Campaign,2023-07-01,2023-07-05,Cross-Sell,1762,Ad -  Decor ,GameApp
298,Independence Day - Campaign,2023-07-01,2023-07-05,Cross-Sell,1763,Ad -  Furniture ,TikTok
298,Independence Day - Campaign,2023-07-01,2023-07-05,Cross-Sell,1764,Ad -  Appliances ,Twitter
298,Independence Day - Campaign,2023-07-01,2023-07-05,Cross-Sell,1765,Ad -  Decor ,SearchEngine
