customer_id,link,link_type,link_date
4601,5966,Friend,2017-09-13
4601,310,Co-Worker,2019-05-06
4601,905,Neighbor,2015-08-14
4602,7174,Group,2018-07-05
4602,5645,Neighbor,2020-11-25
4602,1544,Group,2017-08-18
4604,1612,Friend,2020-10-10
4605,1839,Neighbor,2015-05-11
4605,8480,Neighbor,2015-06-26
4606,9088,Co-Worker,2020-07-16
4607,9612,Family,2020-11-09
4607,5512,Other,2020-10-24
4607,2430,Group,2015-07-28
4607,9736,Neighbor,2017-11-17
4609,3552,Family,2017-03-23
4612,7119,Group,2016-07-14
4612,7351,Family,2020-12-23
4612,7184,Group,2016-01-05
4613,1429,Group,2018-11-29
4613,4846,Group,2015-07-07
4613,5225,Group,2019-05-07
4613,7718,Co-Worker,2018-11-22
4614,1803,Group,2015-10-13
4614,3658,Group,2016-09-07
4615,6283,Neighbor,2019-01-15
4616,8351,Co-Worker,2018-11-20
4616,8284,Friend,2020-01-25
4616,7236,Other,2020-01-12
4617,4840,Group,2017-03-27
4617,5709,Group,2020-03-13
4618,9833,Other,2016-07-24
4618,45,Co-Worker,2016-06-23
4618,8041,Neighbor,2019-06-21
4618,9534,Co-Worker,2015-02-08
4619,4980,Group,2015-01-04
4619,479,Family,2020-11-02
4619,5474,Neighbor,2019-06-23
4619,4205,Group,2018-03-27
4620,4980,Group,2015-01-04
4620,479,Family,2020-11-02
4620,5474,Neighbor,2019-06-23
4620,4205,Group,2018-03-27
4621,5073,Group,2017-09-06
4621,1765,Family,2015-11-29
4621,5450,Group,2020-02-11
4622,5073,Group,2017-09-06
4622,1765,Family,2015-11-29
4622,5450,Group,2020-02-11
4623,44,Family,2020-10-12
4625,1459,Group,2017-08-21
4625,8816,Group,2020-08-19
4625,4623,Group,2016-05-05
4626,3177,Neighbor,2015-03-26
4627,3592,Family,2019-04-22
4627,5943,Family,2018-04-18
4627,6911,Friend,2015-08-22
4627,4754,Friend,2016-02-16
4629,6514,Neighbor,2020-03-26
4629,1324,Neighbor,2018-03-13
4629,7118,Other,2020-09-30
4630,9822,Other,2015-06-10
4632,5753,Friend,2015-12-19
4632,2165,Co-Worker,2020-02-20
4632,8446,Other,2017-10-15
4633,9761,Family,2018-08-16
4633,3799,Group,2018-10-11
4633,2905,Other,2016-03-03
4633,8243,Neighbor,2019-04-30
4636,6777,Family,2019-04-12
4636,559,Group,2020-06-28
4636,4471,Other,2018-01-14
4636,8340,Group,2018-03-12
4638,3101,Group,2020-01-24
4638,8008,Co-Worker,2015-09-01
4639,6293,Family,2018-11-05
4639,4882,Other,2016-02-07
4639,231,Neighbor,2016-09-27
4640,4297,Family,2016-01-20
4640,4234,Family,2020-01-16
4640,4649,Co-Worker,2015-09-25
4640,7086,Group,2015-12-11
4642,9461,Group,2018-09-17
4642,7671,Group,2015-05-20
4643,7936,Friend,2017-03-07
4643,7649,Friend,2017-08-23
4644,873,Co-Worker,2018-10-27
4644,5661,Family,2019-12-16
4644,9507,Neighbor,2015-11-17
4644,7227,Friend,2018-09-27
4645,7641,Group,2016-05-14
4645,6220,Neighbor,2015-01-13
4645,1989,Family,2018-12-10
4646,3793,Group,2017-11-16
4646,4576,Group,2020-03-26
4647,7264,Friend,2015-06-01
4648,418,Co-Worker,2015-11-14
4648,693,Family,2018-06-11
4651,7315,Group,2015-01-08
4651,583,Co-Worker,2016-02-01
4651,4749,Family,2020-05-10
4651,3432,Co-Worker,2015-03-19
4652,9463,Family,2017-03-21
4652,4890,Other,2016-03-05
4653,1015,Co-Worker,2016-11-12
4653,7772,Family,2016-12-13
4653,6865,Co-Worker,2015-03-31
4653,3769,Family,2018-09-17
4654,9496,Neighbor,2020-03-01
4654,3130,Group,2016-02-10
4655,6172,Group,2016-03-15
4655,145,Neighbor,2019-11-22
4656,6172,Group,2016-03-15
4656,145,Neighbor,2019-11-22
4657,858,Other,2019-01-05
4657,7886,Friend,2015-04-21
4657,1484,Group,2018-05-30
4657,1609,Neighbor,2018-07-02
4658,6037,Neighbor,2017-11-08
4658,593,Family,2015-01-29
4658,1237,Family,2020-12-26
4659,7105,Group,2017-04-25
4660,743,Group,2018-01-01
4660,1284,Neighbor,2019-10-26
4660,6303,Friend,2017-02-18
4660,4994,Family,2016-09-19
4662,5059,Other,2018-05-09
4662,9828,Friend,2020-09-26
4662,7738,Group,2018-07-26
4663,5059,Other,2018-05-09
4663,9828,Friend,2020-09-26
4663,7738,Group,2018-07-26
4665,3777,Family,2018-10-17
4665,2053,Family,2017-08-24
4665,6273,Family,2018-06-04
4665,8531,Group,2020-05-14
4666,3777,Family,2018-10-17
4666,2053,Family,2017-08-24
4666,6273,Family,2018-06-04
4666,8531,Group,2020-05-14
4667,4792,Neighbor,2015-09-22
4667,6849,Group,2020-04-16
4668,2953,Other,2018-12-16
4668,368,Neighbor,2019-05-11
4669,669,Neighbor,2015-05-16
4669,1891,Family,2015-03-14
4669,2032,Group,2016-01-25
4670,6066,Family,2020-03-10
4670,1342,Family,2016-08-14
4670,7591,Group,2020-07-02
4670,8086,Family,2017-09-12
4676,2536,Neighbor,2019-12-13
4676,8284,Family,2017-03-26
4676,9278,Family,2019-08-30
4677,1558,Group,2020-02-10
4677,8481,Neighbor,2019-08-08
4677,1600,Family,2017-07-13
4678,1163,Group,2019-06-09
4678,6986,Neighbor,2015-10-22
4678,423,Family,2016-03-31
4678,6635,Group,2015-06-23
4679,8262,Co-Worker,2016-02-16
4679,4080,Co-Worker,2020-08-15
4680,4109,Neighbor,2015-01-17
4680,6619,Co-Worker,2019-11-12
4680,2695,Friend,2016-09-09
4680,2207,Family,2020-04-09
4681,4699,Group,2017-05-06
4681,2015,Group,2015-07-28
4682,5776,Co-Worker,2020-07-08
4683,1254,Co-Worker,2015-10-07
4683,763,Other,2015-06-18
4684,9498,Neighbor,2020-02-21
4684,5445,Other,2015-04-11
4684,1934,Friend,2019-06-07
4686,6197,Co-Worker,2019-03-11
4686,9977,Other,2017-02-17
4686,6213,Family,2015-03-23
4686,1359,Friend,2018-01-20
4688,5303,Friend,2018-10-05
4688,2052,Group,2020-06-09
4688,3122,Neighbor,2019-12-02
4688,3753,Family,2015-12-16
4689,6030,Friend,2019-06-21
4689,2441,Family,2018-03-11
4689,343,Co-Worker,2016-01-11
4690,6030,Friend,2019-06-21
4690,2441,Family,2018-03-11
4690,343,Co-Worker,2016-01-11
4691,8478,Group,2015-07-16
4691,3916,Group,2019-09-17
4691,4855,Family,2016-01-16
4691,9175,Co-Worker,2018-11-21
4692,9109,Friend,2019-05-19
4692,1013,Group,2017-10-11
4692,7876,Group,2019-04-13
4693,4042,Friend,2015-03-18
4694,4281,Group,2019-05-25
4695,4322,Co-Worker,2016-10-16
4696,1090,Neighbor,2017-03-24
4696,8875,Group,2016-06-05
4697,1090,Neighbor,2017-03-24
4697,8875,Group,2016-06-05
4698,8136,Group,2017-11-07
4698,4562,Group,2017-01-15
4699,9401,Friend,2016-09-18
4699,8737,Family,2016-08-21
4699,6125,Group,2019-08-28
4699,9278,Family,2015-07-12
4701,358,Family,2017-04-07
4702,3746,Group,2016-02-03
4702,6890,Family,2018-06-27
4703,2677,Family,2016-11-11
4703,2960,Neighbor,2016-07-24
4704,5864,Neighbor,2018-11-03
4704,6999,Co-Worker,2017-10-16
4704,2803,Neighbor,2016-10-06
4705,5864,Neighbor,2018-11-03
4705,6999,Co-Worker,2017-10-16
4705,2803,Neighbor,2016-10-06
4707,3855,Group,2016-04-26
4708,8658,Co-Worker,2018-08-05
4708,458,Group,2017-08-18
4708,9697,Family,2017-10-20
4708,937,Group,2018-08-22
4709,4084,Family,2018-11-23
4709,4982,Group,2019-01-03
4710,4084,Family,2018-11-23
4710,4982,Group,2019-01-03
4711,542,Co-Worker,2020-01-14
4711,9906,Co-Worker,2018-11-18
4712,5219,Group,2017-12-31
4712,5709,Group,2017-06-05
4713,2404,Friend,2016-11-17
4714,7264,Group,2017-04-17
4716,1197,Family,2016-08-04
4716,2716,Friend,2015-01-26
4716,6928,Family,2018-03-22
4716,9316,Neighbor,2019-06-16
4717,1197,Family,2016-08-04
4717,2716,Friend,2015-01-26
4717,6928,Family,2018-03-22
4717,9316,Neighbor,2019-06-16
4718,9170,Group,2018-02-09
4718,662,Family,2016-08-19
4718,315,Family,2015-03-29
4718,2517,Other,2016-03-20
4719,7687,Group,2018-10-30
4719,8489,Co-Worker,2019-05-04
4719,4062,Family,2017-10-12
4720,7858,Group,2017-08-03
4720,3431,Family,2016-08-31
4721,9364,Group,2015-06-21
4721,1536,Group,2019-03-10
4722,1509,Family,2019-03-24
4723,7172,Family,2018-03-11
4724,7172,Family,2018-03-11
4725,6587,Family,2016-05-26
4725,4828,Co-Worker,2015-06-09
4725,6677,Other,2018-01-02
4728,9397,Group,2016-05-20
4728,3911,Group,2016-06-28
4729,1946,Co-Worker,2015-10-01
4729,919,Family,2018-05-10
4730,8052,Family,2017-11-06
4730,9418,Neighbor,2018-04-22
4731,2243,Co-Worker,2016-04-12
4731,4249,Co-Worker,2017-06-13
4731,6005,Neighbor,2015-01-18
4734,1561,Co-Worker,2017-09-21
4734,8211,Co-Worker,2015-05-24
4734,7419,Family,2015-10-27
4734,1459,Group,2017-10-09
4735,4538,Group,2019-03-12
4735,4571,Other,2018-08-29
4735,5432,Neighbor,2019-02-26
4736,2548,Neighbor,2018-09-02
4737,2548,Neighbor,2018-09-02
4738,2055,Family,2015-06-03
4738,8002,Group,2015-05-25
4738,6714,Other,2019-06-13
4739,4628,Family,2020-06-27
4740,4295,Group,2017-04-04
4740,9608,Family,2018-01-28
4740,2190,Neighbor,2016-09-01
4742,3656,Family,2017-04-25
4742,9721,Other,2016-08-20
4742,8341,Family,2015-06-15
4742,3315,Co-Worker,2020-07-28
4743,3656,Family,2017-04-25
4743,9721,Other,2016-08-20
4743,8341,Family,2015-06-15
4743,3315,Co-Worker,2020-07-28
4744,4100,Co-Worker,2016-07-02
4744,3742,Neighbor,2020-09-09
4745,5739,Friend,2017-06-25
4745,9308,Family,2020-09-17
4746,5739,Friend,2017-06-25
4746,9308,Family,2020-09-17
4747,9519,Group,2020-06-13
4747,172,Family,2017-10-09
4747,2371,Family,2015-10-09
4748,6534,Group,2015-12-18
4749,1359,Neighbor,2017-06-07
4751,3691,Co-Worker,2018-02-03
4751,8083,Neighbor,2020-04-18
4751,4331,Co-Worker,2016-03-27
4754,4139,Co-Worker,2015-08-29
4755,8375,Co-Worker,2016-01-04
4756,2911,Neighbor,2017-08-04
4756,7085,Group,2017-06-11
4756,8030,Family,2016-02-14
4757,2524,Co-Worker,2016-08-11
4758,7970,Group,2020-07-28
4760,7706,Group,2015-07-17
4760,8787,Co-Worker,2019-05-14
4760,297,Family,2018-11-13
4761,4537,Family,2015-01-08
4762,3482,Group,2020-07-17
4763,1247,Family,2016-07-11
4763,5746,Group,2019-06-29
4763,9524,Friend,2017-06-29
4763,456,Neighbor,2017-04-04
4765,5312,Neighbor,2018-05-05
4765,3678,Group,2020-12-29
4766,7025,Co-Worker,2018-09-14
4766,1857,Family,2020-07-02
4769,7541,Other,2017-08-26
4769,9616,Family,2017-11-30
4770,2755,Family,2018-01-29
4770,3841,Family,2016-06-25
4770,9166,Other,2016-09-26
4770,6649,Other,2017-02-18
4771,2755,Family,2018-01-29
4771,3841,Family,2016-06-25
4771,9166,Other,2016-09-26
4771,6649,Other,2017-02-18
4772,2680,Neighbor,2018-04-22
4772,6331,Family,2016-10-29
4773,2356,Neighbor,2019-01-20
4773,6586,Group,2017-11-13
4774,6438,Friend,2018-04-27
4774,2741,Family,2019-08-04
4777,3373,Co-Worker,2018-08-04
4777,4580,Other,2016-01-10
4777,9999,Family,2017-01-09
4778,1662,Friend,2019-10-12
4779,5984,Neighbor,2017-01-25
4780,5984,Neighbor,2017-01-25
4781,5502,Group,2018-08-15
4781,1900,Neighbor,2015-01-13
4783,7356,Family,2019-01-16
4783,2570,Neighbor,2018-08-18
4785,6704,Neighbor,2017-06-16
4785,5216,Other,2020-01-31
4785,796,Family,2020-03-12
4785,6654,Co-Worker,2016-07-24
4786,5022,Group,2019-11-24
4786,6574,Group,2019-12-10
4786,8766,Family,2020-12-12
4786,1192,Group,2020-07-14
4787,5410,Group,2019-08-19
4788,6937,Co-Worker,2017-10-28
4789,6165,Group,2017-08-02
4790,9777,Other,2015-05-28
4790,776,Neighbor,2015-06-21
4790,4280,Friend,2020-12-08
4790,3834,Co-Worker,2020-07-14
4791,282,Family,2017-03-14
4792,9880,Co-Worker,2015-04-30
4792,8109,Group,2017-02-22
4792,2458,Neighbor,2016-10-08
4792,4248,Group,2018-09-07
4793,6780,Family,2018-10-15
4793,9062,Neighbor,2016-09-22
4794,6613,Group,2019-12-07
4794,615,Group,2015-06-29
4795,5645,Family,2017-08-18
4795,1697,Group,2016-11-07
4795,8893,Family,2018-09-18
4795,1305,Group,2016-12-06
4796,5533,Family,2019-12-05
4796,1924,Group,2019-08-15
4796,7394,Friend,2017-03-21
4796,9883,Group,2016-02-04
4797,4271,Co-Worker,2020-11-24
4797,7072,Friend,2017-08-12
4798,990,Family,2015-12-09
4798,7555,Group,2017-01-21
4798,8495,Group,2018-05-24
4798,2480,Family,2018-02-12
4799,7761,Family,2016-04-12
4800,7761,Family,2016-04-12
4802,190,Neighbor,2016-02-22
4803,8727,Group,2015-06-12
4803,3971,Group,2018-12-30
4803,8287,Neighbor,2015-12-05
4803,5835,Co-Worker,2020-01-24
4807,4712,Co-Worker,2019-09-09
4807,490,Family,2018-06-27
4808,2266,Neighbor,2020-04-04
4808,7514,Other,2015-12-15
4809,5367,Neighbor,2016-11-05
4809,9131,Group,2016-05-10
4810,5367,Neighbor,2016-11-05
4810,9131,Group,2016-05-10
4811,837,Co-Worker,2017-05-05
4811,4931,Group,2015-01-15
4811,7200,Friend,2015-01-30
4811,4803,Family,2019-05-18
4813,280,Group,2016-12-31
4813,4124,Neighbor,2020-03-07
4813,9089,Co-Worker,2019-10-28
4818,3070,Neighbor,2018-08-14
4819,7974,Friend,2015-08-12
4820,6563,Family,2017-07-17
4821,6563,Family,2017-07-17
4822,6461,Family,2015-04-11
4822,9341,Group,2016-01-19
4822,2845,Friend,2018-03-12
4822,2324,Group,2017-04-22
4823,6461,Family,2015-04-11
4823,9341,Group,2016-01-19
4823,2845,Friend,2018-03-12
4823,2324,Group,2017-04-22
4824,8502,Friend,2015-12-03
4824,1783,Family,2017-10-04
4824,6544,Group,2018-06-05
4824,281,Group,2015-07-21
4825,2819,Group,2020-05-10
4825,1249,Group,2017-03-21
4826,5788,Neighbor,2016-09-08
4826,7851,Friend,2017-02-26
4826,9210,Neighbor,2018-11-08
4826,1512,Neighbor,2019-01-14
4827,7771,Co-Worker,2019-03-02
4827,771,Other,2020-09-26
4828,7387,Group,2018-08-15
4829,8190,Group,2016-07-10
4831,8870,Neighbor,2016-12-09
4831,3349,Other,2020-01-05
4832,5104,Neighbor,2019-01-14
4833,3103,Group,2015-07-06
4833,5578,Family,2018-10-06
4833,8757,Co-Worker,2015-04-08
4834,3103,Group,2015-07-06
4834,5578,Family,2018-10-06
4834,8757,Co-Worker,2015-04-08
4837,1711,Other,2016-12-05
4838,3237,Co-Worker,2019-11-05
4838,139,Friend,2015-12-26
4838,383,Neighbor,2017-07-21
4838,8387,Co-Worker,2017-02-26
4839,1810,Group,2016-06-16
4839,7039,Family,2020-09-15
4840,3291,Group,2016-11-09
4841,9229,Family,2016-10-25
4841,8946,Group,2020-01-12
4841,2935,Co-Worker,2015-12-23
4842,9290,Neighbor,2019-04-24
4842,7673,Friend,2018-07-12
4843,6697,Co-Worker,2020-02-06
4843,3316,Group,2017-05-23
4847,1981,Co-Worker,2019-04-27
4847,9102,Other,2016-01-20
4847,2959,Group,2020-04-02
4847,3626,Group,2016-03-15
4848,2547,Neighbor,2016-03-19
4848,2675,Family,2020-09-22
4848,645,Family,2015-05-29
4849,1430,Family,2016-02-02
4849,3314,Neighbor,2020-01-22
4850,1430,Family,2016-02-02
4850,3314,Neighbor,2020-01-22
4852,6936,Group,2015-02-12
4852,7346,Group,2016-04-28
4853,2547,Neighbor,2016-03-30
4853,4522,Group,2018-02-10
4853,43,Friend,2016-09-27
4854,2144,Family,2020-01-22
4854,2375,Family,2020-11-22
4854,4112,Friend,2019-05-12
4854,9198,Group,2018-12-01
4856,5370,Co-Worker,2017-02-15
4857,4056,Co-Worker,2016-12-13
4857,7848,Co-Worker,2018-04-21
4857,72,Family,2016-04-19
4857,5852,Other,2018-10-09
4858,7149,Other,2017-07-23
4859,1154,Family,2015-10-07
4859,3563,Family,2016-05-18
4860,4352,Family,2020-03-09
4861,9813,Neighbor,2017-06-28
4861,9174,Friend,2017-01-05
4861,9400,Group,2016-08-05
4862,3025,Friend,2017-08-27
4862,6296,Family,2015-04-22
4863,7159,Group,2018-12-26
4864,1096,Co-Worker,2020-06-05
4864,6493,Co-Worker,2019-10-18
4864,2262,Group,2015-08-25
4865,6647,Other,2017-10-10
4865,1411,Family,2017-08-29
4865,361,Co-Worker,2019-06-07
4866,1606,Group,2020-11-17
4866,1919,Family,2020-04-22
4866,4194,Group,2015-12-12
4867,2480,Group,2015-09-26
4867,1385,Neighbor,2016-09-28
4867,4363,Group,2016-09-24
4867,3879,Co-Worker,2016-05-04
4868,1312,Other,2018-01-18
4868,2854,Co-Worker,2018-02-08
4868,6108,Neighbor,2017-03-31
4868,7805,Friend,2019-01-11
4869,8539,Other,2016-04-10
4870,829,Friend,2016-08-24
4870,3141,Neighbor,2018-10-01
4871,3135,Friend,2019-01-19
4871,2076,Family,2018-05-29
4871,4891,Family,2018-12-19
4871,7326,Co-Worker,2017-12-27
4872,6031,Group,2015-07-02
4872,6596,Co-Worker,2016-05-09
4872,6945,Other,2019-02-06
4874,4136,Family,2016-12-19
4874,6562,Family,2017-03-29
4874,1861,Neighbor,2015-12-02
4874,3215,Friend,2016-01-07
4875,6809,Group,2017-07-31
4875,732,Group,2019-01-04
4875,9269,Group,2016-04-27
4875,8313,Friend,2020-07-22
4876,1745,Group,2017-07-07
4877,4474,Co-Worker,2016-09-27
4877,661,Family,2017-12-23
4877,1848,Family,2019-06-16
4878,5037,Family,2019-12-09
4878,294,Group,2018-09-06
4878,8621,Family,2016-07-25
4880,4911,Co-Worker,2018-12-03
4880,601,Family,2015-08-05
4881,4911,Co-Worker,2018-12-03
4881,601,Family,2015-08-05
4882,2285,Family,2020-01-24
4882,2629,Co-Worker,2020-02-13
4882,267,Other,2018-06-18
4883,9429,Co-Worker,2020-08-19
4884,130,Group,2018-10-10
4884,7918,Co-Worker,2015-02-24
4884,984,Neighbor,2015-03-17
4885,4750,Friend,2018-09-09
4886,4750,Friend,2018-09-09
4887,7146,Family,2015-06-14
4887,4581,Co-Worker,2019-03-15
4887,3386,Group,2015-05-03
4887,8066,Group,2016-08-27
4888,7146,Family,2015-06-14
4888,4581,Co-Worker,2019-03-15
4888,3386,Group,2015-05-03
4888,8066,Group,2016-08-27
4890,4539,Friend,2018-09-27
4890,1897,Neighbor,2020-02-03
4890,422,Co-Worker,2019-01-14
4891,2734,Neighbor,2016-02-10
4891,9949,Other,2020-10-08
4891,803,Group,2015-08-29
4891,7128,Co-Worker,2020-01-04
4892,7961,Family,2019-03-17
4892,8714,Family,2018-06-15
4892,8172,Co-Worker,2020-09-01
4892,7868,Friend,2018-10-19
4893,7961,Family,2019-03-17
4893,8714,Family,2018-06-15
4893,8172,Co-Worker,2020-09-01
4893,7868,Friend,2018-10-19
4895,9763,Group,2018-03-27
4897,335,Group,2019-02-03
4897,814,Group,2015-01-28
4898,9559,Family,2016-08-28
4898,2214,Group,2018-09-09
4898,5795,Family,2020-08-21
4898,9121,Other,2016-08-16
4899,3764,Family,2020-09-02
4900,1372,Neighbor,2016-05-31
4900,3332,Group,2017-12-16
4901,7138,Other,2019-09-20
4902,5220,Family,2018-07-26
4903,271,Family,2016-03-16
4903,7917,Other,2017-03-24
4903,1289,Neighbor,2019-06-21
4903,5747,Group,2020-12-27
4904,3775,Co-Worker,2017-04-09
4904,83,Neighbor,2020-12-05
4905,3492,Group,2018-03-11
4905,1859,Neighbor,2015-06-18
4905,4098,Neighbor,2016-09-07
4905,1052,Group,2015-08-23
4906,3492,Group,2018-03-11
4906,1859,Neighbor,2015-06-18
4906,4098,Neighbor,2016-09-07
4906,1052,Group,2015-08-23
4907,3047,Group,2015-08-02
4907,6807,Neighbor,2019-03-21
4908,4309,Co-Worker,2017-08-20
4908,315,Group,2020-01-11
4908,5860,Group,2015-01-11
4908,3088,Family,2018-04-20
4909,4309,Co-Worker,2017-08-20
4909,315,Group,2020-01-11
4909,5860,Group,2015-01-11
4909,3088,Family,2018-04-20
4910,2064,Neighbor,2015-02-06
4910,3147,Family,2020-08-27
4910,425,Group,2016-09-10
4911,7396,Co-Worker,2018-09-10
4911,6816,Family,2020-07-06
4913,3425,Family,2017-01-02
4913,6504,Group,2018-12-05
4915,4095,Group,2017-03-09
4915,6609,Friend,2017-08-23
4915,3004,Group,2015-03-16
4915,6896,Other,2015-05-15
4916,1285,Group,2016-03-18
4916,6983,Group,2017-11-10
4916,5207,Friend,2016-01-17
4916,6846,Group,2017-04-03
4917,1285,Group,2016-03-18
4917,6983,Group,2017-11-10
4917,5207,Friend,2016-01-17
4917,6846,Group,2017-04-03
4918,1665,Family,2019-10-08
4918,5036,Neighbor,2017-07-06
4919,1665,Family,2019-10-08
4919,5036,Neighbor,2017-07-06
4921,3128,Neighbor,2018-03-14
4921,8385,Group,2017-04-28
4921,9273,Family,2018-07-15
4922,8973,Group,2020-12-19
4922,391,Group,2016-04-15
4922,5127,Co-Worker,2016-09-04
4922,8019,Friend,2018-02-14
4923,5240,Family,2019-05-24
4923,9874,Neighbor,2016-01-17
4924,5240,Family,2019-05-24
4924,9874,Neighbor,2016-01-17
4925,8520,Group,2015-04-18
4925,7517,Group,2018-04-11
4925,1623,Co-Worker,2016-02-19
4926,2184,Neighbor,2015-09-02
4926,9635,Other,2016-01-23
4926,731,Friend,2019-11-11
4926,7044,Group,2017-10-16
4927,2357,Other,2017-01-26
4927,568,Other,2018-06-02
4927,5479,Neighbor,2015-09-21
4928,7549,Co-Worker,2016-05-26
4928,4286,Family,2016-02-22
4928,8425,Co-Worker,2020-09-16
4929,7549,Co-Worker,2016-05-26
4929,4286,Family,2016-02-22
4929,8425,Co-Worker,2020-09-16
4930,2739,Group,2020-02-22
4930,8934,Family,2016-06-13
4930,1333,Neighbor,2016-06-19
4931,6457,Neighbor,2015-02-03
4931,5891,Group,2017-02-28
4931,7091,Family,2017-05-14
4933,8334,Family,2019-08-25
4933,8997,Friend,2018-11-07
4933,2772,Group,2020-03-09
4933,7875,Family,2020-03-19
4934,8334,Family,2019-08-25
4934,8997,Friend,2018-11-07
4934,2772,Group,2020-03-09
4934,7875,Family,2020-03-19
4935,7712,Family,2015-03-21
4935,6400,Family,2016-06-28
4936,9283,Group,2019-05-07
4936,1908,Family,2015-10-01
4936,3551,Co-Worker,2019-11-15
4936,5439,Family,2019-08-22
4937,8451,Neighbor,2020-09-21
4937,6912,Neighbor,2020-05-06
4937,6369,Group,2015-10-26
4939,8234,Family,2018-08-26
4939,3510,Group,2015-03-31
4939,9634,Group,2018-11-02
4940,2657,Group,2018-10-27
4940,6675,Family,2015-01-04
4941,2340,Co-Worker,2016-07-30
4941,4697,Friend,2020-12-03
4942,8023,Group,2020-02-10
4944,7337,Group,2016-12-27
4944,6173,Family,2020-06-10
4944,2063,Co-Worker,2020-09-19
4944,8326,Co-Worker,2017-12-19
4945,7337,Group,2016-12-27
4945,6173,Family,2020-06-10
4945,2063,Co-Worker,2020-09-19
4945,8326,Co-Worker,2017-12-19
4946,9312,Friend,2020-07-21
4946,8602,Family,2020-04-02
4946,223,Neighbor,2020-11-06
4946,4422,Neighbor,2015-06-19
4947,368,Friend,2016-05-06
4948,368,Friend,2016-05-06
4950,744,Group,2017-08-03
4950,1602,Neighbor,2015-07-19
4950,2091,Neighbor,2016-06-25
4950,2903,Other,2019-03-14
4951,1928,Neighbor,2019-01-22
4951,2625,Neighbor,2017-04-28
4952,6668,Group,2015-04-13
4952,5703,Group,2019-01-04
4952,1856,Friend,2015-01-31
4953,6668,Group,2015-04-13
4953,5703,Group,2019-01-04
4953,1856,Friend,2015-01-31
4954,3662,Other,2015-06-17
4954,1640,Family,2019-03-16
4955,3662,Other,2015-06-17
4955,1640,Family,2019-03-16
4956,7879,Family,2015-02-25
4956,8549,Group,2015-12-31
4956,7935,Family,2020-03-01
4956,1242,Neighbor,2016-12-11
4957,6583,Friend,2017-03-11
4957,7757,Family,2019-12-20
4957,2289,Family,2017-08-23
4957,9806,Neighbor,2019-05-09
4958,9412,Family,2018-03-09
4958,9407,Neighbor,2019-06-18
4958,9845,Friend,2015-09-08
4960,4367,Other,2016-06-06
4960,265,Co-Worker,2016-11-07
4961,4367,Other,2016-06-06
4961,265,Co-Worker,2016-11-07
4963,4863,Friend,2019-02-22
4964,5869,Neighbor,2015-09-10
4965,8485,Family,2020-05-21
4965,218,Co-Worker,2019-10-06
4965,5387,Friend,2017-11-08
4965,2591,Group,2018-05-27
4967,7343,Neighbor,2017-06-05
4968,759,Group,2019-02-06
4968,941,Friend,2018-12-22
4968,6090,Neighbor,2015-04-22
4968,1167,Group,2018-11-29
4969,759,Group,2019-02-06
4969,941,Friend,2018-12-22
4969,6090,Neighbor,2015-04-22
4969,1167,Group,2018-11-29
4970,5073,Group,2020-06-12
4970,3839,Family,2016-01-19
4971,1869,Friend,2019-08-19
4971,7312,Friend,2015-07-28
4971,2599,Group,2018-03-08
4972,8584,Friend,2019-05-22
4977,9168,Neighbor,2018-10-08
4977,8526,Neighbor,2017-05-24
4978,7998,Other,2018-01-25
4978,1685,Group,2015-12-16
4978,1061,Family,2018-05-16
4979,772,Group,2017-12-24
4980,6547,Family,2016-07-25
4981,1398,Group,2019-04-06
4981,3713,Neighbor,2018-02-05
4981,7495,Co-Worker,2020-03-11
4981,6492,Co-Worker,2017-12-27
4982,9382,Friend,2019-04-11
4982,9554,Other,2020-06-08
4982,1762,Family,2019-02-01
4983,9382,Friend,2019-04-11
4983,9554,Other,2020-06-08
4983,1762,Family,2019-02-01
4984,9159,Other,2017-01-04
4984,6707,Other,2020-09-06
4984,4875,Co-Worker,2017-12-25
4984,8337,Other,2020-05-16
4985,8061,Co-Worker,2016-05-06
4986,6020,Group,2020-07-02
4987,9085,Family,2016-02-10
4987,4026,Friend,2019-09-06
4987,4415,Co-Worker,2016-03-08
4987,1171,Other,2016-02-03
4988,1049,Family,2019-09-29
4989,2310,Group,2016-07-21
4989,4560,Family,2018-03-19
4989,5000,Co-Worker,2017-12-22
4990,9735,Family,2019-08-22
4991,5731,Group,2018-07-30
4991,5056,Other,2019-04-14
4991,1083,Group,2016-09-05
4992,4498,Neighbor,2016-07-13
4992,7141,Neighbor,2018-07-27
4993,6287,Family,2018-07-04
4995,3075,Neighbor,2015-10-18
4995,7595,Group,2020-01-22
4995,3733,Other,2020-04-14
4995,4078,Family,2019-01-01
4996,1457,Family,2018-08-07
4996,6397,Family,2016-08-25
4997,3145,Neighbor,2019-08-08
4997,9169,Friend,2020-12-02
4997,7548,Family,2018-06-21
4997,7561,Family,2016-03-31
4998,377,Co-Worker,2018-09-25
4998,7872,Family,2016-05-21
4999,377,Co-Worker,2018-09-25
4999,7872,Family,2016-05-21
5000,4023,Co-Worker,2020-10-31
5001,3849,Neighbor,2019-10-09
5001,2772,Family,2015-10-23
5001,1846,Family,2020-11-28
5001,7075,Group,2017-07-18
5002,7155,Neighbor,2017-05-11
5002,3040,Other,2020-01-06
5003,7732,Family,2020-10-07
5003,6881,Neighbor,2019-08-06
5004,8524,Other,2016-08-28
