ua_id,user_agent,browser,browser_ver,device,device_os,device_osver,device_type,device_brand,device_model
2672,Mozilla/5.0 (Linux; Android 4.4.2; SM-T230NU Build/KOT49H) AppleWebKit/537.36 (KHTML like Gecko) Chrome/45.0.2454.84 Safari/537.36,Chrome,45-0-2454,Samsung SM-T230NU,Android,4/4/02,Phone,Samsung,SM-T230NU
2673,Mozilla/5.0 (Linux; Android 4.0.4; BNTV600 Build/IMM76L) AppleWebKit/537.36 (KHTML like Gecko) Chrome/42.0.2311.111 Safari/537.36,Chrome,42-0-2311,BNTV600,Android,4-0-4,Phone,Nook,BNTV600
2674,Mozilla/5.0 (Linux; Android 5.0.2; SM-T530NU Build/LRX22G) AppleWebKit/537.36 (KHTML like Gecko) Chrome/45.0.2454.84 Safari/537.36,Chrome,45-0-2454,Samsung SM-T530NU,Android,5-0-2,Phone,Samsung,SM-T530NU
2675,Mozilla/5.0 (iPad; CPU OS 9_0 like Mac OS X) AppleWebKit/601.1.46 (KHTML like Gecko) Version/9.0 Mobile/13A4325c Safari/601.1,Mobile Safari,9-0-None,iPhone,iOS,9-0-None,Phone,Apple,iPad
2676,Mozilla/5.0 (iPad; CPU OS 8_4_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML like Gecko) CriOS/44.0.2403.67 Mobile/12H321 Safari/600.1.4,Chrome Mobile iOS,44-0-2403,iPhone,iOS,8/4/01,Phone,Apple,iPad
2677,Mozilla/5.0 (Linux; Android 5.0; SM-G900V Build/LRX21T) AppleWebKit/537.36 (KHTML like Gecko) Chrome/45.0.2454.84 Mobile Safari/537.36,Chrome Mobile,45-0-2454,Samsung SM-G900V,Android,5-0-None,Phone,Samsung,SM-G900V
2678,Mozilla/5.0 (Linux; Android 5.1.1; Nexus 7 Build/LMY48I) AppleWebKit/537.36 (KHTML like Gecko) Chrome/45.0.2454.84 Safari/537.36,Chrome,45-0-2454,Asus Nexus 7,Android,5/1/01,Phone,Asus,Nexus7
2679,Mozilla/5.0 (Linux; Android 5.0.2; SM-T800 Build/LRX22G) AppleWebKit/537.36 (KHTML like Gecko) Chrome/45.0.2454.84 Safari/537.36,Chrome,45-0-2454,Samsung SM-T800,Android,5-0-2,Phone,Samsung,SM-T800
2680,Mozilla/5.0 (Linux; Android 5.0.1; SAMSUNG SCH-I545 4G Build/LRX22C) AppleWebKit/537.36 (KHTML like Gecko) SamsungBrowser/2.1 Chrome/34.0.1847.76 Mobile Safari/537.36,Samsung Internet,2-1-None,Samsung SCH-I545 4G,Android,5-0-1,Phone,Samsung,SCH-I5454G
2681,Mozilla/5.0 (Linux; Android 5.0; SAMSUNG-SM-G900A Build/LRX21T) AppleWebKit/537.36 (KHTML like Gecko) SamsungBrowser/2.1 Chrome/34.0.1847.76 Mobile Safari/537.36,Samsung Internet,2-1-None,Samsung SM-G900A,Android,5-0-None,Phone,Samsung,SM-G900A
2682,Mozilla/5.0 (Linux; Android 4.0.4; BNTV400 Build/IMM76L) AppleWebKit/537.36 (KHTML like Gecko) Chrome/42.0.2311.111 Safari/537.36,Chrome,42-0-2311,BNTV400,Android,4-0-4,Phone,Nook,BNTV400
2683,Mozilla/5.0 (Linux; Android 5.0; SAMSUNG SM-G900P Build/LRX21T) AppleWebKit/537.36 (KHTML like Gecko) SamsungBrowser/2.1 Chrome/34.0.1847.76 Mobile Safari/537.36,Samsung Internet,2-1-None,Samsung SM-G900P,Android,5-0-None,Phone,Samsung,SM-G900P
2684,Mozilla/5.0 (iPad; CPU OS 6_0_1 like Mac OS X) AppleWebKit/536.26 (KHTML like Gecko) Version/6.0 Mobile/10A523 Safari/8536.25,Mobile Safari,6-0-None,iPhone,iOS,6-0-1,Phone,Apple,iPad
2685,Mozilla/5.0 (iPad; CPU OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML like Gecko) GSA/8.0.57838 Mobile/12H143 Safari/600.1.4,Google,8-0-57838,iPhone,iOS,8-4-None,Phone,Apple,iPad
2686,Mozilla/5.0 (iPad; CPU OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML like Gecko) GSA/8.0.57838 Mobile/12F69 Safari/600.1.4,Google,8-0-57838,iPhone,iOS,8-3-None,Phone,Apple,iPad
2687,Mozilla/5.0 (Linux; U; Android 4.4.2; en-us; LG-V410/V41010d Build/KOT49I.V41010d) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/30.0.1599.103 Safari/537.36,Chrome Mobile WebView,30-0-1599,LG-V410,Android,4/4/02,Phone,LG,V410
2688,Mozilla/5.0 (iPad; CPU OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML like Gecko) Mobile/12H143,Mobile Safari UI/WKWebView,None-None-None,iPhone,iOS,8-4-None,Phone,Apple,iPad
2689,Mozilla/5.0 (iPad; CPU OS 6_1_2 like Mac OS X) AppleWebKit/536.26 (KHTML like Gecko) Version/6.0 Mobile/10B146 Safari/8536.25,Mobile Safari,6-0-None,iPhone,iOS,6/1/02,Phone,Apple,iPad
2690,Mozilla/5.0 (Linux; Android 4.4.2; SM-T320 Build/KOT49H) AppleWebKit/537.36 (KHTML like Gecko) Chrome/45.0.2454.84 Safari/537.36,Chrome,45-0-2454,Samsung SM-T320,Android,4/4/02,Phone,Samsung,SM-T320
2691,Mozilla/5.0 (iPad; CPU OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML like Gecko) CriOS/44.0.2403.67 Mobile/12H143 Safari/600.1.4,Chrome Mobile iOS,44-0-2403,iPhone,iOS,8-4-None,Phone,Apple,iPad
2692,Mozilla/5.0 (Linux; Android 5.0.2; LG-V410/V41020c Build/LRX22G) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/34.0.1847.118 Safari/537.36,Chrome Mobile WebView,34-0-1847,LG-V410,Android,5-0-2,Phone,LG,V410
2693,Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML like Gecko) GSA/7.0.55539 Mobile/11D257 Safari/9537.53,Google,7-0-55539,iPhone,iOS,7/1/02,Phone,Apple,iPad
2694,Mozilla/5.0 (iPad; CPU OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML like Gecko) Mobile/12F69,Mobile Safari UI/WKWebView,None-None-None,iPhone,iOS,8-3-None,Phone,Apple,iPad
2695,Mozilla/5.0 (Android; Mobile; rv:40.0) Gecko/40.0 Firefox/40.0,Firefox Mobile,40-0-None,Generic Smartphone,Android,None-None-None,Phone,Generic,Smartphone
2696,Mozilla/5.0 (Linux; Android 4.4.2; SM-P600 Build/KOT49H) AppleWebKit/537.36 (KHTML like Gecko) Chrome/45.0.2454.84 Safari/537.36,Chrome,45-0-2454,Samsung SM-P600,Android,4/4/02,Phone,Samsung,SM-P600
2697,Mozilla/5.0 (iPad; CPU OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML like Gecko) Version/6.0 Mobile/10A5355d Safari/8536.25,Mobile Safari,6-0-None,iPad,iOS,6-0-None,Phone,Apple,iPad
2698,Mozilla/5.0 (Linux; Android 5.0; SAMSUNG SM-N900V 4G Build/LRX21V) AppleWebKit/537.36 (KHTML like Gecko) SamsungBrowser/2.1 Chrome/34.0.1847.76 Mobile Safari/537.36,Samsung Internet,2-1-None,Samsung SM-N900V 4G,Android,5-0-None,Phone,Samsung,SM-N900V4G
2699,Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML like Gecko) CriOS/45.0.2454.68 Mobile/11D257 Safari/9537.53,Chrome Mobile iOS,45-0-2454,iPad,iOS,7/1/02,Phone,Apple,iPad
2700,Mozilla/5.0 (Linux; Android 4.4.2; GT-P5210 Build/KOT49H) AppleWebKit/537.36 (KHTML like Gecko) Chrome/45.0.2454.84 Safari/537.36,Chrome,45-0-2454,Samsung GT-P5210,Android,4/4/02,Phone,Samsung,GT-P5210
2701,Mozilla/5.0 (Linux; Android 4.4.2; QTAQZ3 Build/KOT49H) AppleWebKit/537.36 (KHTML like Gecko) Chrome/45.0.2454.84 Safari/537.36,Chrome,45-0-2454,QTAQZ3,Android,4/4/02,Phone,Generic_Android_Tablet,QTAQZ3
2702,Mozilla/5.0 (Linux; Android 4.4.2; QMV7B Build/KOT49H) AppleWebKit/537.36 (KHTML like Gecko) Chrome/45.0.2454.84 Safari/537.36,Chrome,45-0-2454,QMV7B,Android,4/4/02,Phone,Generic_Android_Tablet,QMV7B
2703,Mozilla/5.0 (iPad; CPU OS 8_4_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML like Gecko) GSA/6.0.51363 Mobile/12H321 Safari/600.1.4,Google,6-0-51363,iPad,iOS,8/4/01,Phone,Apple,iPad
2704,Mozilla/5.0 (iPad; CPU OS 8_1_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML like Gecko) Version/8.0 Mobile/12B436 Safari/600.1.4,Mobile Safari,8-0-None,iPad,iOS,8/1/01,Phone,Apple,iPad
2705,Mozilla/5.0 (Linux; Android 5.0.1; SAMSUNG SM-N910V 4G Build/LRX22C) AppleWebKit/537.36 (KHTML like Gecko) SamsungBrowser/2.1 Chrome/34.0.1847.76 Mobile Safari/537.36,Samsung Internet,2-1-None,Samsung SM-N910V 4G,Android,5-0-1,Phone,Samsung,SM-N910V4G
2706,Mozilla/5.0 (Linux; Android 5.0.2; SAMSUNG SM-T530NU Build/LRX22G) AppleWebKit/537.36 (KHTML like Gecko) SamsungBrowser/3.2 Chrome/38.0.2125.102 Safari/537.36,Samsung Internet,3-2-None,Samsung SM-T530NU,Android,5-0-2,Phone,Samsung,SM-T530NU
2707,Mozilla/5.0 (Linux; Android 5.0.2; SM-T700 Build/LRX22G) AppleWebKit/537.36 (KHTML like Gecko) Chrome/45.0.2454.84 Safari/537.36,Chrome,45-0-2454,Samsung SM-T700,Android,5-0-2,Phone,Samsung,SM-T700
2708,Mozilla/5.0 (Linux; Android 5.0.1; SAMSUNG-SM-N910A Build/LRX22C) AppleWebKit/537.36 (KHTML like Gecko) SamsungBrowser/2.1 Chrome/34.0.1847.76 Mobile Safari/537.36,Samsung Internet,2-1-None,Samsung SM-N910A,Android,5-0-1,Phone,Samsung,SM-N910A
2709,Mozilla/5.0 (iPad; CPU OS 8_1_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML like Gecko) CriOS/45.0.2454.68 Mobile/12B466 Safari/600.1.4,Chrome Mobile iOS,45-0-2454,iPhone,iOS,8/1/03,Phone,Apple,iPad
2710,Mozilla/5.0 (Linux; Android 5.0.2; VK810 4G Build/LRX22G) AppleWebKit/537.36 (KHTML like Gecko) Chrome/45.0.2454.84 Safari/537.36,Chrome,45-0-2454,VK810 4G,Android,5-0-2,Phone,Generic_Android_Tablet,VK8104G
2711,Mozilla/5.0 (iPad; CPU OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML like Gecko) GSA/6.0.51363 Mobile/12H143 Safari/600.1.4,Google,6-0-51363,iPhone,iOS,8-4-None,Phone,Apple,iPad
2712,Mozilla/5.0 (iPad; CPU OS 6_1 like Mac OS X) AppleWebKit/536.26 (KHTML like Gecko) Version/6.0 Mobile/10B141 Safari/8536.25,Mobile Safari,6-0-None,iPhone,iOS,6-1-None,Phone,Apple,iPad
2713,Mozilla/5.0 (Linux; Android 5.1.1; Nexus 7 Build/LMY47V) AppleWebKit/537.36 (KHTML like Gecko) Chrome/45.0.2454.84 Safari/537.36,Chrome,45-0-2454,Asus Nexus 7,Android,5/1/01,Phone,Asus,Nexus7
2714,Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML like Gecko) CriOS/45.0.2454.68 Mobile/12B440 Safari/600.1.4,Chrome Mobile iOS,45-0-2454,iPad,iOS,8/1/02,Phone,Apple,iPad
2715,Mozilla/5.0 (Linux; Android 5.1.1; SM-G920V Build/LMY47X) AppleWebKit/537.36 (KHTML like Gecko) Chrome/45.0.2454.84 Mobile Safari/537.36,Chrome Mobile,45-0-2454,Samsung SM-G920V,Android,5/1/01,Phone,Samsung,SM-G920V
2716,Mozilla/5.0 (Linux; Android 4.4.2; SM-T520 Build/KOT49H) AppleWebKit/537.36 (KHTML like Gecko) Chrome/45.0.2454.84 Safari/537.36,Chrome,45-0-2454,Samsung SM-T520,Android,4/4/02,Phone,Samsung,SM-T520
2717,Mozilla/5.0 (Linux; Android 4.4.2; SM-T900 Build/KOT49H) AppleWebKit/537.36 (KHTML like Gecko) Chrome/45.0.2454.84 Safari/537.36,Chrome,45-0-2454,Samsung SM-T900,Android,4/4/02,Phone,Samsung,SM-T900
2718,Mozilla/5.0 (iPad; CPU OS 8_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML like Gecko) CriOS/45.0.2454.68 Mobile/12D508 Safari/600.1.4,Chrome Mobile iOS,45-0-2454,iPhone,iOS,8-2-None,Phone,Apple,iPad
2719,Mozilla/5.0 (Linux; Android 4.1.2; GT-N8013 Build/JZO54K) AppleWebKit/537.36 (KHTML like Gecko) Chrome/45.0.2454.84 Safari/537.36,Chrome,45-0-2454,Samsung GT-N8013,Android,4/1/02,Phone,Samsung,GT-N8013
2720,Mozilla/5.0 (Linux; Android 5.0.1; SM-N910V Build/LRX22C) AppleWebKit/537.36 (KHTML like Gecko) Chrome/45.0.2454.84 Mobile Safari/537.36,Chrome Mobile,45-0-2454,Samsung SM-N910V,Android,5-0-1,Phone,Samsung,SM-N910V
2721,Mozilla/5.0 (iPad; CPU OS 8_1_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML like Gecko) GSA/7.0.55539 Mobile/12B466 Safari/600.1.4,Google,7-0-55539,iPhone,iOS,8/1/03,Phone,Apple,iPad
2722,Mozilla/5.0 (Linux; Android 4.4.2; SM-T310 Build/KOT49H) AppleWebKit/537.36 (KHTML like Gecko) Chrome/45.0.2454.84 Safari/537.36,Chrome,45-0-2454,Samsung SM-T310,Android,4/4/02,Phone,Samsung,SM-T310
2723,Mozilla/5.0 (Linux; Android 5.1.1; Nexus 10 Build/LMY48I) AppleWebKit/537.36 (KHTML like Gecko) Chrome/45.0.2454.84 Safari/537.36,Chrome,45-0-2454,Asus Nexus 10,Android,5/1/01,Phone,Asus,Nexus10
2724,Mozilla/5.0 (Linux; Android 4.4.2; QMV7A Build/KOT49H) AppleWebKit/537.36 (KHTML like Gecko) Chrome/45.0.2454.84 Safari/537.36,Chrome,45-0-2454,QMV7A,Android,4/4/02,Phone,Generic_Android_Tablet,QMV7A
2725,Mozilla/5.0 (Linux; Android 5.0; SAMSUNG-SM-N900A Build/LRX21V) AppleWebKit/537.36 (KHTML like Gecko) SamsungBrowser/2.1 Chrome/34.0.1847.76 Mobile Safari/537.36,Samsung Internet,2-1-None,Samsung SM-N900A,Android,5-0-None,Phone,Samsung,SM-N900A
2726,Mozilla/5.0 (Linux; Android 4.4.4; XT1080 Build/SU6-7.2) AppleWebKit/537.36 (KHTML like Gecko) Chrome/45.0.2454.84 Mobile Safari/537.36,Chrome Mobile,45-0-2454,XT1080,Android,4/4/04,Phone,Motorola,XT1080
2727,Mozilla/5.0 (iPad; CPU OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML like Gecko) GSA/6.0.51363 Mobile/12F69 Safari/600.1.4,Google,6-0-51363,iPhone,iOS,8-3-None,Phone,Apple,iPad
2728,Mozilla/5.0 (iPad; CPU OS 5_0_1 like Mac OS X) AppleWebKit/534.46 (KHTML like Gecko) Version/5.1 Mobile/9A405 Safari/7534.48.3,Mobile Safari,5-1-None,iPhone,iOS,5-0-1,Phone,Apple,iPad
2729,Mozilla/5.0 (Linux; Android 5.1.1; SAMSUNG SM-N910P Build/LMY47X) AppleWebKit/537.36 (KHTML like Gecko) SamsungBrowser/2.1 Chrome/34.0.1847.76 Mobile Safari/537.36,Samsung Internet,2-1-None,Samsung SM-N910P,Android,5/1/01,Phone,Samsung,SM-N910P
2730,Mozilla/5.0 (iPad; CPU OS 8_4_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML like Gecko) Mobile/12H321 [Pinterest/iOS],Pinterest,None-None-None,iPhone,iOS,8/4/01,Phone,Apple,iPad
2731,Mozilla/5.0 (Linux; Android 5.0.1; LGLK430 Build/LRX21Y) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/38.0.2125.102 Safari/537.36,Chrome Mobile WebView,38-0-2125,LGLK430,Android,5-0-1,Phone,LG,LK430
2732,Mozilla/5.0 (iPad; CPU OS 8_4_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML like Gecko) Mobile/12H321 Safari,Mobile Safari,None-None-None,iPhone,iOS,8/4/01,Phone,Apple,iPad
2733,Mozilla/5.0 (Linux; Android 4.4.2; SM-T217S Build/KOT49H) AppleWebKit/537.36 (KHTML like Gecko) Chrome/45.0.2454.84 Safari/537.36,Chrome,45-0-2454,Samsung SM-T217S,Android,4/4/02,Phone,Samsung,SM-T217S
2734,Mozilla/5.0 (Linux; Android 5.1; XT1254 Build/SU3TL-39) AppleWebKit/537.36 (KHTML like Gecko) Chrome/45.0.2454.84 Mobile Safari/537.36,Chrome Mobile,45-0-2454,XT1254,Android,5-1-None,Phone,Motorola,XT1254
2735,Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML like Gecko) GSA/7.0.55539 Mobile/12B440 Safari/600.1.4,Google,7-0-55539,iPhone,iOS,8/1/02,Phone,Apple,iPad
2736,Mozilla/5.0 (iPad; CPU OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML like Gecko) CriOS/44.0.2403.67 Mobile/12F69 Safari/600.1.4,Chrome Mobile iOS,44-0-2403,iPhone,iOS,8-3-None,Phone,Apple,iPad
2737,Mozilla/5.0 (Linux; Android 5.0.1; SAMSUNG-SGH-I337 Build/LRX22C) AppleWebKit/537.36 (KHTML like Gecko) SamsungBrowser/2.1 Chrome/34.0.1847.76 Mobile Safari/537.36,Samsung Internet,2-1-None,Samsung SGH-I337,Android,5-0-1,Phone,Samsung,SGH-I337
2738,Mozilla/5.0 (iPad; CPU OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML like Gecko) Version/6.0 Mobile/10A403 Safari/8536.25,Mobile Safari,6-0-None,iPhone,iOS,6-0-None,Phone,Apple,iPad
2739,Mozilla/5.0 (Linux; Android 5.0.2; SAMSUNG SM-T800 Build/LRX22G) AppleWebKit/537.36 (KHTML like Gecko) SamsungBrowser/3.0 Chrome/38.0.2125.102 Safari/537.36,Samsung Internet,3-0-None,Samsung SM-T800,Android,5-0-2,Phone,Samsung,SM-T800
2740,Mozilla/5.0 (Linux; Android 5.0; SM-G900V Build/LRX21T) AppleWebKit/537.36 (KHTML like Gecko) Chrome/44.0.2403.133 Mobile Safari/537.36,Chrome Mobile,44-0-2403,Samsung SM-G900V,Android,5-0-None,Phone,Samsung,SM-G900V
2741,Mozilla/5.0 (iPad; CPU OS 8_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML like Gecko) GSA/7.0.55539 Mobile/12D508 Safari/600.1.4,Google,7-0-55539,iPad,iOS,8-2-None,Phone,Apple,iPad
2742,Mozilla/5.0 (Linux; Android 4.4.2; GT-N5110 Build/KOT49H) AppleWebKit/537.36 (KHTML like Gecko) Chrome/45.0.2454.84 Safari/537.36,Chrome,45-0-2454,Samsung GT-N5110,Android,4/4/02,Phone,Samsung,GT-N5110
2743,Mozilla/5.0 (iPad; CPU OS 8_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML like Gecko) CriOS/45.0.2454.68 Mobile/12B410 Safari/600.1.4,Chrome Mobile iOS,45-0-2454,iPhone,iOS,8-1-None,Phone,Apple,iPad
2744,Mozilla/5.0 (Linux; Android 4.4.2; RCT6203W46 Build/KOT49H) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/30.0.0.0 Safari/537.36,Chrome Mobile WebView,30-0-0,RCT6203W46,Android,4/4/02,Phone,RCA,RCT6203W46
2745,Mozilla/5.0 (Linux; Android 4.4.4; en-us; SAMSUNG SM-N910T Build/KTU84P) AppleWebKit/537.36 (KHTML like Gecko) Version/2.0 Chrome/34.0.1847.76 Mobile Safari/537.36,Chrome Mobile WebView,34-0-1847,Samsung SM-N910T,Android,4/4/04,Phone,Samsung,SM-N910T
2746,Mozilla/5.0 (Linux; Android 4.4.2; RCT6203W46 Build/KOT49H) AppleWebKit/537.36 (KHTML like Gecko) Chrome/45.0.2454.84 Safari/537.36,Chrome,45-0-2454,RCT6203W46,Android,4/4/02,Phone,RCA,RCT6203W46
2747,Mozilla/5.0 (Linux; Android 4.4.2; RCT6773W22 Build/KOT49H) AppleWebKit/537.36 (KHTML like Gecko) Chrome/45.0.2454.84 Safari/537.36,Chrome,45-0-2454,RCT6773W22,Android,4/4/02,Phone,RCA,RCT6773W22
2748,Mozilla/5.0 (iPad; U; CPU OS 3_2 like Mac OS X; en-us) AppleWebKit/531.21.10 (KHTML like Gecko) Version/4.0.4 Mobile/7B367 Safari/531.21.10,Mobile Safari,4-0-4,iPhone,iOS,3-2-None,Phone,Apple,iPad
2749,Mozilla/5.0 (Linux; Android 5.0; SAMSUNG-SM-G870A Build/LRX21T) AppleWebKit/537.36 (KHTML like Gecko) SamsungBrowser/2.1 Chrome/34.0.1847.76 Mobile Safari/537.36,Samsung Internet,2-1-None,Samsung SM-G870A,Android,5-0-None,Phone,Samsung,SM-G870A
2750,Mozilla/5.0 (Linux; Android 5.1.1; SAMSUNG SM-G920P Build/LMY47X) AppleWebKit/537.36 (KHTML like Gecko) SamsungBrowser/3.2 Chrome/38.0.2125.102 Mobile Safari/537.36,Samsung Internet,3-2-None,Samsung SM-G920P,Android,5/1/01,Phone,Samsung,SM-G920P
2751,Mozilla/5.0 (Linux; Android 5.0.2; SM-T550 Build/LRX22G) AppleWebKit/537.36 (KHTML like Gecko) Chrome/45.0.2454.84 Safari/537.36,Chrome,45-0-2454,Samsung SM-T550,Android,5-0-2,Phone,Samsung,SM-T550
2752,Mozilla/5.0 (Linux; Android 5.0.2; SM-P900 Build/LRX22G) AppleWebKit/537.36 (KHTML like Gecko) Chrome/45.0.2454.84 Safari/537.36,Chrome,45-0-2454,Samsung SM-P900,Android,5-0-2,Phone,Samsung,SM-P900
2753,Mozilla/5.0 (Linux; Android 5.1.1; Nexus 9 Build/LMY48I) AppleWebKit/537.36 (KHTML like Gecko) Chrome/45.0.2454.84 Safari/537.36,Chrome,45-0-2454,Nexus 9,Android,5/1/01,Phone,Generic_Android_Tablet,Nexus9
2754,Mozilla/5.0 (Linux; Android 4.4.2; SM-T530NU Build/KOT49H) AppleWebKit/537.36 (KHTML like Gecko) Chrome/45.0.2454.84 Safari/537.36,Chrome,45-0-2454,Samsung SM-T530NU,Android,4/4/02,Phone,Samsung,SM-T530NU
2755,Mozilla/5.0 (Linux; Android 5.1.1; SM-T330NU Build/LMY47X) AppleWebKit/537.36 (KHTML like Gecko) Chrome/45.0.2454.84 Safari/537.36,Chrome,45-0-2454,Samsung SM-T330NU,Android,5/1/01,Phone,Samsung,SM-T330NU
2756,Mozilla/5.0 (Android; Tablet; rv:34.0) Gecko/34.0 Firefox/34.0,Firefox Mobile,34-0-None,Generic Tablet,Android,None-None-None,Phone,Generic,Tablet
2757,Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML like Gecko) GSA/8.0.57838 Mobile/11D257 Safari/9537.53,Google,8-0-57838,iPhone,iOS,7/1/02,Phone,Apple,iPad
2758,Mozilla/5.0 (Linux; Android 4.4.2; RCT6773W22 Build/KOT49H) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/30.0.0.0 Safari/537.36,Chrome Mobile WebView,30-0-0,RCT6773W22,Android,4/4/02,Phone,RCA,RCT6773W22
2759,Mozilla/5.0 (Linux; Android 5.0; SAMSUNG-SM-G900A Build/LRX21T) AppleWebKit/537.36 (KHTML like Gecko) Chrome/45.0.2454.84 Mobile Safari/537.36,Chrome Mobile,45-0-2454,Samsung SM-G900A,Android,5-0-None,Phone,Samsung,SM-G900A
2760,Mozilla/5.0 (Linux; Android 4.4.2; SM-T210R Build/KOT49H) AppleWebKit/537.36 (KHTML like Gecko) Chrome/45.0.2454.84 Safari/537.36,Chrome,45-0-2454,Samsung SM-T210R,Android,4/4/02,Phone,Samsung,SM-T210R
2761,Mozilla/5.0 (Linux; Android 5.0; SAMSUNG SM-N900P Build/LRX21V) AppleWebKit/537.36 (KHTML like Gecko) SamsungBrowser/2.1 Chrome/34.0.1847.76 Mobile Safari/537.36,Samsung Internet,2-1-None,Samsung SM-N900P,Android,5-0-None,Phone,Samsung,SM-N900P
2762,Mozilla/5.0 (Linux; Android 5.0.2; SM-T350 Build/LRX22G) AppleWebKit/537.36 (KHTML like Gecko) Chrome/45.0.2454.84 Safari/537.36,Chrome,45-0-2454,Samsung SM-T350,Android,5-0-2,Phone,Samsung,SM-T350
2763,Mozilla/5.0 (Linux; Android 5.0.2; SM-T530NU Build/LRX22G) AppleWebKit/537.36 (KHTML like Gecko) Chrome/44.0.2403.133 Safari/537.36,Chrome,44-0-2403,Samsung SM-T530NU,Android,5-0-2,Phone,Samsung,SM-T530NU
2764,Mozilla/5.0 (Linux; Android 5.0.2; SAMSUNG-SM-G920A Build/LRX22G) AppleWebKit/537.36 (KHTML like Gecko) SamsungBrowser/3.0 Chrome/38.0.2125.102 Mobile Safari/537.36,Samsung Internet,3-0-None,Samsung SM-G920A,Android,5-0-2,Phone,Samsung,SM-G920A
2765,Mozilla/5.0 (Linux; Android 4.4.2; QTAQZ3 Build/KOT49H) AppleWebKit/537.36 (KHTML like Gecko) Chrome/36.0.1985.135 Safari/537.36,Chrome,36-0-1985,QTAQZ3,Android,4/4/02,Phone,Generic_Android_Tablet,QTAQZ3
2766,Mozilla/5.0 (iPad; CPU OS 8_4_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML like Gecko) Mobile/12H321 OverDrive Media Console/3.3.1,Mobile Safari UI/WKWebView,None-None-None,iPhone,iOS,8/4/01,Phone,Apple,iPad
2767,Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML like Gecko) Mobile/11D257,Mobile Safari UI/WKWebView,None-None-None,iPhone,iOS,7/1/02,Phone,Apple,iPad
2768,Mozilla/5.0 (iPad; CPU OS 7_1_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML like Gecko) GSA/7.0.55539 Mobile/11D201 Safari/9537.53,Google,7-0-55539,iPhone,iOS,7/1/01,Phone,Apple,iPad
2769,Mozilla/5.0 (Linux; Android 5.0.1; SCH-I545 Build/LRX22C) AppleWebKit/537.36 (KHTML like Gecko) Chrome/45.0.2454.84 Mobile Safari/537.36,Chrome Mobile,45-0-2454,Samsung SCH-I545,Android,5-0-1,Phone,Samsung,SCH-I545
2770,Mozilla/5.0 (Linux; Android 5.0; SM-G900P Build/LRX21T) AppleWebKit/537.36 (KHTML like Gecko) Chrome/45.0.2454.84 Mobile Safari/537.36,Chrome Mobile,45-0-2454,Samsung SM-G900P,Android,5-0-None,Phone,Samsung,SM-G900P
2771,Mozilla/5.0 (iPad;U;CPU OS 5_1_1 like Mac OS X; zh-cn)AppleWebKit/534.46.0(KHTML like Gecko)CriOS/19.0.1084.60 Mobile/9B206 Safari/7534.48.3,Chrome Mobile iOS,19-0-1084,iPhone,iOS,5/1/01,Phone,Apple,iPad
2772,Mozilla/5.0 (iPad; CPU OS 7_1_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML like Gecko) CriOS/45.0.2454.68 Mobile/11D201 Safari/9537.53,Chrome Mobile iOS,45-0-2454,iPhone,iOS,7/1/01,Phone,Apple,iPad
