customer_id,device
4885,529293-485075
4885,602097-758053
4886,600511-731079
4886,529293-485075
4886,602097-758053
4889,209192-740091
4889,214381-155105
4891,572003-466015
4891,713014-629028
4892,821537-113017
4892,524490-756048
4892,517526-631000
4892,093516-535074
4893,821537-113017
4893,524490-756048
4893,517526-631000
4893,093516-535074
4894,274039-387024
4895,863095-616027
4895,273228-408050
4896,823051-583074
4897,911417-742099
4898,509186-698099
4898,235153-618087
4898,608191-522006
4898,041547-755059
4899,653529-479075
4899,265552-521069
4900,356033-569087
4900,090120-168078
4900,471129-223030
4901,973255-152049
4901,232479-164101
4902,690174-328040
4902,043130-577070
4902,375177-611084
4903,191100-386020
4903,892550-639086
4905,562045-676008
4905,945355-289002
4906,562045-676008
4906,945355-289002
4907,865073-536027
4907,960400-283083
4907,065236-371094
4907,057255-262075
4911,026269-662000
4912,792367-456037
4912,542324-553108
4912,790404-390093
4912,758100-140039
4913,572095-692070
4913,607199-648051
4913,016220-483106
4913,834478-277001
4915,272392-691087
4915,711483-293074
4915,137386-694085
4916,768219-772007
4916,167496-527035
4916,864191-570101
4916,736388-154052
4917,768219-772007
4917,167496-527035
4917,864191-570101
4917,736388-154052
4918,175070-395091
4918,915074-603088
4918,316251-118067
4919,175070-395091
4919,915074-603088
4919,316251-118067
4921,061331-774079
4921,964167-310020
4922,012030-434097
4923,315498-234013
4923,071220-180085
4923,726513-622079
4924,315498-234013
4924,071220-180085
4924,726513-622079
4925,964281-218042
4926,183252-203016
4926,212553-443061
4928,144149-599099
4928,486407-420103
4928,832220-243000
4928,853534-262043
4929,144149-599099
4929,486407-420103
4929,832220-243000
4929,853534-262043
4930,079544-431076
4930,596536-179091
4930,325527-756092
4931,244269-126037
4931,847051-723001
4932,373284-660052
4932,720088-552013
4932,142038-165072
4933,992201-237074
4934,992201-237074
4935,179181-624015
4935,847262-548108
4936,760193-169021
4936,953244-234022
4936,111469-286059
4937,781521-239018
4937,984360-308107
4937,754015-664105
4938,995299-497000
4938,283529-125086
4938,244322-299078
4941,118245-336110
4941,849032-644084
4942,249260-220077
4942,730459-132049
4942,152264-170005
4944,476064-637053
4944,365374-190031
4945,476064-637053
4945,365374-190031
4946,144525-479012
4947,698294-674071
4947,598533-484006
4947,773495-333033
4948,698294-674071
4948,598533-484006
4948,773495-333033
4949,438197-135026
4949,948211-424109
4950,181459-665030
4950,916389-243086
4951,224202-129028
4952,843354-679075
4952,626137-725008
4952,567336-151016
4953,843354-679075
4953,626137-725008
4953,567336-151016
4956,993154-756007
4956,497214-332006
4956,258314-543049
4956,268041-330066
4957,226043-526057
4957,165190-603067
4957,972424-575100
4957,259021-430002
4958,634074-690074
4958,484375-342059
4958,124285-625028
4958,555001-491010
4959,199368-457066
4959,710182-225034
4959,144442-763022
4959,870102-561092
4963,373170-735000
4963,718145-642027
4964,126424-475003
4964,341292-350053
4964,172445-774079
4965,997035-137024
4965,186218-461022
4966,320225-400052
4967,018315-301065
4967,477098-140009
4968,188489-182056
4968,693518-731018
4969,188489-182056
4969,693518-731018
4971,584209-749003
4971,226043-526057
4971,384307-347064
4971,390509-666057
4972,676161-504104
4972,917435-485000
4973,887310-584041
4973,152355-159077
4973,944406-592019
4973,749536-621039
4974,887310-584041
4974,152355-159077
4974,944406-592019
4974,749536-621039
4975,855537-631098
4975,261404-724078
4975,962392-189085
4976,553327-561001
4979,625225-216072
4980,257119-348052
4980,508260-115008
4980,155096-705094
4982,698077-497006
4982,355174-645027
4982,931020-278096
4983,698077-497006
4983,355174-645027
4983,931020-278096
4984,069143-195098
4984,917002-541103
4984,437185-522039
4985,677399-377015
4985,598551-261013
4986,113525-679022
4986,889063-327025
4986,700429-707083
4986,718360-615092
4987,138009-272082
4987,799129-667036
4987,244164-344074
4988,544299-217038
4988,388253-607075
4989,036099-188081
4989,713074-430067
4990,833230-635066
4991,765049-617013
4991,886053-709007
4991,956260-637026
4992,061518-281019
4992,414009-663058
4992,162038-491038
4992,645525-353055
4994,499101-686049
4994,345209-364110
4995,397349-227080
4995,809484-156065
4995,017447-664075
4997,513330-468057
4997,875106-523032
4998,085272-434059
4998,387033-600017
4998,123117-112107
4999,085272-434059
4999,387033-600017
4999,123117-112107
5000,373526-255104
5000,111083-765078
5001,973498-519060
5001,604348-386031
5002,967091-237110
5002,899543-462025
5003,860095-348052
5003,645413-736008
5003,027099-749052
5004,579497-159045
5004,035216-433012
5004,458077-764013
5005,579497-159045
5005,035216-433012
5005,458077-764013
5006,981152-401082
5006,850383-634020
5006,620500-320033
5006,884087-633056
5008,682447-730025
5008,155096-705094
5008,546411-544011
5008,516149-182020
5009,023032-278076
5010,786454-210057
5010,448044-443018
5010,514176-327083
5011,717219-319065
5012,306190-560082
5012,194399-519064
5012,148011-292022
5013,907113-390030
5013,456041-769106
5013,133185-501078
5014,391154-520085
5014,836058-517022
5016,394404-314103
5016,018302-354009
5016,268093-545110
5017,898326-309036
5017,587089-456075
5017,094500-441048
5018,898326-309036
5018,587089-456075
5018,094500-441048
5019,978191-200090
5019,530438-740020
5019,251530-515059
5019,428030-145062
5020,978191-200090
5020,530438-740020
5020,251530-515059
5020,428030-145062
5022,172437-382009
5022,303399-572017
5023,956137-196065
5023,608229-544042
5023,268498-381051
5023,187397-605038
5026,235281-631024
5026,102546-541001
5026,434462-599097
5026,748332-124039
5027,108148-475055
5027,005106-753052
5027,697320-688023
5028,776381-192034
5030,992421-428102
5031,344041-713098
5032,220184-213024
5033,122020-735080
5033,309037-486067
5033,849027-385107
5034,120251-566035
5034,353062-375067
5034,367449-479063
5035,422087-501079
5036,366226-686096
5036,323351-636019
5036,426329-175009
5036,864341-467097
5037,298174-676047
5037,930235-601057
5037,521508-572012
5037,136462-758096
5038,743401-379100
5038,076008-674057
5038,439082-724105
5038,637275-167058
5041,077149-398054
5041,784546-508108
5041,470358-352109
5042,077149-398054
5042,784546-508108
5042,470358-352109
5043,825497-245101
5044,144375-542088
5044,513226-111013
5044,359249-636043
5045,552212-229054
5045,562407-125086
5045,243526-567059
5046,468051-120073
5046,764056-447096
5046,976140-421096
5046,962243-272030
5047,543072-640029
5047,077226-420024
5049,137215-655089
5049,993087-725068
5049,592478-727098
5049,627490-463022
5050,199414-767074
5050,145281-722073
5051,519412-605059
5051,847262-548108
5051,735379-304107
5051,349292-538081
5052,088133-184081
5053,088133-184081
5054,805043-710102
5057,390190-385066
5058,812016-161097
5058,375523-267020
5060,425061-775013
5060,545138-416031
5060,418071-463040
5060,294091-482042
5061,819078-207028
5061,129032-723066
5061,245310-522109
5061,894304-698022
5063,107182-216078
5063,697313-532027
5063,604070-303071
5064,107182-216078
5064,697313-532027
5064,604070-303071
5065,452226-129091
5065,740359-151055
5065,345409-137037
5065,925135-625059
5066,338519-692000
5066,073057-729108
5066,163105-677109
5068,539171-672001
5068,939432-389091
5070,930071-475019
5070,671529-338049
5070,182054-347033
5071,930071-475019
5071,671529-338049
5071,182054-347033
5074,875031-147099
5074,016210-512073
5074,950204-482027
5074,569044-133056
5075,297502-602021
5076,694258-611073
5077,386550-522088
5077,265463-355016
5077,735543-691078
5077,220184-407076
5078,116237-511023
5079,565398-293070
5079,131123-712105
5080,614047-578064
5080,828094-263034
5080,730544-776045
5080,386001-414024
5081,614047-578064
5081,828094-263034
5081,730544-776045
5081,386001-414024
5083,574327-132009
5083,604363-718009
5084,382255-308035
5086,290289-123077
5086,423211-166029
5087,429439-730074
5087,680554-674069
5087,826072-498057
5087,103381-143016
5088,149486-538089
5088,144375-542088
5088,068177-540069
5088,948548-664006
5089,338519-692000
5089,095549-752012
5089,137208-447100
5089,431185-488029
5090,819269-464033
5090,795115-595063
5091,493384-663095
5091,811507-172057
5091,183252-203016
5091,278323-323057
5092,493384-663095
5092,811507-172057
5092,183252-203016
5092,278323-323057
5093,281093-698053
5094,828094-263034
5094,617225-145069
5095,645413-736008
5095,435191-605030
5096,324209-478064
5096,749536-621039
5096,647072-455028
5096,973117-619007
5097,285066-727045
5098,366322-534076
5099,497522-120046
5099,758100-140039
5099,585366-394080
5099,004020-217081
5100,497522-120046
5100,758100-140039
5100,585366-394080
5100,004020-217081
5101,374144-262036
5101,077120-502082
5103,236384-471065
5104,574368-731042
5106,959118-128056
5106,297129-649022
5106,130018-196079
5107,579179-286016
5107,227118-675041
5108,677272-337099
5108,560189-146027
5109,749076-232046
5110,124285-625028
5111,346437-717022
5112,913423-590103
5112,018327-204096
5112,693481-274000
5112,547348-324107
5113,724202-600095
5113,933203-503107
5113,653253-501088
5114,666538-397101
5114,860073-326087
5114,368418-442075
5114,144508-706092
5117,861042-357057
5117,725311-749082
5117,269006-254065
5117,243242-207008
5118,502448-152016
5118,333252-112036
5118,956137-196065
5118,325166-733003
5119,410015-550047
5123,689481-659052
5123,767277-339080
5123,388397-616044
5123,519378-486063
5124,812311-483049
5124,416003-141059
5124,466404-259037
5125,464242-372096
5126,314195-175108
5127,711044-534078
5129,159341-250026
5129,133185-501078
5130,159341-250026
5130,133185-501078
5131,740149-774027
5132,683480-199100
5132,204297-183043
5132,480217-260036
5133,725227-288077
5134,619120-350110
5134,899022-141042
5135,663359-727055
5135,892329-193071
5135,265517-477051
5135,496264-381029
5136,163329-235065
5136,856009-657037
5137,388038-442077
5137,267164-463044
5137,796155-270107
5137,077363-317039
5139,169285-229068
5139,070185-210016
5139,464092-365044
5139,145193-179107
5140,256270-621024
5140,492548-137012
5141,800423-387011
5142,800423-387011
5143,631323-548090
5143,774545-164031
5144,131029-232028
5144,127228-488104
5144,246462-545032
5144,959526-113005
5145,131029-232028
5145,127228-488104
5145,246462-545032
5145,959526-113005
5146,132089-554002
5147,903321-299024
5147,583500-164001
5148,196225-623109
5148,189278-158061
5148,088381-716003
5148,133318-273100
5149,963325-629094
5150,705504-411077
5151,814538-702110
5151,050119-328008
5151,958494-306023
5152,608512-467037
5152,260002-288070
5152,230524-622108
5153,608512-467037
5153,260002-288070
5153,230524-622108
5156,216414-122056
5160,342200-206024
5160,400333-497079
5160,907344-369011
5161,350407-462081
5161,882377-477010
5162,398273-246016
5162,809484-156065
5163,398273-246016
5163,809484-156065
5164,775526-404103
5164,116545-494074
5164,821215-530046
5164,353103-112014
5165,508294-673048
5165,418225-740075
5165,530078-124070
5165,514128-753046
5166,892482-120010
5166,775266-745098
5166,978275-410074
5168,725064-390073
5168,868326-420052
5170,850404-397082
5171,544261-332046
5171,345115-603108
5171,514531-623105
5172,708363-400083
5172,222477-737106
5173,891316-712046
5174,095483-148046
5174,874547-264000
5175,539494-414099
5175,853193-703049
5175,121535-465082
5175,492534-130024
5176,240007-562018
5176,650205-335078
5176,790381-465063
5176,073029-527052
5177,387523-487033
5178,023032-278076
5178,425061-775013
5179,781376-684042
5179,303325-647080
5180,579305-161033
5181,823351-709025
5181,508072-206058
5181,969415-124002
5181,016262-572074
5182,561376-729048
5184,428394-640059
5184,558233-631016
5184,340093-577068
5184,262379-162030
5186,718360-615092
5186,281402-476064
5186,015172-591014
5187,560167-226103
5187,826197-702054
5188,081236-616062
5188,597346-346008
5188,607370-699095
5188,977052-723033
5191,718213-414003
5191,749128-546062
5192,013188-581009
5193,013188-581009
5195,687158-182106
5195,658049-394088
5195,436047-196020
5196,465373-285095
5196,786222-598092
5197,465373-285095
5197,786222-598092
5198,020495-215096
5198,743542-281088
5199,098135-151100
5199,268524-146001
5199,352046-192061
5200,562374-548098
5200,211347-555102
5201,562374-548098
5201,211347-555102
5204,451219-673003
5204,290385-195093
5205,451219-673003
5205,290385-195093
5206,451081-658067
5206,594101-397015
5207,339164-228069
5207,065515-432076
5209,282122-730108
5209,498312-540060
5211,095244-389082
5212,942295-608053
5212,406404-511010
5212,031355-281003
5215,930539-612033
5215,440539-723026
5215,214210-526043
5216,545226-608075
5216,541309-383040
5217,166461-725052
5218,201276-684084
5222,259057-616065
5222,718271-301058
5222,954062-388046
5222,790381-465063
5223,826197-702054
5223,899260-193049
5224,764086-324066
5224,486255-515093
5224,568148-121090
5224,037383-358040
5225,946283-693090
5225,780389-422076
5225,187253-528068
5225,129138-605076
5226,412230-695012
5227,017411-488044
5227,650327-691101
5227,781101-758098
5227,251358-444018
5228,251511-521062
5228,433349-270061
5228,924391-647091
5229,699374-473019
5229,137208-447100
5229,020379-402023
5229,953249-226002
5231,339530-120065
5231,396404-315101
5231,653348-661105
5231,490051-623022
5232,491167-586107
5232,130311-554087
5233,803360-315110
5233,522334-447078
5233,211361-185014
5234,137058-239050
5234,053374-303036
5234,680104-726042
5235,212463-668110
5235,568453-599009
5235,657491-195090
5235,628224-249063
5236,686423-362067
5236,136548-386031
5236,114402-262076
5239,339246-465036
5240,454263-762104
5240,946227-592085
5241,765326-509057
5243,734099-651059
5243,063409-297048
5243,081223-596066
5245,787073-215061
5245,181156-141091
5245,597346-346008
5246,918224-136086
5246,500248-141083
5247,918224-136086
5247,500248-141083
5248,040346-198092
5248,526050-604081
5248,084554-311084
5248,004131-596093
5249,040346-198092
5249,526050-604081
5249,084554-311084
5249,004131-596093
5251,963070-129067
5251,646068-163079
5252,480323-569054
5252,329003-307096
5252,470306-315068
5252,442219-722100
5253,132297-120050
5253,301069-197032
5253,902028-507067
5253,634074-690074
5254,221441-261020
5254,250424-597017
5255,410259-300036
5255,739175-311097
5255,075012-775054
5255,411122-446105
5256,871104-667100
5257,207329-373018
5257,448441-266103
5257,869145-198037
5257,010038-331110
5258,532189-617107
5258,329522-521012
5259,532189-617107
5259,329522-521012
5260,387380-479043
5260,069547-374024
5261,513020-465056
5261,513226-111013
5263,201391-421036
5264,798554-697014
5266,867478-416059
5266,776090-693068
5266,032468-320096
5266,276237-671070
5267,246554-237110
5267,535309-113053
5267,206338-454004
5268,370109-739029
5268,841114-343066
5268,722015-561027
5269,612433-440014
5270,011191-658083
5270,255080-436025
5270,905178-463017
5270,347456-276105
5272,229550-289046
5273,110245-283110
5273,449182-601056
5276,632256-387042
5277,496480-393107
5277,350283-536005
5278,700554-510025
5278,050122-447024
5278,431526-419038
5278,705363-135101
5279,109486-228050
5279,969104-244014
5279,031218-651043
5280,365360-539080
5280,860095-348052
5281,516321-188065
5281,429050-562076
5281,423211-166029
5282,373526-255104
5282,081077-729063
5282,353092-731031
5282,296358-570028
5283,757150-479060
5283,667077-193079
5285,839105-213037
5285,651385-733044
5286,828071-440045
5286,011226-436030
5286,152333-719040
5287,758454-613064
5287,809425-455028
5287,698294-674071
5288,446362-400047
5290,191122-216014
5290,077309-305009
5291,576232-116080
5291,458095-746084
5291,636432-198095
5291,913090-449058
5294,949159-613074
5294,345518-418010
5294,508072-206058
5295,949159-613074
5295,345518-418010
5295,508072-206058
5296,120023-251035
5296,685542-274015
5296,441202-158023
5297,120023-251035
5297,685542-274015
5297,441202-158023
5299,018327-204096
5300,396534-388077
5300,104483-459061
5301,681142-697104
5301,686097-223073
5301,722015-587028
5302,681142-697104
5302,686097-223073
5302,722015-587028
5304,932134-254101
5304,058288-301068
5304,361303-584066
5304,477343-412004
5305,837181-561078
5305,102478-212023
5306,201142-500031
5306,181459-665030
5306,077314-714023
5306,641140-141018
5307,471550-113064
5311,332384-724070
5311,704127-401080
5311,631239-674022
5312,873477-279019
5312,272117-276096
5312,642270-492085
5313,255264-435087
5313,812508-514021
5314,245016-349029
5314,548102-667108
5314,869370-375041
5315,126141-162063
5316,823351-709025
5316,041010-688066
5316,499283-420094
5317,265259-192037
5317,379181-237003
5318,888304-359096
5318,230433-547001
5318,690509-575013
5318,463077-159008
5319,422133-749084
5319,680114-616071
5320,342071-132025
5320,659190-749094
5320,591079-322071
5320,751375-390093
5321,043130-577070
5322,025052-445036
5322,624287-761036
5322,292221-359084
5324,794443-366002
5326,971441-137108
5326,790381-465063
5326,171363-432104
5326,265346-235031
5327,280350-204008
5327,268109-459009
5327,468494-371089
5328,013445-138000
5328,346464-651012
5328,685507-509013
5329,350444-629011
5329,447117-236043
5329,516166-767051
5331,904308-227099
5331,300253-511068
5331,094463-332001
5332,252235-480100
5332,321089-602056
5332,435371-234026
5332,799286-502012
5333,252235-480100
5333,321089-602056
5333,435371-234026
5333,799286-502012
5335,412070-700046
5335,103508-427050
5335,455276-526099
5336,967133-440032
5337,967133-440032
5338,626137-725008
5338,811274-729034
5338,557327-232054
5339,626137-725008
5339,811274-729034
5339,557327-232054
5340,857270-257010
5341,333443-526010
5341,670192-439011
5341,256210-252054
5341,629240-185019
5342,163295-159034
5342,186321-367104
5343,972491-495023
5343,116070-596033
5343,187405-697057
5345,752507-598103
5345,569250-283103
5345,437031-608093
5346,004493-434067
5346,048186-581059
5346,815358-188004
5349,799365-571092
5349,374197-384001
5351,687126-188021
5351,976266-307056
5351,708363-400083
5351,123234-354103
5352,369425-289004
5352,417545-208011
5353,369425-289004
5353,417545-208011
5354,052464-492043
5354,412230-695012
5354,648156-437032
5354,257288-349043
5357,353146-257042
5357,315523-293057
5359,520095-548030
5360,554149-492046
5360,264368-238019
5361,554149-492046
5361,264368-238019
5362,087536-740081
5362,167301-544011
5364,560189-146027
5364,821483-231019
5364,848298-640057
5364,779054-205025
5365,700522-372061
5365,166259-178065
5365,588165-135024
5367,592322-711058
5367,594098-437099
5367,890001-663066
5367,678320-686066
5368,902214-609057
5369,394404-314103
5371,201518-235044
5371,188161-464032
5371,057498-701063
5373,218503-744067
5374,601533-431050
5374,747535-688048
5374,668286-498040
5374,027409-689011
5375,439551-279100
5375,505497-373073
5375,502335-282080
5375,387523-487033
5377,699362-522082
5377,680392-639077
5377,426058-152039
5378,517026-298020
5378,458057-345019
5379,809347-533002
5379,626347-206035
5379,690174-328040
5380,377019-497098
5381,701393-738029
5381,734099-651059
5381,259222-186051
5384,569316-414009
5384,780134-270063
5384,829109-112026
5384,621382-602023
5385,280107-686055
5386,280107-686055
5387,269388-283027
5387,580031-700104
5387,649241-137057
5387,189459-177108
5388,029322-583083
5388,770383-731065
5388,489125-705101
5389,268109-459009
5390,889254-592024
5390,669543-520066
5390,113223-531097
5391,491376-665043
5391,790502-428084
5392,096114-663028
5392,425087-365024
5393,353201-600103
5395,170264-460054
5395,194199-309108
5395,349292-538081
5396,124541-402009
5397,399300-413101
5397,252236-612094
5397,543525-663072
5397,489066-363029
5400,350237-465029
5400,697320-688023
5401,353103-112014
5402,751534-581042
5402,299321-433057
5402,550495-272013
5403,502445-717048
5403,468534-476030
5404,649535-251079
5404,932178-767046
5404,786230-441006
5405,656134-397050
5405,626431-411095
5405,576197-686031
5405,607393-312035
5406,585077-730015
5406,960162-712005
5406,430121-261085
5406,149486-538089
5407,459021-367033
5407,361229-262056
5407,298135-170037
5407,284308-738058
5408,113313-509039
5408,830185-465108
5409,113313-509039
5409,830185-465108
5410,442245-623004
5410,656036-253003
5410,730315-203011
5410,688187-361011
5411,258490-502081
5411,528434-555005
5411,470306-315068
5411,709115-587088
5412,448044-443018
5412,991058-519098
5412,726091-716068
5412,171281-197007
5413,708517-649059
5414,922234-498092
5414,807532-136100
5414,094012-565102
5414,939179-120101
5415,407016-423006
5415,451537-195058
5415,196466-255073
5416,281549-619062
5416,657390-553061
5416,773286-358108
5418,433162-458040
5419,728015-236029
5419,825549-390041
5419,276165-328105
5420,226469-647015
5420,587525-758108
5420,446362-400047
5420,754304-596088
5422,658116-404041
5422,506411-375109
5422,064121-555042
5423,457454-697043
5423,546420-175035
5424,749076-232046
5424,517297-679095
5425,544299-217038
5425,827315-690077
5425,337543-578055
5426,801320-372049
5426,694476-540088
5427,055524-426006
5428,637281-518011
5428,438036-143036
5428,155537-672007
5430,254331-296024
5430,284286-606065
5431,881436-133081
5431,771116-267027
5431,871267-627099
5431,406021-222047
5433,735273-203004
5434,927089-240026
5434,103434-704012
5434,989515-533061
5435,638037-193008
5435,374225-301074
5436,902214-609057
5436,853403-438063
5436,486407-420103
5436,062271-691061
5437,321284-734041
5437,279252-248015
5437,777413-695100
5438,209312-524067
5438,128164-589014
5438,241333-413022
5439,942069-613108
5439,792120-274016
5440,024053-267023
5441,123291-330001
5441,114389-662106
5442,079544-431076
5443,594253-624082
5444,594253-624082
5445,034444-113078
5445,105428-215083
5445,155006-122082
5445,767471-139076
5446,248091-408031
5447,287339-121105
5447,349425-605106
5448,186387-298066
5448,792175-299038
5448,216533-139045
5448,131123-712105
5449,624036-525106
5449,995189-464100
5449,337209-261051
5449,360331-168060
5450,793221-689075
5450,046102-431022
5451,053019-542046
5452,606548-617048
5452,778519-283037
5452,259548-358072
5453,088525-723029
5453,192367-403023
5453,073527-759048
5454,901370-490074
5455,041547-755059
5455,731408-457051
5459,683404-143076
5461,741463-290052
5461,535531-476025
5461,991431-542070
5462,343488-590027
5462,462109-286007
5463,278308-153034
5467,245248-290034
5467,389401-262048
5467,767098-237043
5468,072000-591106
5468,356001-528007
5468,839486-525061
5470,367119-234038
5470,895295-203089
5470,020338-232022
5470,101094-169059
5474,827300-282099
5474,778021-244022
5474,166011-644101
5474,279289-767056
5475,600511-731079
5476,826254-350021
5477,826254-350021
5478,247197-743067
5480,364311-659007
5481,720038-218021
5481,728290-221036
5483,615084-272063
5483,488073-310033
5484,615084-272063
5484,488073-310033
5486,754471-550050
5486,012444-592029
5487,754471-550050
5487,012444-592029
5488,901027-506058
5488,035347-733060
5488,736142-222107
5488,855257-579063
5489,930539-612033
5490,359077-358031
5490,821205-418026
5490,756209-688018
5490,812311-483049
5491,185394-295103
5491,980116-693034
5492,143314-174056
5492,121236-326096
5492,499443-392100
5493,143314-174056
5493,121236-326096
5493,499443-392100
5494,192374-454008
5494,853178-448084
5494,881187-464002
5495,110182-772039
5495,047263-355074
5495,530047-147072
5495,320414-705039
5496,394070-517092
5496,386030-302059
5496,106149-277058
5496,793484-468055
5497,456161-716108
5498,848175-254005
5498,563343-595050
5498,332053-280105
5498,327002-218015
5500,597150-475109
5500,855537-631098
5500,227321-198045
5500,593072-384090
5503,989502-340019
5506,233198-598026
5506,269006-254065
5506,087080-118103
5506,823051-583074
5508,984547-316065
5508,915497-770015
5508,600492-626080
5509,439372-644057
5509,553391-676073
5510,214495-494068
5510,697313-532027
5510,134065-196067
5510,240365-372101
5513,858325-489098
5513,281209-474001
5513,208130-471064
5513,837263-149036
5514,686062-726095
5515,266503-537039
5516,666147-525061
5516,227443-573045
5516,720146-331003
5517,729059-263104
5518,796126-384110
5518,880012-729081
5519,680392-639077
5519,282122-730108
5519,320012-757108
5519,839143-204107
5520,680392-639077
5520,282122-730108
5520,320012-757108
5520,839143-204107
5521,236353-611025
5522,658330-180018
5522,643319-217102
5524,212395-653006
5524,986389-391029
5525,101336-540019
5525,992201-237074
5525,829449-664047
5525,270331-142080
5526,576331-689042
5526,032213-231047
5526,088487-623014
5528,898507-324084
5528,573096-250058
5528,743047-561087
5529,898507-324084
5529,573096-250058
5529,743047-561087
5530,712303-117011
5530,017202-711018
5531,399133-763064
5531,075441-199041
5531,971441-137108
5534,083418-318013
5534,362379-429038
5534,414102-487082
5535,179169-747062
5536,712437-394050
5537,739416-420009
5537,910000-615101
5539,153364-610068
5539,711321-256067
5540,567209-205072
5541,672104-500071
5542,936040-668004
5543,936040-668004
5545,260002-288070
5545,689411-134070
5545,839143-204107
5545,412356-618033
5546,260002-288070
5546,689411-134070
5546,839143-204107
5546,412356-618033
5547,171281-197007
5548,975048-575100
5549,743401-379100
5549,213467-235069
5549,267462-214035
5549,548365-242048
5550,803360-315110
5550,885188-735004
5551,190055-568090
5551,541258-585068
5551,555290-597090
5552,190055-568090
5552,541258-585068
5552,555290-597090
5553,113313-509039
5553,593144-298097
5553,282318-242093
5554,384280-268014
5554,720088-552013
5554,535449-725106
5554,492014-216044
5555,576331-689042
5555,484251-157099
5556,618182-431064
5557,133334-475105
5560,226304-450094
5560,281082-456014
5561,658216-168052
5561,721204-350063
5564,565489-444000
5565,565489-444000
5566,184202-167017
5566,736268-704101
5566,645372-626021
5567,748023-575110
5567,745527-608059
5568,833029-158060
5568,343480-544070
5569,673090-192057
5570,299383-120078
5570,952157-231025
5570,751394-154066
5571,457410-577011
5572,457410-577011
5573,843217-322094
5573,341505-251070
5573,602097-758053
5573,233195-298060
5574,677085-757002
5574,805454-309002
5574,656157-659003
5575,736294-182081
5575,126163-766081
5575,517509-134096
5576,164261-645101
5577,367449-479063
5577,196148-450000
5577,038214-418008
5578,807075-143033
5578,537168-128101
5578,735273-203004
5578,665415-366062
5579,443318-119048
5579,114303-363055
5579,151217-744035
5579,252095-441024
5580,337543-578055
5581,734001-533103
5581,495446-543098
5581,852165-452108
5582,792345-603058
5583,876439-425028
5583,250057-574013
5584,201483-694012
5584,615420-185002
5584,130311-554087
5584,072021-302031
5585,078048-362046
5585,226455-337110
5585,917360-249060
5585,632529-354001
5586,891044-569031
5588,047206-499109
5588,286535-744051
5588,753279-695012
5588,099441-405027
5589,438009-653074
5589,747371-603068
5589,748133-536042
5590,610439-750098
5590,275330-639090
5590,573401-270001
5590,028386-175104
5591,103305-327013
5591,248379-435082
5592,103305-327013
5592,248379-435082
5593,319554-330000
5593,588010-330015
5593,858126-643021
5593,460164-314015
5594,634159-165062
5594,670195-643089
5594,698200-693049
5594,617124-713026
5596,435167-376088
5596,088188-170076
5596,191495-474049
5597,959320-656002
5597,868055-616056
5598,597109-609053
5598,121120-208009
5599,499222-357089
5600,499222-357089
5601,426090-241050
5601,998272-396053
5601,654453-704025
5601,501064-761071
5602,274468-591007
5603,366386-221065
5604,470413-579003
5605,441330-691082
5606,421330-157097
5606,746440-674017
5606,642013-761068
5607,421330-157097
5607,746440-674017
5607,642013-761068
5608,582482-431005
5608,918211-772110
5609,345230-385017
5613,630379-377094
5613,231371-433083
5613,871267-627099
5615,368463-207048
5615,035347-733060
5615,715544-515092
5615,240307-680079
5616,675487-380047
5616,677535-343046
5618,443228-264088
5619,802187-147056
5619,161462-180077
5619,504065-362061
5619,767349-527028
5620,406443-264001
5620,058022-396072
5621,406443-264001
5621,058022-396072
5622,043362-590076
5622,509416-348090
5622,745031-628028
5623,593368-402075
5623,673267-552035
5623,257119-348052
5623,300372-389096
5624,593368-402075
5624,673267-552035
5624,257119-348052
5624,300372-389096
5626,067071-366012
5627,451219-673003
5627,934430-222103
5627,960289-441047
5628,269115-599062
5629,269115-599062
5630,916252-445055
5630,216098-334007
5630,516031-621007
5631,916252-445055
5631,216098-334007
5631,516031-621007
5632,068455-579092
5632,863000-706061
5632,889254-592024
5632,071459-725103
5633,783041-347019
5634,186476-544007
5634,884353-234109
5635,105041-408052
5635,927089-240026
5635,741310-663001
5636,105041-408052
5636,927089-240026
5636,741310-663001
5637,801270-618031
5638,801270-618031
5639,253421-570047
5640,198117-140017
5640,375397-678057
5642,689463-714061
5643,364401-182109
5643,192374-454008
5643,387329-450018
5644,364401-182109
5644,192374-454008
5644,387329-450018
5645,024114-235037
5645,432219-120070
5645,412196-293089
5645,855044-243080
5646,588507-618059
5646,576197-686031
5647,454437-413045
5647,812508-514021
5647,499327-618021
5647,830459-448000
5648,703426-511074
5648,168298-676058
5648,145195-496092
5649,484002-751027
5649,101336-540019
5650,732325-414002
5651,097252-150023
5651,017447-664075
5651,190081-430081
5651,245193-604004
5652,097252-150023
5652,017447-664075
5652,190081-430081
5652,245193-604004
5654,831431-292034
5654,735379-304107
5655,181377-265034
5657,276204-663037
5657,212388-254024
5658,774400-504040
5658,418052-192085
5662,036007-182030
5663,076001-460055
5663,849244-254061
5663,004370-271099
5666,450030-595033
5670,222284-409007
5670,853403-438063
5670,237188-379044
5671,554279-631024
5671,807296-743034
5671,068097-300025
5672,775091-322031
5672,363429-244078
5672,027488-611028
5673,658499-171097
5673,208530-184036
5673,489463-126026
5673,382102-488020
5674,658499-171097
5674,208530-184036
5674,489463-126026
5674,382102-488020
5675,934037-680034
5675,710067-499095
5675,819262-258072
5675,249425-737012
