item_id,item_desc,dept_id,dept_desc,catg_id,catg_desc,prodClass,prodBrand,item_price,item_cost,next_dept_id,next_catg_id,item_weight
2522-e93a,Kikkerland FL41 Clothespin Bik,12,Sports and Outdoors,140,Bikes, Bike Accessories ,Kikkerland Design,6,3,8,13,3
2523-59a3,Kimberly-Clark 01804 9.25 x 9.,10,Household Essentials,127,Paper and Plastic, Paper Towels,Kimberly-Clark,60.47,36.28,8,146,36
2525-76d3,Kimtech Prep Surface Disinfect,10,Household Essentials,123,Cleaning Supplies, Surface Care and Protection,KIMTECH,326.14,228.3,8,139,228
2529-617e,KING BIRD 3 Bow Boat Bimini To,8,Health,95,Vitamins and Supplements, Homeopathic Remedies ,KING BIRD,119.99,48,6,102,48
2531-6381,King Research Barbicide Disinf,10,Household Essentials,123,Cleaning Supplies, Surface Care and Protection,King Research,29.99,12,8,139,12
2532-acc4,Kingfisher Lane 6 Drawer Doubl,3,Baby,13,Nursery and Decor, Baby Dressers ,Kingfisher Lane,270.99,162.59,5,19,163
2533-dc70,Bluetooth Body Fat Weight Scal,7,Electronics,57,Smart Home, Smart Health and Fitness ,kingslim,23.99,7.2,6,44,7
2534-c868,Arch Idler Pulley Chain Tensio,12,Sports and Outdoors,140,Bikes, Bike Accessories ,KingsMotorBikes,19,9.5,8,13,10
2535-c03c,Small Chain Sprocket for 415 C,12,Sports and Outdoors,140,Bikes, Bike Components ,KingsMotorBikes,11,5.5,8,13,6
2536-69d1,Kinsman Gait Belt with Quick R,8,Health,78,Home Health Care, Bedroom Aids and Safety,Kinsman Enterprises,11.99,7.19,6,86,7
2537-e229,Reach N Scratch,8,Health,78,Home Health Care, Daily Living Aids,KINSMAN ENTERPRISES INC,14.99,4.5,6,86,5
2538-0584,Pro Line Evolution 17G Tennis ,11,Personal Care,17,Bath and Body, Bar Soap,KIRSCHBAUM,15.49,6.2,8,17,6
2539-684d,120 X Automatic Bleach Toilet ,10,Household Essentials,121,Bathroom, Bathroom Cleaners,KIRWV KILWXFGH DBTC-20903-24 30PACK,94.29,37.72,8,130,38
2541-7fa3,Kiwi Leather Care Travel Kit 1,10,Household Essentials,129,Shoe Care and Repair, Kiwi Shoe Care,Kiwi,49.99,25,8,4,25
2542-caa8,Kiwi Shoe Polish - Black Giant,10,Household Essentials,129,Shoe Care and Repair, Kiwi Shoe Care,Kiwi,14.64,7.32,8,4,7
2543-8987,KIWI Scuff Cover White 2.40 oz,10,Household Essentials,123,Cleaning Supplies, Surface Care and Protection,KIWI,10.47,5.24,8,139,5
2544-0267,Double Wheel Internal Frame En,12,Sports and Outdoors,140,Bikes, Bike Accessories ,KKmoon,128.2,51.28,8,13,51
2545-a0fc,Klean Kanteen Stainless Steel ,3,Baby,11,Feeding, Sippy Cups,Klean Kanteen,18.95,9.48,5,7,9
2546-d83d,KM Paintball Mask Wraps - Spec,5,Books,40,Childrens and Kids Books, Crafts Hobbies and Activities Kids Books,KM Paintball,8.95,5.37,5,44,5
2547-890a,KM Paintball Mask Wraps - Spec,5,Books,40,Childrens and Kids Books, Crafts Hobbies and Activities Kids Books,KM Paintball,8.95,2.69,5,44,3
2548-6939,KMC S1 Chain - Single Speed 1/,12,Sports and Outdoors,140,Bikes, Bike Components ,Kmc,18.63,7.45,8,13,7
2549-615f,Z410 Rust Buster Bicycle Chain,12,Sports and Outdoors,140,Bikes, Bike Components ,KMC,15.79,9.47,8,13,9
2550-0975,KMC Chain K710SLx100L Bike Cha,12,Sports and Outdoors,140,Bikes, Bike Components ,KMC CHAIN,22.99,13.79,8,13,14
2551-890b,KMC Chain #415H-NPx98LSilver B,12,Sports and Outdoors,140,Bikes, Bike Components ,KMC CHAIN,17.95,7.18,8,13,7
2552-7358,KMC Chain Z410x112L Bicycle Ch,12,Sports and Outdoors,140,Bikes, Bike Components ,KMC CHAIN,10.28,3.08,8,13,3
2553-0c42,KMC Chain Z410x112L PURPLE Bik,12,Sports and Outdoors,140,Bikes, Bike Components ,KMC CHAIN,9.99,4,8,13,4
2554-7398,KMC XD XD137 FMJ Black 20x10 8,12,Sports and Outdoors,142,Outdoor Sports, Shooting ,KMC XD,295.11,177.07,8,4,177
2555-5377,Custom Made Damascus Steel Hun,12,Sports and Outdoors,142,Outdoor Sports, Shooting ,Knife World,39.95,11.99,8,4,12
2556-154f,Uchigatana Replica Anima Sword,12,Sports and Outdoors,142,Outdoor Sports, Shooting ,Knife World,33.95,10.19,8,4,10
2557-c489,Frog Strobe Front - Lime,12,Sports and Outdoors,140,Bikes, Bike Accessories ,Knog,1.99,1.19,8,13,1
2561-dcd0,Kogel Bearings PF30 (road) all,12,Sports and Outdoors,140,Bikes, Bike Components ,Kogel Bearings,198.49,138.94,8,13,139
2562-5d4e,Kogel Bearings BSA-24 (mtb) al,12,Sports and Outdoors,140,Bikes, Bike Components ,Kogel Bearings,173.67,104.2,8,13,104
2563-b477,2 in 1 Bug Zapper LED Bulb E27,10,Household Essentials,126,Light Bulbs, Specialty Light Bulbs ,Kojooin,8.87,2.66,8,124,3
2564-2084,Contours Bitsy Double Side by ,3,Baby,14,Strollers, See All Strollers,Kolcraft,349.99,140,5,12,140
2565-7ba4,Kolcraft Roscoe 3-in-1 Convert,3,Baby,13,Nursery and Decor, Baby Cribs ,Kolcraft,250,150,5,19,150
2566-c067,Giant Telescopic Fly Swatter D,10,Household Essentials,128,Pest Control, All Pest Control,Kole Imports,67.41,20.22,8,149,20
2567-513f,Practice Baseballs,12,Sports and Outdoors,144,Sports, Baseball Gear and Equipment ,Kole Imports,61.48,30.74,8,19,31
2568-969d,Bulk Buys OL642-15 Sport Stopw,12,Sports and Outdoors,144,Sports, Baseball Gear and Equipment ,Kole Imports,44.17,26.5,8,19,27
2569-5b6d,1 X Soft Cloth Bath Pillow Spa,11,Personal Care,17,Bath and Body, Loofahs Bath Sponges and Accessories,KOLE IMPORTS,14.44,5.78,8,17,6
2571-44f9,4 Pack Konsyl Supplement Laxat,8,Health,73,Fiber Supplements, Psyllium Fiber,Konsyl,64.83,32.42,6,48,32
2572-bb0a,Kool Kovers Shimano SPD-SL Cle,12,Sports and Outdoors,140,Bikes, Bike Components ,Kool Kovers,14.74,10.32,8,13,10
2573-b7d5,Koolscape 270 gal Liner Pond K,8,Home and Garden,113,Patio and Outdoor Decor, Pond Liners and Kits,Koolatron,119.03,71.42,6,144,71
2575-8c28,(4 Pack) Kotex Ultra Thin Long,11,Personal Care,133,Feminine Care, U by Kotex ,Kotex,23.39,7.02,8,22,7
2576-f6b1,U by Kotex Security Tampons Su,11,Personal Care,133,Feminine Care, All Feminine Care,Kotex,6.98,3.49,8,22,3
2577-edd5,U By Kotex CleanWear Ultra Thi,11,Personal Care,133,Feminine Care, U by Kotex ,Kotex,6.97,2.79,8,22,3
2578-cc2a,KPC Pro Skateboard Heartagram ,10,Household Essentials,128,Pest Control, Insect and Pest Repellents,KPC,44.95,22.48,8,149,22
2579-6764,Seattle Seahawks 3 Ball Roller,12,Sports and Outdoors,144,Sports, Bowling ,KR Strikeforce Bowling Bags,148.44,103.91,8,19,104
2581-f4d9,Krash Dont Shred on Me Hardshe,12,Sports and Outdoors,140,Bikes, Bike Apparel and Footwear ,Krash!,30,9,8,13,9
2582-6cf2,Krator Z Bars Replacement Hand,12,Sports and Outdoors,140,Bikes, Bike Components ,Krator,41.99,21,8,13,21
2583-b3ae,Kids Adjustable Inline Skates ,8,Health,94,Superfoods and Cleanses, Body Cleanse ,Krown,29.95,17.97,6,138,18
2586-918f,KRYPTO KF 1230 COMBO CABLE 12m,12,Sports and Outdoors,140,Bikes, Bike Accessories ,Kryptonite,32.38,19.43,8,13,19
2588-5a9f,Lot of 2 Extra Long Shoe Horn ,10,Household Essentials,129,Shoe Care and Repair, All Shoe Care and Repair,KS,8.99,4.5,8,4,5
2589-9916,KT Tape Cotton Jumbo Roll (125,10,Household Essentials,129,Shoe Care and Repair, All Shoe Care and Repair,KT Tape,64.99,19.5,8,4,20
2590-596c,Ktaxon 3 in 1 Folding Adjustab,1,Toys,150,Outdoor Play, Bounce Houses ,Ktaxon,131.99,79.19,5,20,79
2591-6dab,Ktaxon Bike Repair Stand Adjus,2,Auto and Tires,3,Automotive Replacement Parts, Replacement Auto Parts,Ktaxon,47.99,24,6,2,24
2592-74d6,Ktaxon 7ft / 8ft / 9ft Folding,12,Sports and Outdoors,144,Sports, Gymnastics,Ktaxon,41.99,16.8,8,19,17
2593-afef,Ktaxon 3-Bike Trunk Mounted Ra,12,Sports and Outdoors,140,Bikes, Bike Accessories ,Ktaxon,34.99,14,8,13,14
2594-3ab7,Ktaxon Adult Life Jacket Vest ,12,Sports and Outdoors,142,Outdoor Sports, Water Sports ,Ktaxon,26.99,10.8,8,4,11
2595-1cb2,Ktaxon 200pcs about 3 Courses ,8,Health,75,Foot Care, Foot Creams and Lotions,Ktaxon,24.29,12.15,6,40,12
2596-218c,Ktaxon Electric Meat Grinder 3,8,Health,75,Foot Care, Foot Creams and Lotions,Ktaxon,23.99,14.39,6,40,14
2597-87b4,Ktaxon 180KG Digital LCD Bathr,8,Health,78,Home Health Care, Health Monitors ,Ktaxon,12.88,7.73,6,86,8
2600-d169,Kujo Attachi 27.5 x 2.10 in MT,12,Sports and Outdoors,140,Bikes, Bike Components ,Kujo,24.91,9.96,8,13,10
2601-f98e,Kujo Hamovack 24 x 1.95 in MTB,12,Sports and Outdoors,140,Bikes, Bike Components ,Kujo,12.49,6.25,8,13,6
2602-17a0,Kushies Nursing Pillow Lattice,3,Baby,11,Feeding, Nursing Pillows,Kushies,29.49,11.8,5,7,12
2603-fdb5,Kushies Crib Sheet Flannel Pin,3,Baby,11,Feeding, Nursing Pillows,Kushies,25.99,13,5,7,13
2604-f419,Kushies Organic Fitted Bassine,3,Baby,11,Feeding, Bibs and Burp Cloths,Kushies,9.84,5.9,5,7,6
2605-0586,Ben and Noa Fitted Bassinet Fl,3,Baby,13,Nursery and Decor, Changing Pads and Covers ,Kushies,7.35,3.68,5,19,4
2606-de0e,Sage Coconut Oil Kuumba Made 1,11,Personal Care,17,Bath and Body, Body Oils,Kuumba Made,9.53,2.86,8,17,3
2608-2f41,6x4x2 Folding Gymnastics Fitn,12,Sports and Outdoors,144,Sports, Field Equipment and Accessories,Kwanshop,65.29,32.65,8,19,33
2609-6eb6,Kwik Goal Cleat Brush with Pic,12,Sports and Outdoors,144,Sports, Baseball Gear and Equipment ,Kwik Goal,21.04,12.62,8,19,13
2610-d341,Kwik Goal Deluxe Scrimmage Ves,12,Sports and Outdoors,144,Sports, Referee and Scorekeeping,Kwik Goal,5,1.5,8,19,2
2611-d920,Airhead SPORTSSTUFF 53-1982 Ch,12,Sports and Outdoors,142,Outdoor Sports, Water Sports ,Kwik Tek,247.99,148.79,8,4,149
2612-e10f,Airhead Crayon Fish Kids 30-50,12,Sports and Outdoors,142,Outdoor Sports, Water Sports ,Kwik Tek,24.99,17.49,8,4,17
2614-8e4c,Quantum Health Super Lysine Pl,8,Health,83,Medicine Cabinet, Skin Treatments,L-Lysine Herpes Cold Sore,15.98,11.19,6,88,11
2615-0604,32 Commercial Grade Changing ,3,Baby,13,Nursery and Decor, Changing Pads and Covers ,L.A. Baby,26.09,15.65,5,19,16
2616-40e1,L. A. Baby Combo Pack with 32 ,3,Baby,13,Nursery and Decor, Changing Pads and Covers ,L.A. BABY,25.99,13,5,19,13
2617-197a,Babys Natural Slumber Crib Mat,3,Baby,13,Nursery and Decor, Crib and Baby Mattresses ,LA Baby,119.14,83.4,5,19,83
2618-95ac,Terry Changing Pad Cover,3,Baby,13,Nursery and Decor, Changing Pads and Covers ,LA Baby,15,6,5,19,6
2620-27ec,La Mexicana Chloralife Chlorop,8,Health,95,Vitamins and Supplements, Minerals ,La Mexicana,17.44,5.23,6,102,5
2622-c1e1,La Roche-Posay Anthelios SPF 5,4,Beauty,32,Premium Facial Skincare, Premium Sun Care and Sunscreens,La Roche-Posay,29.99,12,5,28,12
2623-3fc9,PUMPKIN La Tee Da Pluggable Fr,10,Household Essentials,121,Bathroom, Candles,LA TEE DA,13.45,8.07,8,130,8
2625-f698,Labebe Wooden Toy Storage Bin ,3,Baby,15,Toddlers Room, Toddler Furniture ,Labebbe,57.99,17.4,5,12,17
2626-1491,Labrada Lean Body Ready to Dri,8,Health,88,Protein and Fitness, Protein Shakes,Labrada,49.99,15,6,106,15
2627-a604,Lactaid Fast Act Lactase Enzym,8,Health,69,Digestive Health, Other Stomach Remedies,Lactaid,225.41,67.62,6,74,68
2628-e532,4 Pack - LACTAID Original Capl,8,Health,69,Digestive Health, Other Stomach Remedies,LACTAID,57.12,34.27,6,74,34
2629-08af,Lady Hagen Womens Clip Golf Vi,12,Sports and Outdoors,144,Sports, Golf Equipment ,Lady Hagen,43.19,21.6,8,19,22
2630-6ed3,LAFGUR Children Outdoor Sport ,12,Sports and Outdoors,144,Sports, Soccer ,LAFGUR,30.54,15.27,8,19,15
2631-5c8e,LAFGUR 1Pair Kids Adjustable B,12,Sports and Outdoors,140,Bikes, Bike Accessories ,LAFGUR,14.37,4.31,8,13,4
2632-8864,LAFGUR Yosoo Bunion Sleeve Pro,8,Health,75,Foot Care, Bunion Care,LAFGUR,7.1,3.55,6,40,4
2633-05b4,LAFGUR 5 Colors Sports Ski Sno,12,Sports and Outdoors,142,Outdoor Sports, Winter Sports ,LAFGUR,6.99,2.1,8,4,2
2636-a1da,Lambs and Ivy Little Woodland Pi,3,Baby,13,Nursery and Decor, Baby Decor ,Lambs and Ivy,54.99,22,5,19,22
2637-d22e,Lambs and Ivy Jungle Safari Whit,3,Baby,13,Nursery and Decor, Lambs and Ivy,Lambs and Ivy,17.99,12.59,5,19,13
2638-7ec6,Elbow Support Hinged Elbow Arm,8,Health,83,Medicine Cabinet, Skin Treatments,LANBOWO,18.3,12.81,6,88,13
2639-73b6,Lancaster 4 in 1 Air Hockey Po,12,Sports and Outdoors,143,Recreation, Game Room ,Lancaster Gaming Company,434.99,130.5,8,14,131
2657-61d7,Laser Edge Tennis String Anthr,12,Sports and Outdoors,144,Sports, Pickleball ,LASERFIBRE,12.94,7.76,8,19,8
2658-8374,Marv Shoulder Bag Tiles blue,3,Baby,7,Baby Activities and Gear, Diaper Bags,Lassig,19.99,11.99,5,23,12
2659-4491,Last Punch MMA Fighting Gloves,3,Baby,11,Feeding, Toddler Feeding,Last Punch,9.99,5,5,7,5
2660-09af,Last Punch MMA Black Hand Wrap,3,Baby,11,Feeding, Toddler Feeding,LAST PUNCH,6.99,3.5,5,7,4
2661-dab2,Lavanila The Healthy Body Butt,4,Beauty,29,Premium Bath and Body, Premium Body Lotions,Lavanila,18.81,9.41,5,39,9
2664-6906,Leader One Step Clear Wart Rem,8,Health,75,Foot Care, Wart,Leader,13.49,9.44,6,40,9
2665-1f28,Pillow Magic Triangle Inflatab,3,Baby,15,Toddlers Room, Toddlers Room Decor ,LeadingStar,9.35,3.74,5,12,4
2666-947b,Frog Inflatable Castle Leadzm ,1,Toys,150,Outdoor Play, Bounce Houses ,LEADZM,288,144,5,20,144
2668-141e,Gigi 2 Turquoise Blue,8,Health,91,Sexual Wellness, Vibrators,LELO,111.2,77.84,6,129,78
2669-9a91,Big Bite #12 Electric SS .75Hp,8,Health,91,Sexual Wellness, Vibrators,LEM,499.95,299.97,6,129,300
2672-c582,Lemisol Plus Feminine Wash 16 ,11,Personal Care,133,Feminine Care, All Feminine Care,Lemisol,18.9,11.34,8,22,11
2673-9ff3,Donut Pillow Seat for Men and ,8,Health,78,Home Health Care, Mobility Equipment Accessories ,Lemon Hero,17.49,8.75,6,86,9
2676-9556,Leupold Alumina Flip-Up Long G,8,Health,78,Home Health Care, Home Diagnostic Tests ,Leupold,47.05,28.23,6,86,28
2677-6bc1,Levana Shiloh Willow Aria and ,3,Baby,12,Health and Safety, Levana Baby Monitors,Levana,96.86,48.43,5,18,48
2678-7783,Lezyne Cycling Alloy Drive M P,12,Sports and Outdoors,140,Bikes, Bike Accessories ,Lezyne,49.99,15,8,13,15
2679-f32e,Lezyne ABS-1 Pro HP Chuck Brai,12,Sports and Outdoors,140,Bikes, Bike Accessories ,Lezyne,17.99,10.79,8,13,11
2680-9b0f,Lezyne Flow Caddy with Organiz,12,Sports and Outdoors,140,Bikes, Bike Accessories ,Lezyne,15.99,6.4,8,13,6
2681-606b,LHCER Training Toilet for Todd,3,Baby,10,Diapering, Potty Training ,LHCER,29.93,14.97,5,1,15
2682-3b5c,HURRISE Hollywood Style LED Va,10,Household Essentials,126,Light Bulbs, All Light Bulbs,LHCER,20.13,10.07,8,124,10
2683-9877,LHCER Bike Headset Bottom Brac,12,Sports and Outdoors,140,Bikes, Bike Accessories ,LHCER,16.62,11.63,8,13,12
2684-f4b3,LHCER Table Tennis Racket Ping,3,Baby,11,Feeding, Breastfeeding,LHCER,13.99,9.79,5,7,10
2685-72e5,LHCER Helmet Lock HangerHelmet,12,Sports and Outdoors,140,Bikes, Bike Components ,LHCER,8.22,4.11,8,13,4
2686-a4a9,LHCER 10pcs Bike Derailleur Ca,12,Sports and Outdoors,140,Bikes, Bike Components ,LHCER,7.91,5.54,8,13,6
2687-b8b2,Liddell Laboratories Homeopath,8,Health,95,Vitamins and Supplements, Supplements,Liddell,24.47,14.68,6,102,15
2690-8fec,Life-Flo Magnesium Oil Sport R,8,Health,95,Vitamins and Supplements, Minerals ,Life-Flo,8.69,5.21,6,102,5
2692-fe10,Anjon LifeGuard 25 ft. x 25 ft,8,Home and Garden,113,Patio and Outdoor Decor, Pond Liners and Kits,LifeGuard Pond Liner,567.33,170.2,6,144,170
2693-4ffe,Lifeline Power Wheel for Ultim,8,Home and Garden,113,Patio and Outdoor Decor, Pond Liners and Kits,Lifeline First Aid,49.99,15,6,144,15
2694-cce6,Lifewit Large Folding Storage ,8,Home and Garden,103,Furniture, Living Room Furniture ,Lifewit,131.37,65.69,6,126,66
2696-b8b5,Lighting Science LED Flood Lig,10,Household Essentials,126,Light Bulbs, LED Light Bulbs,Lighting Science,23.22,11.61,8,124,12
2697-ed95,Lightning Nuggets Inc 0-47815-,10,Household Essentials,126,Light Bulbs, LED Light Bulbs,Lightning Nuggets,12.13,8.49,8,124,8
2698-e022,LIGHTSMAX Solar Powered Light ,10,Household Essentials,128,Pest Control, All Pest Control,LIGHTSMAX,19.52,7.81,8,149,8
2699-ace6,LIGHTSMAX Solar Powered Light ,10,Household Essentials,128,Pest Control, All Pest Control,LIGHTSMAX,19.52,5.86,8,149,6
2700-2c9a,2 PK 2018 MOST POWERFUL LIGHTS,10,Household Essentials,128,Pest Control, All Pest Control,LIGHTSMAX,17.82,7.13,8,149,7
2701-0a44,2018 MOST POWERFUL LIGHTSMAX I,10,Household Essentials,128,Pest Control, All Pest Control,LIGHTSMAX,11.68,8.18,8,149,8
2702-70fc,4 Pack - Lil Critters Gummy Vi,8,Health,95,Vitamins and Supplements, Multivitamins ,Lil Critters,55.37,22.15,6,102,22
2703-8fe0,Lil Critters Omega-3 DHA 300 C,8,Health,95,Vitamins and Supplements, Fish Oils and Omegas ,Lil Critters,27.79,16.67,6,102,17
2704-9661,LIl Critters Gummy Vites Multi,8,Health,95,Vitamins and Supplements, Fish Oils and Omegas ,Lil Critters,21.47,15.03,6,102,15
2705-44a0,6 Pack Legatrin PM Caplets Adv,8,Health,86,Pain Relievers, Headaches and Fever,Lil Drug Store,58.5,29.25,6,37,29
2706-45e4,Lillian Rose Love At First Sig,3,Baby,13,Nursery and Decor, Baby Decor ,Lilian Rose,17.9,5.37,5,19,5
2709-2c37,Adult Blood Pressure Cuff Delu,8,Health,78,Home Health Care, Blood Pressure Monitors,LINE2design,13.99,7,6,86,7
2710-088c,Kansas State Golf Glove - Smal,12,Sports and Outdoors,145,Sports Fan Shop, Sports and Outdoor Play Fan Shop ,LinksWalker,19.85,9.93,8,13,10
2711-568d,Refrigerator Thermometer Linnn,8,Health,83,Medicine Cabinet, Thermometers ,Linnnzi,19.99,6,6,88,6
2712-43e1,Liquid Force Transit Wakeboard,8,Health,88,Protein and Fitness, Protein Shakes,Liquid Force,212.49,85,6,106,85
2713-460c,Liquid Force 2018 Floating 8 ,12,Sports and Outdoors,142,Outdoor Sports, Water Sports ,Liquid Force,59.49,41.64,8,4,42
2714-0ca8,6 Pack Listerine Pocket Mist C,11,Personal Care,136,Oral Care, Oral Accessories,LISTERINE,29.71,11.88,8,22,12
2715-a9fc,4 Pack - Listerine Ready! Tabs,11,Personal Care,136,Oral Care, Listerine,LISTERINE,21.46,6.44,8,22,6
2716-19ff,Listerine Pocketmist Cool Mint,11,Personal Care,136,Oral Care, Oral Accessories,LISTERINE,15.05,7.53,8,22,8
2717-5a8f,Listerine Ready! Tabs Chewable,11,Personal Care,136,Oral Care, Listerine,LISTERINE,5.97,1.79,8,22,2
2718-849a,Litehouse Garlic Herbs 1.58 Oz,11,Personal Care,136,Oral Care, Dental Floss,Litehouse,7.49,3,8,22,3
2720-2789,Little Love by NoJo Kids/Nurse,3,Baby,13,Nursery and Decor, Baby Decor ,Little Love by NoJo,79.99,32,5,19,32
2721-fcf9,Little Love by NoJo 3 Piece Wh,3,Baby,13,Nursery and Decor, Baby Decor ,Little Love by NoJo,17.99,10.79,5,19,11
2722-ccdf,Little Love by NoJo Navy and W,3,Baby,13,Nursery and Decor, Baby Decor ,Little Love by NoJo,14.99,10.49,5,19,10
2723-63a9,Little Martins Drawer Instant ,3,Baby,12,Health and Safety, Baby Health Care,Little Martins Drawer,22.98,6.89,5,18,7
2726-ac09,Little Tikes Giant Slide Bounc,1,Toys,150,Outdoor Play, Bounce Houses ,Little Tikes,345,103.5,5,20,104
2727-3989,Little Tikes Junior Sports n S,1,Toys,153,Shop Toys by Brand, Little Tikes Toys ,Little Tikes,229.98,160.99,5,18,161
2728-8fcc,Little Tikes Activity Garden P,3,Baby,6,Baby and Toddler Toys, Baby Learning Toys,Little Tikes,79,47.4,5,7,47
2729-14de,Little Tikes Cozy Coupe 3-in-1,3,Baby,7,Baby Activities and Gear, Baby Walkers,Little Tikes,73,43.8,5,23,44
2730-b717,LITTLE TREES air freshener Car,2,Auto and Tires,2,Automotive Interior, Interior Car Accessories,LITTLE TREES,75.65,45.39,6,3,45
2732-c16b,Genuine Baby Banana Soft Benda,3,Baby,6,Baby and Toddler Toys, Teethers,Live-Right Solutions,7.99,3.2,5,7,3
2734-8d59,($39 Value) Living Proof Resto,4,Beauty,34,Premium Hair Care, Premium Value Sizes and Sets,Living Proof,22.99,11.5,5,42,12
2735-f664,($23 Value) Living Proof No Fr,4,Beauty,35,Premium Hair Care and Hair Tools, Premium Styling Products ,Living Proof,18,5.4,5,43,5
2736-74e3,Lixada 500ml Titanium Water Bo,12,Sports and Outdoors,144,Sports, Golf Equipment ,Lixada,75.42,37.71,8,19,38
2737-36ab,Lixada Mens Windproof Cycling ,12,Sports and Outdoors,140,Bikes, Bike Apparel and Footwear ,Lixada,31.85,19.11,8,13,19
2738-b652,Lightweight High Speed 9.1:1 G,12,Sports and Outdoors,140,Bikes, Bike Accessories ,Lixada,22.55,6.77,8,13,7
2739-1f14,Lixada Left Right Bike Pedal E,12,Sports and Outdoors,140,Bikes, Bike Components ,Lixada,18.85,11.31,8,13,11
2740-6840,Lixada Rainproof Outdoor Cycli,12,Sports and Outdoors,140,Bikes, Bike Accessories ,Lixada,18.59,7.44,8,13,7
2741-db6a,Lixada Road Bike Bicycle Cycli,12,Sports and Outdoors,140,Bikes, Bike Components ,Lixada,12.53,6.27,8,13,6
2742-aa8e,Lixada Bicycle Headset Bike Th,12,Sports and Outdoors,140,Bikes, Bike Components ,Lixada,11.06,6.64,8,13,7
2743-8e89,Lixada Set of 5 Chainwheel Bol,12,Sports and Outdoors,140,Bikes, Bike Components ,Lixada,8.06,2.42,8,13,2
2744-ead3,Lixada 2PCS Long Leg Sleeve Ba,12,Sports and Outdoors,144,Sports, Volleyball ,Lixada,7.98,3.19,8,19,3
2745-0ee7,Lixada 10pcs Aluminum Alloy MT,12,Sports and Outdoors,140,Bikes, Bike Components ,Lixada,5.65,1.7,8,13,2
2746-c36d,Liz Claiborne 5544762 Curve By,4,Beauty,37,Premium Mens Grooming, Premium Shave,Liz Claiborne,23,16.1,5,39,16
2747-6a0b,Lizard Skins Dry Fiant Ins. Sh,12,Sports and Outdoors,140,Bikes, Bike Apparel and Footwear ,Lizard Skins,41.99,16.8,8,13,17
2748-6e3e,Lizard Skins Aramus Classic Gl,12,Sports and Outdoors,140,Bikes, Bike Apparel and Footwear ,Lizard Skins,39.99,27.99,8,13,28
2749-0764,Lizard Skins Adult Arm Sleeve,12,Sports and Outdoors,144,Sports, Softball Gear and Equipment ,Lizard Skins,19.99,13.99,8,19,14
2750-d267,Baby Diaper Changing Pad Water,3,Baby,13,Nursery and Decor, Changing Pads and Covers ,LLD,8.66,6.06,5,19,6
2751-78f8,LNKOO Baby Sling Carrier Natur,3,Baby,7,Baby Activities and Gear, Baby Carriers and Wraps ,LNKOO,19.89,7.96,5,23,8
2752-81d9,LNKOO Baby Chair Belt Cloth Hi,3,Baby,11,Feeding, Portable Baby High Chairs,LNKOO,18.89,7.56,5,7,8
2754-08cd,Local Motion Waimea 39 Bodybo,12,Sports and Outdoors,142,Outdoor Sports, Water Sports ,Local Motion,30.66,12.26,8,4,12
2755-0eb9,LOccitane Neroli and Orchidee ,4,Beauty,29,Premium Bath and Body, Premium Hand Lotions and Foot Creams,LOccitane,10.93,3.28,5,39,3
2756-ffa3,Cactus Scratcher CTS100 Cactus,11,Personal Care,17,Bath and Body, Loofahs Bath Sponges and Accessories,LOCKandLOCK,18.58,9.29,8,17,9
2757-97ef,TX AandM Aggies Hard Back SS,12,Sports and Outdoors,145,Sports Fan Shop, Sports and Outdoor Play Fan Shop ,Logo Chair,26.24,13.12,8,13,13
2758-1880,Penn State Nittany Lions Masco,12,Sports and Outdoors,145,Sports Fan Shop, Sports and Outdoor Play Fan Shop ,Logo Inc.,15.99,4.8,8,13,5
2759-0b88,MI State Spartans Mascot Offic,12,Sports and Outdoors,145,Sports Fan Shop, Sports and Outdoor Play Fan Shop ,Logo Inc.,15.99,11.19,8,13,11
2765-23f7,Look Cleats Black 0,12,Sports and Outdoors,140,Bikes, Bike Components ,Look,16.89,11.82,8,13,12
2766-c435,4 Pack - LOreal Paris Sublime ,11,Personal Care,138,Sun Care, Tanning Lotions and Oils,LOreal Paris,45.86,27.52,8,5,28
2767-c39c,2 Pack - LOreal Paris Root Cov,4,Beauty,25,Hair Care, Hair Color ,LOreal Paris,16.33,6.53,5,14,7
2768-7246,LOreal Paris Sublime Bronze Su,11,Personal Care,138,Sun Care, Self-Tanners and Bronzers,LOreal Paris,9.47,2.84,8,5,3
2769-ac1a,LOreal Professionnel Hair Colo,4,Beauty,34,Premium Hair Care, Premium Hair Color,LOreal Professionnel,16.04,8.02,5,42,8
2770-fa66,LOreal Paris Feria Power Reds ,4,Beauty,25,Hair Care, Hair Color ,LOreal Professionnel,13.08,5.23,5,14,5
2771-b80c,Contoured Baby Diaper Changing,3,Baby,13,Nursery and Decor, Changing Pads and Covers ,Lorient Home,28.6,20.02,5,19,20
2772-3ea3,3 Pack Oversized Muslin Baby B,3,Baby,12,Health and Safety, Baby Proofing for Newborns,Lorient Home,19.5,11.7,5,18,12
2773-7e88,Aneroid Sphygmomanometer and D,8,Health,78,Home Health Care, Blood Pressure Monitors,LotFancy,22.69,6.81,6,86,7
2774-3e37,Women`s Mirage 100 Speed Tenni,8,Health,78,Home Health Care, Blood Pressure Monitors,Lotto,114.95,68.97,6,86,69
2775-8edb,LOTUS Yoga Adjustable 6 Strap,8,Health,78,Home Health Care, Blood Pressure Monitors,Lotus,5.16,3.61,6,86,4
