ss_sold_date_sk,ss_sold_time_sk,ss_item_sk,ss_customer_sk,ss_cdemo_sk,ss_hdemo_sk,ss_addr_sk,ss_store_sk,ss_promo_sk,ss_ticket_number,ss_quantity,ss_wholesale_cost,ss_list_price,ss_sales_price,ss_ext_discount_amt,ss_ext_sales_price,ss_ext_wholesale_cost,ss_ext_list_price,ss_ext_tax,ss_coupon_amt,ss_net_paid,ss_net_paid_inc_tax,ss_net_profit
2451181,48412,79,77938,1068000,5262,34877,8,237,212122,65,86.35,138.16,82.89,0.00,5387.85,5612.75,8980.40,0.00,0.00,5387.85,5387.85,-224.90
2452563,71227,79,29634,1413338,2289,23640,2,77,212718,88,13.94,23.27,4.42,0.00,388.96,1226.72,2047.76,7.77,0.00,388.96,396.73,-837.76
2451884,58945,79,93768,1499801,1481,49161,4,201,213194,73,18.14,33.37,21.02,0.00,1534.46,1324.22,2436.01,138.10,0.00,1534.46,1672.56,210.24
2452152,72253,79,85815,687900,1632,43717,8,192,215257,79,78.93,151.54,43.94,1492.64,3471.26,6235.47,11971.66,178.07,1492.64,1978.62,2156.69,-4256.85
2452161,46211,79,88676,598817,3005,12793,7,270,216037,36,72.71,109.79,90.02,972.21,3240.72,2617.56,3952.44,45.37,972.21,2268.51,2313.88,-349.05
2451525,45614,79,90717,362355,3146,35984,10,110,218937,83,15.94,28.37,17.87,0.00,1483.21,1323.02,2354.71,103.82,0.00,1483.21,1587.03,160.19
2451406,40309,79,87996,882311,3026,5741,2,250,219283,63,80.78,95.32,57.19,0.00,3602.97,5089.14,6005.16,108.08,0.00,3602.97,3711.05,-1486.17
2451892,65682,79,NULL,477329,53,24777,4,81,221684,84,NULL,NULL,0.97,NULL,NULL,NULL,209.16,NULL,NULL,NULL,88.81,-73.92
2452256,42631,79,72688,597336,7137,30138,7,125,221792,56,75.43,88.25,87.36,0.00,4892.16,4224.08,4942.00,440.29,0.00,4892.16,5332.45,668.08
2451861,45513,79,87091,935102,1513,39124,1,14,223519,28,2.92,3.06,1.34,0.00,37.52,81.76,85.68,1.12,0.00,37.52,38.64,-44.24
2452181,37743,79,67798,1708517,6036,17602,8,201,224004,48,79.83,132.51,129.85,0.00,6232.80,3831.84,6360.48,0.00,0.00,6232.80,6232.80,2400.96
2451142,57361,79,16325,425415,3305,3995,8,74,225995,52,74.50,116.96,2.33,0.00,121.16,3874.00,6081.92,8.48,0.00,121.16,129.64,-3752.84
NULL,NULL,79,76187,NULL,NULL,8505,1,NULL,227082,71,12.09,NULL,1.23,0.00,NULL,858.39,875.43,NULL,0.00,NULL,95.18,NULL
2451868,38867,79,16455,336624,1146,48915,4,19,227168,97,40.94,73.69,14.00,0.00,1358.00,3971.18,7147.93,95.06,0.00,1358.00,1453.06,-2613.18
2450937,58239,79,5070,1173913,2309,12352,1,85,227913,82,20.88,31.94,19.48,0.00,1597.36,1712.16,2619.08,127.78,0.00,1597.36,1725.14,-114.80
2451412,53784,79,4485,1735490,3295,28347,2,46,228720,10,16.68,31.85,23.88,0.00,238.80,166.80,318.50,7.16,0.00,238.80,245.96,72.00
2452636,48667,79,14844,1565658,6425,792,8,164,229675,67,35.87,43.76,16.62,0.00,1113.54,2403.29,2931.92,100.21,0.00,1113.54,1213.75,-1289.75
NULL,NULL,79,NULL,23967,3587,NULL,NULL,NULL,231422,55,NULL,57.51,49.45,1550.25,NULL,NULL,NULL,105.25,1550.25,NULL,1274.75,NULL
2452208,32551,79,84457,1367487,2870,41900,8,60,231492,49,62.39,82.35,16.47,0.00,807.03,3057.11,4035.15,0.00,0.00,807.03,807.03,-2250.08
2451506,32941,79,96656,1679427,6198,15722,8,90,232187,64,58.72,106.87,103.66,0.00,6634.24,3758.08,6839.68,331.71,0.00,6634.24,6965.95,2876.16
2451173,57675,79,27245,662411,5577,24743,1,29,232562,68,37.35,65.73,58.49,3818.22,3977.32,2539.80,4469.64,12.72,3818.22,159.10,171.82,-2380.70
2451960,42449,79,14282,1792478,2674,18517,1,278,233017,74,80.27,152.51,111.33,0.00,8238.42,5939.98,11285.74,494.30,0.00,8238.42,8732.72,2298.44
2452626,52242,79,34855,1472437,2019,31201,4,108,233422,89,36.44,59.03,46.63,0.00,4150.07,3243.16,5253.67,0.00,0.00,4150.07,4150.07,906.91
2451881,52706,79,36619,405950,2128,11859,10,28,235277,37,95.60,96.55,94.61,0.00,3500.57,3537.20,3572.35,105.01,0.00,3500.57,3605.58,-36.63
2452521,51680,79,78706,119172,2038,4504,2,19,236419,33,2.62,4.16,0.04,0.00,1.32,86.46,137.28,0.00,0.00,1.32,1.32,-85.14
2451020,54396,79,70706,1710481,4656,9278,8,158,237138,16,53.09,75.91,23.53,86.59,376.48,849.44,1214.56,11.59,86.59,289.89,301.48,-559.55
2452630,74822,79,77144,433252,4560,42621,1,160,237217,28,29.58,33.42,25.73,0.00,720.44,828.24,935.76,7.20,0.00,720.44,727.64,-107.80
2452567,63295,79,49418,745157,2496,9435,2,262,237389,56,45.32,57.55,44.88,0.00,2513.28,2537.92,3222.80,100.53,0.00,2513.28,2613.81,-24.64
2452128,69920,79,33808,1530288,6768,27695,8,109,237584,17,67.47,109.97,58.28,0.00,990.76,1146.99,1869.49,69.35,0.00,990.76,1060.11,-156.23
2451174,45225,79,38947,1481614,1081,32548,1,140,238042,26,42.37,72.87,9.47,204.36,246.22,1101.62,1894.62,1.67,204.36,41.86,43.53,-1059.76
2452465,42419,79,36409,671492,2222,105,1,197,238151,27,51.58,83.04,45.67,0.00,1233.09,1392.66,2242.08,110.97,0.00,1233.09,1344.06,-159.57
2452016,65363,79,27249,699657,418,6026,1,146,238921,66,33.18,37.16,13.74,0.00,906.84,2189.88,2452.56,9.06,0.00,906.84,915.90,-1283.04
NULL,46318,79,NULL,NULL,91,42791,NULL,243,239583,NULL,NULL,NULL,NULL,NULL,1429.50,NULL,8936.25,128.65,NULL,NULL,NULL,-5777.25
2452570,37361,79,70717,1275155,2793,27631,8,206,239900,10,32.65,53.21,42.56,0.00,425.60,326.50,532.10,17.02,0.00,425.60,442.62,99.10
2450960,45523,80,75144,204108,6319,22483,2,78,4518,9,28.17,46.48,33.46,0.00,301.14,253.53,418.32,15.05,0.00,301.14,316.19,47.61
2451153,37193,80,25456,693629,555,2681,4,107,5746,31,33.37,63.73,42.06,247.73,1303.86,1034.47,1975.63,0.00,247.73,1056.13,1056.13,21.66
2450887,47581,80,4107,1067728,6102,33276,1,43,5897,25,46.00,72.68,65.41,0.00,1635.25,1150.00,1817.00,0.00,0.00,1635.25,1635.25,485.25
2451086,52938,80,45430,714530,6830,7577,8,148,7051,20,72.77,120.07,55.23,0.00,1104.60,1455.40,2401.40,11.04,0.00,1104.60,1115.64,-350.80
2451412,62631,80,17271,971217,363,8309,10,43,7953,99,44.86,46.20,22.63,0.00,2240.37,4441.14,4573.80,89.61,0.00,2240.37,2329.98,-2200.77
2451546,52094,80,42534,356582,6183,10631,8,72,8202,18,90.55,164.80,85.69,0.00,1542.42,1629.90,2966.40,123.39,0.00,1542.42,1665.81,-87.48
2451863,70446,80,58427,392532,5390,30295,7,228,8650,85,66.36,105.51,17.93,929.67,1524.05,5640.60,8968.35,0.00,929.67,594.38,594.38,-5046.22
2451868,36945,80,41541,1490308,675,49089,2,158,9909,64,51.59,103.18,10.31,0.00,659.84,3301.76,6603.52,46.18,0.00,659.84,706.02,-2641.92
2451133,40137,80,NULL,NULL,6511,NULL,NULL,NULL,10688,28,NULL,113.78,NULL,NULL,382.20,NULL,NULL,30.57,NULL,NULL,412.77,-1713.88
2451658,45968,80,36736,164593,5603,21460,2,195,12107,95,60.90,106.57,99.11,0.00,9415.45,5785.50,10124.15,376.61,0.00,9415.45,9792.06,3629.95
2451598,52475,80,38856,579827,798,48922,8,198,12466,11,68.59,117.28,51.60,544.89,567.60,754.49,1290.08,0.00,544.89,22.71,22.71,-731.78
2451087,64155,80,48941,869351,4161,43324,10,60,12529,44,68.94,84.10,57.18,0.00,2515.92,3033.36,3700.40,125.79,0.00,2515.92,2641.71,-517.44
2451085,33615,80,64231,292892,3600,37508,1,46,17003,18,99.83,107.81,94.87,0.00,1707.66,1796.94,1940.58,68.30,0.00,1707.66,1775.96,-89.28
2451879,36782,80,8336,541790,4397,23851,1,3,17819,57,94.21,146.02,75.93,0.00,4328.01,5369.97,8323.14,173.12,0.00,4328.01,4501.13,-1041.96
2451867,62235,80,20331,1007738,298,28905,10,279,18148,67,13.85,25.06,17.54,164.52,1175.18,927.95,1679.02,30.31,164.52,1010.66,1040.97,82.71
2451171,51496,80,69236,1177143,5050,12510,1,106,18722,6,89.49,135.12,87.82,0.00,526.92,536.94,810.72,47.42,0.00,526.92,574.34,-10.02
2451535,NULL,80,30872,1901666,4460,39654,10,136,19049,64,NULL,NULL,12.38,0.00,792.32,956.16,1003.52,47.53,0.00,NULL,839.85,NULL
2451876,70620,80,64103,1810435,4414,34346,1,28,21942,97,82.68,137.24,126.26,0.00,12247.22,8019.96,13312.28,1102.24,0.00,12247.22,13349.46,4227.26
2450961,38521,80,98634,895181,6128,30675,2,208,22876,76,86.37,145.96,112.38,0.00,8540.88,6564.12,11092.96,427.04,0.00,8540.88,8967.92,1976.76
2451588,66000,80,26406,1484838,517,6549,2,283,23389,61,62.47,94.95,73.11,2497.43,4459.71,3810.67,5791.95,58.86,2497.43,1962.28,2021.14,-1848.39
2451135,69457,80,52998,358070,742,42214,10,166,26207,7,27.27,44.45,25.78,0.00,180.46,190.89,311.15,9.02,0.00,180.46,189.48,-10.43
2451895,39969,80,57729,1440772,2568,16411,7,25,26802,81,51.57,95.92,66.18,0.00,5360.58,4177.17,7769.52,214.42,0.00,5360.58,5575.00,1183.41
2451545,64135,80,24407,1632881,1355,1476,7,40,31433,88,57.01,92.92,14.86,0.00,1307.68,5016.88,8176.96,52.30,0.00,1307.68,1359.98,-3709.20
2450939,63986,80,93851,430729,2454,15332,4,259,31953,90,29.08,34.60,28.37,0.00,2553.30,2617.20,3114.00,204.26,0.00,2553.30,2757.56,-63.90
2451102,69111,80,55252,1646180,2355,4883,1,122,39486,63,79.38,119.07,20.24,0.00,1275.12,5000.94,7501.41,51.00,0.00,1275.12,1326.12,-3725.82
2451406,44379,80,97362,1167797,632,34314,4,298,40924,23,52.79,69.15,37.34,0.00,858.82,1214.17,1590.45,42.94,0.00,858.82,901.76,-355.35
2451080,68763,80,33884,566835,6986,32737,7,268,41056,42,10.37,19.28,2.31,0.00,97.02,435.54,809.76,3.88,0.00,97.02,100.90,-338.52
2451879,64378,80,48122,1840114,1706,45698,1,72,42087,39,59.78,71.13,64.72,0.00,2524.08,2331.42,2774.07,201.92,0.00,2524.08,2726.00,192.66
2451887,52870,80,26536,1496342,5348,32354,10,32,42954,50,92.15,132.69,76.96,0.00,3848.00,4607.50,6634.50,269.36,0.00,3848.00,4117.36,-759.50
2451180,51905,80,18115,167649,5630,30364,8,207,43135,79,93.47,158.89,100.10,0.00,7907.90,7384.13,12552.31,0.00,0.00,7907.90,7907.90,523.77
2451134,71176,80,25264,819758,4299,45993,2,270,46719,41,34.74,62.87,43.38,35.57,1778.58,1424.34,2577.67,69.72,35.57,1743.01,1812.73,318.67
2451293,66155,80,22157,238391,6625,24506,7,269,47173,20,16.59,23.88,16.23,0.00,324.60,331.80,477.60,9.73,0.00,324.60,334.33,-7.20
2450899,45986,80,84381,1730430,3679,5728,1,15,49080,11,87.37,121.44,68.00,291.72,748.00,961.07,1335.84,13.68,291.72,456.28,469.96,-504.79
2451210,41755,80,781,15676,1771,6619,10,139,50656,74,67.41,115.27,11.52,0.00,852.48,4988.34,8529.98,51.14,0.00,852.48,903.62,-4135.86
2451472,30326,80,85392,115263,1934,17805,7,288,52257,38,96.25,114.53,93.91,0.00,3568.58,3657.50,4352.14,178.42,0.00,3568.58,3747.00,-88.92
2451444,36066,80,91513,334847,581,46315,7,164,52535,36,7.64,8.55,7.26,101.93,261.36,275.04,307.80,0.00,101.93,159.43,159.43,-115.61
2451040,38373,80,95930,323134,6785,29589,4,265,54328,14,88.26,142.98,45.75,0.00,640.50,1235.64,2001.72,12.81,0.00,640.50,653.31,-595.14
2450855,45890,80,85366,205812,2705,8351,8,37,56075,95,67.08,114.03,72.97,831.85,6932.15,6372.60,10832.85,122.00,831.85,6100.30,6222.30,-272.30
2451319,68967,80,77189,1094245,2501,41957,8,1,56159,87,2.58,4.85,1.11,94.63,96.57,224.46,421.95,0.15,94.63,1.94,2.09,-222.52
2451039,70426,80,57586,1270043,100,8557,2,17,58376,38,7.79,8.88,2.75,0.00,104.50,296.02,337.44,8.36,0.00,104.50,112.86,-191.52
2451881,51866,80,70071,955215,5512,13856,10,34,58802,5,87.80,173.84,88.65,115.24,443.25,439.00,869.20,6.56,115.24,328.01,334.57,-110.99
2451054,66015,80,85180,267586,6792,11998,4,63,61093,96,10.07,18.12,15.40,0.00,1478.40,966.72,1739.52,133.05,0.00,1478.40,1611.45,511.68
2451106,68104,80,39769,1028605,641,22277,1,125,61238,24,82.26,93.77,56.26,553.59,1350.24,1974.24,2250.48,31.86,553.59,796.65,828.51,-1177.59
2451437,34321,80,75870,767614,3358,30702,7,187,61247,46,37.39,71.04,14.91,0.00,685.86,1719.94,3267.84,20.57,0.00,685.86,706.43,-1034.08
2451482,66843,80,93817,310955,2493,32431,2,206,61781,94,97.12,128.19,120.49,0.00,11326.06,9129.28,12049.86,0.00,0.00,11326.06,11326.06,2196.78
2451245,36290,80,47079,1284479,3032,28832,1,161,64018,5,38.86,45.07,25.23,0.00,126.15,194.30,225.35,11.35,0.00,126.15,137.50,-68.15
2451440,47156,80,96508,211729,2503,22877,1,153,65308,2,76.89,113.79,29.58,0.00,59.16,153.78,227.58,3.54,0.00,59.16,62.70,-94.62
2451436,49187,80,81779,1515884,3942,26000,4,218,67457,70,3.96,7.44,5.87,378.02,410.90,277.20,520.80,2.63,378.02,32.88,35.51,-244.32
2451843,62360,80,28290,1656458,4273,40041,1,233,69494,93,12.59,15.73,9.59,0.00,891.87,1170.87,1462.89,53.51,0.00,891.87,945.38,-279.00
2451884,51182,80,15202,1626629,1703,28377,8,103,70880,66,49.85,96.70,36.74,0.00,2424.84,3290.10,6382.20,72.74,0.00,2424.84,2497.58,-865.26
2451501,54252,80,36616,1646258,3900,32742,1,32,71198,68,59.62,115.06,33.36,1905.52,2268.48,4054.16,7824.08,3.62,1905.52,362.96,366.58,-3691.20
2451006,34104,80,31947,1159018,5289,13960,2,130,71969,97,1.67,2.35,1.29,0.00,125.13,161.99,227.95,7.50,0.00,125.13,132.63,-36.86
2451073,41360,80,19843,1249761,6879,13597,8,84,72514,64,90.06,90.96,70.03,0.00,4481.92,5763.84,5821.44,89.63,0.00,4481.92,4571.55,-1281.92
2451663,62573,80,2756,1207933,1557,29581,8,139,72529,88,19.20,32.64,20.56,0.00,1809.28,1689.60,2872.32,72.37,0.00,1809.28,1881.65,119.68
NULL,NULL,80,NULL,NULL,4654,40948,7,100,73300,13,86.47,152.18,129.35,0.00,1681.55,NULL,1978.34,16.81,0.00,NULL,1698.36,557.44
2451730,38268,80,25485,1086642,6999,16156,8,69,74652,17,49.10,82.97,0.00,0.00,0.00,834.70,1410.49,0.00,0.00,0.00,0.00,-834.70
2451539,48661,80,51090,1003846,4602,20558,2,122,75359,11,33.53,43.25,43.25,0.00,475.75,368.83,475.75,9.51,0.00,475.75,485.26,106.92
2451752,71967,80,1379,657877,5128,30379,10,140,76224,73,72.87,86.71,52.02,0.00,3797.46,5319.51,6329.83,341.77,0.00,3797.46,4139.23,-1522.05
2451680,70605,80,86889,1769255,5221,8787,4,206,77852,27,80.18,151.54,103.04,2309.12,2782.08,2164.86,4091.58,9.45,2309.12,472.96,482.41,-1691.90
2451141,61788,80,12337,854340,5943,33546,8,207,85785,4,73.20,145.66,107.78,0.00,431.12,292.80,582.64,25.86,0.00,431.12,456.98,138.32
2451892,43933,80,32484,1757289,47,26805,8,57,87143,29,78.43,152.15,97.37,0.00,2823.73,2274.47,4412.35,141.18,0.00,2823.73,2964.91,549.26
2450996,60087,80,46364,410247,883,40319,8,118,87406,44,46.46,47.85,32.05,0.00,1410.20,2044.24,2105.40,84.61,0.00,1410.20,1494.81,-634.04
2451393,41972,80,65010,1700843,5923,20956,7,85,88281,91,57.46,67.80,48.81,0.00,4441.71,5228.86,6169.80,399.75,0.00,4441.71,4841.46,-787.15
2451576,45508,80,1765,886801,284,32920,2,97,89873,16,39.51,76.25,9.15,0.00,146.40,632.16,1220.00,7.32,0.00,146.40,153.72,-485.76
2451230,62125,80,32763,1710151,6386,42621,7,5,90999,88,2.11,3.46,3.04,0.00,267.52,185.68,304.48,10.70,0.00,267.52,278.22,81.84
2450858,43126,80,53300,NULL,NULL,39760,NULL,NULL,96096,48,NULL,122.96,28.28,NULL,NULL,3534.24,5902.08,13.57,NULL,NULL,1371.01,NULL
2451275,35718,80,74727,1582172,1970,23768,7,139,99153,50,61.88,99.00,10.89,0.00,544.50,3094.00,4950.00,43.56,0.00,544.50,588.06,-2549.50
2451364,63713,80,NULL,NULL,NULL,NULL,NULL,210,99744,38,71.93,102.85,44.22,0.00,1680.36,NULL,NULL,NULL,0.00,1680.36,NULL,NULL
NULL,65285,80,7483,NULL,2895,NULL,4,50,100991,NULL,NULL,NULL,NULL,0.00,2245.74,3753.96,NULL,89.82,0.00,NULL,NULL,NULL
2451792,64572,80,35664,301450,836,36175,1,214,106716,94,55.06,56.16,51.66,0.00,4856.04,5175.64,5279.04,291.36,0.00,4856.04,5147.40,-319.60
2451493,34784,80,2827,393927,5027,46174,2,169,107175,5,23.71,45.04,7.65,9.56,38.25,118.55,225.20,1.14,9.56,28.69,29.83,-89.86
NULL,NULL,80,NULL,NULL,6564,NULL,4,NULL,107927,NULL,NULL,102.15,86.82,0.00,NULL,5078.30,8784.90,NULL,0.00,NULL,7839.84,2388.22
2451431,37628,80,99060,863744,4875,29159,7,132,109967,52,38.89,56.39,29.32,0.00,1524.64,2022.28,2932.28,121.97,0.00,1524.64,1646.61,-497.64
2451878,71099,80,62504,129885,2866,38247,2,243,110011,99,4.17,4.25,1.02,0.00,100.98,412.83,420.75,3.02,0.00,100.98,104.00,-311.85
2451005,46033,80,7664,1275206,2748,19890,7,203,110215,41,74.86,88.33,69.78,0.00,2860.98,3069.26,3621.53,85.82,0.00,2860.98,2946.80,-208.28
2451763,48797,80,27191,930654,1670,20333,4,102,110328,43,70.42,90.13,8.11,0.00,348.73,3028.06,3875.59,31.38,0.00,348.73,380.11,-2679.33
2451065,33933,80,68824,763320,216,41512,7,190,111097,30,67.42,116.63,15.16,0.00,454.80,2022.60,3498.90,18.19,0.00,454.80,472.99,-1567.80
2451436,66281,80,62211,1112092,1973,31054,4,299,111161,79,51.32,65.68,19.70,0.00,1556.30,4054.28,5188.72,93.37,0.00,1556.30,1649.67,-2497.98
2451207,49930,80,2423,1003322,5021,49920,8,36,111360,63,75.19,106.76,65.12,0.00,4102.56,4736.97,6725.88,0.00,0.00,4102.56,4102.56,-634.41
2451429,34742,80,NULL,NULL,5483,16053,10,NULL,112966,NULL,61.30,69.26,NULL,0.00,NULL,NULL,NULL,44.78,0.00,NULL,2283.94,NULL
2451763,53364,80,2626,766124,2869,22367,4,291,114022,80,6.10,6.22,3.73,0.00,298.40,488.00,497.60,5.96,0.00,298.40,304.36,-189.60
2451110,62187,80,58496,139059,3175,16538,1,289,114309,1,42.30,67.25,10.76,0.00,10.76,42.30,67.25,0.96,0.00,10.76,11.72,-31.54
2451860,62036,80,18160,1435191,1822,24853,7,125,114389,52,96.95,190.02,68.40,0.00,3556.80,5041.40,9881.04,248.97,0.00,3556.80,3805.77,-1484.60
2451204,36838,80,98096,1265120,1297,41921,10,213,114619,91,63.10,78.24,52.42,0.00,4770.22,5742.10,7119.84,333.91,0.00,4770.22,5104.13,-971.88
2451664,56008,80,23385,1649289,4793,35050,10,23,117827,28,65.72,105.80,70.88,0.00,1984.64,1840.16,2962.40,138.92,0.00,1984.64,2123.56,144.48
2451674,62242,80,66323,545923,7123,1876,7,28,120648,54,42.11,45.89,39.46,0.00,2130.84,2273.94,2478.06,85.23,0.00,2130.84,2216.07,-143.10
2451040,45756,80,67892,1286250,2208,37766,2,52,124812,27,86.87,93.81,78.80,1914.84,2127.60,2345.49,2532.87,10.63,1914.84,212.76,223.39,-2132.73
2451401,74443,80,8065,715603,1188,1126,8,143,126613,18,46.51,82.32,13.17,0.00,237.06,837.18,1481.76,14.22,0.00,237.06,251.28,-600.12
2451459,59038,80,29341,586358,4528,3945,10,210,127285,5,77.26,141.38,42.41,125.10,212.05,386.30,706.90,6.95,125.10,86.95,93.90,-299.35
2451798,70647,80,70514,517545,6976,9207,2,141,129466,48,60.30,103.71,5.18,0.00,248.64,2894.40,4978.08,17.40,0.00,248.64,266.04,-2645.76
2451792,69110,80,40789,469293,2150,45007,4,27,132655,46,39.59,68.49,60.95,0.00,2803.70,1821.14,3150.54,168.22,0.00,2803.70,2971.92,982.56
2451790,57953,80,42247,1679960,3273,47833,2,218,132919,79,52.99,61.99,54.55,0.00,4309.45,4186.21,4897.21,387.85,0.00,4309.45,4697.30,123.24
2451401,74691,80,90501,1087024,5594,6564,2,161,132962,63,32.34,40.42,24.65,947.29,1552.95,2037.42,2546.46,6.05,947.29,605.66,611.71,-1431.76
2451438,52791,80,4385,1285801,5617,9480,7,136,133193,33,33.03,41.28,7.84,0.00,258.72,1089.99,1362.24,10.34,0.00,258.72,269.06,-831.27
NULL,NULL,80,NULL,1700434,NULL,NULL,2,261,133611,23,NULL,NULL,NULL,NULL,1082.38,NULL,2122.44,NULL,NULL,1082.38,1136.49,NULL
2451109,65573,80,3717,1235711,858,34452,7,114,134331,85,16.39,18.68,13.44,0.00,1142.40,1393.15,1587.80,102.81,0.00,1142.40,1245.21,-250.75
2451513,43579,80,85180,1611081,4535,9236,7,102,134754,37,96.59,180.62,84.89,0.00,3140.93,3573.83,6682.94,251.27,0.00,3140.93,3392.20,-432.90
2451166,38064,80,76996,588506,369,3479,8,283,135244,9,90.92,176.38,68.78,340.46,619.02,818.28,1587.42,22.28,340.46,278.56,300.84,-539.72
2451172,34002,80,22417,1545551,3438,46172,4,142,138627,41,37.28,68.96,28.96,0.00,1187.36,1528.48,2827.36,35.62,0.00,1187.36,1222.98,-341.12
2451835,75567,80,13887,365644,4601,4758,4,141,138767,17,38.45,39.98,20.38,183.62,346.46,653.65,679.66,3.25,183.62,162.84,166.09,-490.81
NULL,NULL,80,NULL,921175,NULL,NULL,NULL,68,139359,NULL,7.97,8.04,NULL,0.00,4.40,438.35,442.20,NULL,0.00,4.40,4.40,-433.95
2451536,41596,80,75757,1103429,254,9526,8,289,139962,22,78.46,123.18,56.66,0.00,1246.52,1726.12,2709.96,0.00,0.00,1246.52,1246.52,-479.60
2451365,36747,80,24715,248746,4330,38361,1,109,140131,85,28.93,30.95,24.76,0.00,2104.60,2459.05,2630.75,21.04,0.00,2104.60,2125.64,-354.45
2451806,52576,80,86018,319962,4659,14603,8,171,141444,16,79.10,127.35,76.41,0.00,1222.56,1265.60,2037.60,36.67,0.00,1222.56,1259.23,-43.04
2451845,64271,80,91571,1187063,6908,13153,7,161,142055,91,68.99,115.21,76.03,4220.42,6918.73,6278.09,10484.11,80.94,4220.42,2698.31,2779.25,-3579.78
2451067,72206,80,43229,31886,4190,40494,8,128,143409,64,23.71,45.28,9.05,0.00,579.20,1517.44,2897.92,11.58,0.00,579.20,590.78,-938.24
2451456,57947,80,7718,452061,5651,32794,2,206,144603,33,94.10,122.33,46.48,0.00,1533.84,3105.30,4036.89,122.70,0.00,1533.84,1656.54,-1571.46
2450939,71799,80,31051,49016,3781,11699,2,88,146469,63,96.84,153.00,53.55,0.00,3373.65,6100.92,9639.00,236.15,0.00,3373.65,3609.80,-2727.27
2450816,35839,80,59649,515813,5930,447,2,122,149398,11,10.20,10.71,4.60,0.00,50.60,112.20,117.81,4.55,0.00,50.60,55.15,-61.60
2451905,66629,80,88722,1638714,4706,27098,7,265,150389,90,31.01,50.23,34.65,0.00,3118.50,2790.90,4520.70,280.66,0.00,3118.50,3399.16,327.60
2451557,50882,80,39287,206046,1605,6364,4,47,152347,43,76.46,105.51,18.99,408.28,816.57,3287.78,4536.93,4.08,408.28,408.29,412.37,-2879.49
2451773,60007,80,91584,1559394,5251,34261,2,166,153817,7,34.75,44.82,25.09,0.00,175.63,243.25,313.74,8.78,0.00,175.63,184.41,-67.62
2451785,51605,80,28440,477748,3856,9964,2,55,154357,99,44.19,50.81,25.91,0.00,2565.09,4374.81,5030.19,0.00,0.00,2565.09,2565.09,-1809.72
2451034,38372,80,28260,958588,5716,35244,1,212,156121,12,72.26,118.50,63.99,199.64,767.88,867.12,1422.00,39.77,199.64,568.24,608.01,-298.88
2451858,41506,80,40691,1661459,7027,32995,1,56,157326,63,27.45,31.56,10.73,581.35,675.99,1729.35,1988.28,2.83,581.35,94.64,97.47,-1634.71
2451067,63644,80,66137,1413745,906,44114,1,298,157986,54,46.00,75.90,51.61,1003.29,2786.94,2484.00,4098.60,160.52,1003.29,1783.65,1944.17,-700.35
2451451,52181,80,28307,1613330,6353,7376,10,249,158168,73,27.10,32.79,22.29,569.50,1627.17,1978.30,2393.67,21.15,569.50,1057.67,1078.82,-920.63
2450942,56312,80,96027,1169979,1084,46989,4,213,158981,88,64.06,120.43,31.31,2121.56,2755.28,5637.28,10597.84,44.36,2121.56,633.72,678.08,-5003.56
2451152,66899,80,83173,79612,2451,38890,8,65,160117,51,49.13,87.94,76.50,0.00,3901.50,2505.63,4484.94,195.07,0.00,3901.50,4096.57,1395.87
2451806,29094,80,65435,894386,2890,36241,1,64,160817,91,82.43,139.30,111.44,1521.15,10141.04,7501.13,12676.30,0.00,1521.15,8619.89,8619.89,1118.76
2451881,64128,80,17276,1500178,7080,46382,2,68,162358,48,33.13,65.59,45.25,0.00,2172.00,1590.24,3148.32,130.32,0.00,2172.00,2302.32,581.76
2451870,66351,80,16467,1782405,696,29434,10,78,166698,68,91.58,141.94,12.77,0.00,868.36,6227.44,9651.92,78.15,0.00,868.36,946.51,-5359.08
2451498,31095,80,93763,206206,6296,39939,2,94,166776,28,73.78,111.40,7.79,0.00,218.12,2065.84,3119.20,10.90,0.00,218.12,229.02,-1847.72
2451876,35361,80,27421,856117,813,6262,7,92,167121,25,15.13,29.35,21.71,0.00,542.75,378.25,733.75,48.84,0.00,542.75,591.59,164.50
2450884,65375,80,NULL,1876324,5743,9515,NULL,50,167948,NULL,NULL,NULL,NULL,NULL,NULL,2904.00,NULL,0.00,NULL,NULL,NULL,-1462.74
2451770,34613,80,56770,733614,2811,43655,8,259,167996,82,63.27,99.33,93.37,0.00,7656.34,5188.14,8145.06,76.56,0.00,7656.34,7732.90,2468.20
2451822,71189,80,17046,1450115,1231,9100,2,NULL,169615,NULL,NULL,NULL,NULL,1133.08,NULL,7059.84,NULL,NULL,1133.08,2774.12,2774.12,NULL
2451445,67157,80,79208,654635,4109,4383,2,208,171298,76,36.84,54.89,36.77,0.00,2794.52,2799.84,4171.64,139.72,0.00,2794.52,2934.24,-5.32
2451677,66868,80,17242,989957,272,26187,1,48,173121,60,23.12,30.74,27.05,0.00,1623.00,1387.20,1844.40,32.46,0.00,1623.00,1655.46,235.80
2451841,40039,80,67447,368121,1595,14716,10,9,174660,96,35.77,53.29,7.99,0.00,767.04,3433.92,5115.84,0.00,0.00,767.04,767.04,-2666.88
2451868,32548,80,81874,1216662,2650,12638,2,208,178292,30,28.32,30.01,20.10,114.57,603.00,849.60,900.30,39.07,114.57,488.43,527.50,-361.17
2450913,50419,80,68787,708042,2497,7352,8,178,178685,62,94.79,139.34,98.93,0.00,6133.66,5876.98,8639.08,0.00,0.00,6133.66,6133.66,256.68
